ღ,ʁ
გეთაყვა,ɡetʰaχʼʷa
გეი,ɡei
გეიზერი,ɡeizeɾi
გეიშა,ɡeiʃa
გელა,ɡeɫa
გელაქნური,ɡeɫakʰnuɾi
გელაშვილი,ɡeɫaʃʷili
გემბანი,ɡembani
გემზე,ɡemze
გემი,ɡemi
გემო,ɡemo
გემოვნება,ɡemovneba
გემოვნებიანი,ɡemovnebiani
გემოვნებით,ɡemovnebitʰ
გემრიელად,ɡemɾieɫad
გემრიელი,ɡemɾieli
გენაცვალე,ɡenat͡sʰʷale
გენეალოგია,ɡeneaɫoɡia
გენეალოგიურად,ɡeneaɫoɡiuɾad
გენეალოგიური,ɡeneaɫoɡiuɾi
გენერალი,ɡeneɾali
გენერატორი,ɡeneɾatʼoɾi
გენერაციული,ɡeneɾat͡sʰiuli
გენეტიკა,ɡenetʼikʼa
გენეტიკოსი,ɡenetʼikʼosi
გენეტიკურად,ɡenetʼikʼuɾad
გენეტიკური,ɡenetʼikʼuɾi
გენი,ɡeni
გენიტალური,ɡenitʼaɫuɾi
გენუა,ɡenua
გეოგრაფი,ɡeoɡɾapʰi
გეოგრაფია,ɡeoɡɾapʰia
გეოგრაფიულად,ɡeoɡɾapʰiuɫad
გეოგრაფიული,ɡeoɡɾapʰiuli
გეოეკონომიკა,ɡeoekʼonomikʼa
გეოლოგი,ɡeoɫoɡi
გეოლოგია,ɡeoɫoɡia
გეოლოგიურად,ɡeoɫoɡiuɾad
გეოლოგიური,ɡeoɫoɡiuɾi
გეომეტრია,ɡeometʼɾia
გეომეტრიულად,ɡeometʼɾiuɫad
გეომეტრიული,ɡeometʼɾiuli
გეომორფოლოგია,ɡeomoɾpʰoɫoɡia
გეომორფოლოგიური,ɡeomoɾpʰoɫoɡiuɾi
გეოპოლიტიკა,ɡeopʼolitʼikʼa
გეოპოლიტიკურად,ɡeopʼolitʼikʼuɾad
გეოპოლიტიკური,ɡeopʼolitʼikʼuɾi
გეორგინა,ɡeoɾɡina
გეოფიზიკა,ɡeopʰizikʼa
გეოფიზიკური,ɡeopʰizikʼuɾi
გეოცენტრული,ɡeot͡sʰentʼɾuli
გერასიმე,ɡeɾasime
გერბი,ɡeɾbi
გერი,ɡeɾi
გერმანელი,ɡeɾmaneli
გერმანია,ɡeɾmania
გერმანიად,ɡeɾmaniad
გერმანიამ,ɡeɾmaniam
გერმანიას,ɡeɾmanias
გერმანიით,ɡeɾmaniitʰ
გერმანიის,ɡeɾmaniis
გერმანიკული,ɡeɾmanikʼuli
გერმანისტიკა,ɡeɾmanistʼikʼa
გერმანიუმი,ɡeɾmaniumi
გერმანული,ɡeɾmanuli
გესლიანად,ɡeslianad
გესლიანი,ɡesliani
გეტებორგი,ɡetʼeboɾɡi
გეტო,ɡetʼo
გეხმაურები,ɡeχmauɾebi
გვაკლიხართ,ɡʷakʼliχaɾtʰ
გვალვა,ɡʷalʷa
გვალვიანობა,ɡʷalʷianoba
გვამი,ɡʷami
გვანცა,ɡʷant͡sʰa
გვარად,ɡʷaɾad
გვარი,ɡʷaɾi
გვარით,ɡʷaɾitʰ
გვარის,ɡʷaɾis
გვარლი,ɡʷaɾli
გვარმა,ɡʷaɾma
გვარს,ɡʷaɾs
გვარჯილა,ɡʷaɾd͡ʒiɫa
გვატემალა,ɡʷatʼemaɫa
გვაქ,ɡʷakʰ
გვაქვს,ɡʷakʰʷs
გვბრდღვნი,ɡʷbɾdʁʷni
გვბრდღვნის,ɡʷbɾdʁʷnis
გველგესლა,ɡʷelɡesɫa
გველეშაპი,ɡʷeleʃapʼi
გველთევზა,ɡʷeltʰevza
გველი,ɡʷeli
გველური,ɡʷeɫuɾi
გვერდად,ɡʷeɾdad
გვერდზე,ɡʷeɾdze
გვერდი,ɡʷeɾdi
გვერდით,ɡʷeɾditʰ
გვერდითი,ɡʷeɾditʰi
გვერდის,ɡʷeɾdis
გვერდმა,ɡʷeɾdma
გვერდს,ɡʷeɾds
გვერდულად,ɡʷeɾduɫad
გვიან,ɡʷian
გვიანი,ɡʷiani
გვიმრა,ɡʷimɾa
გვიმრები,ɡʷimɾebi
გვინეა,ɡʷinea
გვინეური,ɡʷineuɾi
გვირაბი,ɡʷiɾabi
გვირგვინი,ɡʷiɾɡʷini
გვირილა,ɡʷiɾiɫa
გვის,ɡʷis
გვრიტი,ɡʷɾitʼi
გვფრცქვნი,ɡʷpʰɾt͡sʰkʰʷni
გვფრცქვნით,ɡʷpʰɾt͡sʰkʰʷnitʰ
გვქონდა,ɡʷkʰonda
გვშია,ɡʷʃia
გვწვრთნი,ɡʷt͡sʼʷɾtʰni
გვწყურია,ɡʷt͡sʼχʼuɾia
გზა,ɡza
გზად,ɡzad
გზაზე,ɡzaze
გზამ,ɡzam
გზამკვლევი,ɡzamkʼʷlevi
გზას,ɡzas
გზასაცდენილი,ɡzasat͡sʰdenili
გზატკეცილი,ɡzatʼkʼet͡sʰili
გზებს,ɡzebs
გზით,ɡzitʰ
გზის,ɡzis
გზისპირი,ɡzispʼiɾi
გთხოვ,ɡtʰχov
გთხოვთ,ɡtʰχoftʰ
გია,ɡia
გიბონი,ɡiboni
გიბრალტარი,ɡibɾaltʼaɾi
გიგანტური,ɡiɡantʼuɾi
გივი,ɡivi
გიზგიზი,ɡizɡizi
გიზო,ɡizo
გილდია,ɡildia
გილიოტინა,ɡiliotʼina
გილოცავ,ɡiɫot͡sʰav
გილოცავთ,ɡiɫot͡sʰaftʰ
გიმნი,ɡimni
გინახულებ,ɡinaχuleb
გინდ,ɡind
გინდა,ɡinda
გინეა,ɡinea
გინება,ɡineba
გინეკოლოგი,ɡinekʼoɫoɡi
გინეკოლოგია,ɡinekʼoɫoɡia
გიო,ɡio
გიორბელიძე,ɡioɾbelid͡ze
გიორგად,ɡioɾɡad
გიორგაძე,ɡioɾɡad͡ze
გიორგი,ɡioɾɡi
გიორგით,ɡioɾɡitʰ
გიორგის,ɡioɾɡis
გიჟი,ɡiʒi
გიჟივით,ɡiʒivitʰ
გიჟურად,ɡiʒuɾad
გიჟური,ɡiʒuɾi
გირაგი,ɡiɾaɡi
გირაო,ɡiɾao
გირლანდა,ɡiɾɫanda
გისმენთ,ɡismentʰ
გისოსი,ɡisosi
გისურვებთ,ɡisuɾʷebtʰ
გიტარა,ɡitʼaɾa
გიშერი,ɡiʃeɾi
გიშველის,ɡiʃʷelis
გლადიატორი,ɡɫadiatʼoɾi
გლადიოლუსი,ɡɫadioɫusi
გლაზგო,ɡɫazɡo
გლანდები,ɡɫandebi
გლანდი,ɡɫandi
გლაუკომა,ɡɫaukʼoma
გლერტა,ɡleɾtʼa
გლეხები,ɡleχebi
გლეხი,ɡleχi
გლეხობა,ɡleχoba
გლეჯა,ɡled͡ʒa
გლეჯს,ɡled͡ʒs
გლიცერინი,ɡlit͡sʰeɾini
გლობალური,ɡɫobaɫuɾi
გლუვად,ɡɫuvad
გლუვი,ɡɫuvi
გლუკოზა,ɡɫukʼoza
გმადლობ,ɡmadɫob
გმადლობთ,ɡmadɫobtʰ
გმანავს,ɡmanafs
გმირი,ɡmiɾi
გმირობა,ɡmiɾoba
გმირულად,ɡmiɾuɫad
გმირული,ɡmiɾuli
გნახავ,ɡnaχav
გნდე,ɡnde
გნებავთ,ɡnebaftʰ
გნიასი,ɡniasi
გნოლი,ɡnoli
გნომი,ɡnomi
გობელენი,ɡobeleni
გობი,ɡobi
გობლინი,ɡoblini
გოგა,ɡoɡa
გოგაშვილი,ɡoɡaʃʷili
გოგირდი,ɡoɡiɾdi
გოგირდისფერი,ɡoɡiɾdispʰeɾi
გოგირდმჟავა,ɡoɡiɾdmʒava
გოგო,ɡoɡo
გოგოდ,ɡoɡod
გოგოებად,ɡoɡoebad
გოგოები,ɡoɡoebi
გოგოებით,ɡoɡoebitʰ
გოგოების,ɡoɡoebis
გოგოებმა,ɡoɡoebma
გოგოებო,ɡoɡoebo
გოგოებს,ɡoɡoebs
გოგოვ,ɡoɡov
გოგოთ,ɡoɡotʰ
გოგომ,ɡoɡom
გოგონა,ɡoɡona
გოგონი,ɡoɡoni
გოგონო,ɡoɡono
გოგორა,ɡoɡoɾa
გოგოს,ɡoɡos
გოგრა,ɡoɡɾa
გოდოლი,ɡodoli
გოზალიშვილი,ɡozaliʃʷili
გოზინაყი,ɡozinaχʼi
გოთვერანი,ɡotʰʷeɾani
გოთი,ɡotʰi
გოიმი,ɡoimi
გოლგოთა,ɡolɡotʰa
გოლი,ɡoli
გოლიათი,ɡoliatʰi
გოლფი,ɡolpʰi
გომბეშო,ɡombeʃo
გომი,ɡomi
გომიაშვილი,ɡomiaʃʷili
გომური,ɡomuɾi
გონაშვილი,ɡonaʃʷili
გონგი,ɡonɡi
გონდვანა,ɡondʷana
გონდოლა,ɡondoɫa
გონდოლიერი,ɡondolieɾi
გონება,ɡoneba
გონებადაფანტულად,ɡonebadapʰantʼuɫad
გონებამახვილურად,ɡonebamaχʷiɫuɾad
გონებაშეზღუდულად,ɡonebaʃezʁuduɫad
გონებაჩლუნგად,ɡonebat͡ʃʰɫunɡad
გონებაჩლუნგი,ɡonebat͡ʃʰɫunɡi
გონებით,ɡonebitʰ
გონებრივად,ɡonebɾivad
გონებრივი,ɡonebɾivi
გონიერება,ɡonieɾeba
გონიერი,ɡonieɾi
გონივრულად,ɡonivɾuɫad
გონივრული,ɡonivɾuli
გონივრულობა,ɡonivɾuɫoba
გონიო,ɡonio
გონორეა,ɡonoɾea
გორა,ɡoɾa
გორგალი,ɡoɾɡali
გორგოლაჭი,ɡoɾɡoɫat͡ʃʼi
გორდონი,ɡoɾdoni
გორი,ɡoɾi
გორილა,ɡoɾiɫa
გორკი,ɡoɾkʼi
გოროვანი,ɡoɾovani
გოჩა,ɡot͡ʃʰa
გოჭი,ɡot͡ʃʼi
გოჯი,ɡod͡ʒi
გპასუხობდი,ɡpʼasuχobdi
გრაგნილი,ɡɾaɡnili
გრადაცია,ɡɾadat͡sʰia
გრადუსი,ɡɾadusi
გრავიურა,ɡɾaviuɾa
გრამატიკა,ɡɾamatʼikʼa
გრამატიკოსი,ɡɾamatʼikʼosi
გრამატიკულად,ɡɾamatʼikʼuɫad
გრამატიკული,ɡɾamatʼikʼuli
გრამი,ɡɾami
გრამოფონი,ɡɾamopʰoni
გრანდიოზულად,ɡɾandiozuɫad
გრანდიოზული,ɡɾandiozuli
გრანიტი,ɡɾanitʼi
გრანულარული,ɡɾanuɫaɾuli
გრაფიკი,ɡɾapʰikʼi
გრაფიკულად,ɡɾapʰikʼuɫad
გრაფიკული,ɡɾapʰikʼuli
გრაფინი,ɡɾapʰini
გრაფიტი,ɡɾapʰitʼi
გრაცია,ɡɾat͡sʰia
გრაციოზულად,ɡɾat͡sʰiozuɫad
გრაციოზული,ɡɾat͡sʰiozuli
გრგვინვა,ɡɾɡʷinʷa
გრდემლი,ɡɾdemli
გრეგი,ɡɾeɡi
გრეგორი,ɡɾeɡoɾi
გრეიპფრუტი,ɡɾeipʼpʰɾutʼi
გრენადა,ɡɾenada
გრენადერი,ɡɾenadeɾi
გრენადილი,ɡɾenadili
გრეჩიხა,ɡɾet͡ʃʰiχa
გრეხა,ɡɾeχa
გრიგალი,ɡɾiɡali
გრიგოლ,ɡɾiɡol
გრიგოლი,ɡɾiɡoli
გრილა,ɡɾiɫa
გრილად,ɡɾiɫad
გრილი,ɡɾili
გრიმასა,ɡɾimasa
გრიმი,ɡɾimi
გრინვიჩი,ɡɾinʷit͡ʃʰi
გრიპი,ɡɾipʼi
გრიფი,ɡɾipʰi
გრიფონი,ɡɾipʰoni
გროტესკი,ɡɾotʼeskʼi
გროტესკულად,ɡɾotʼeskʼuɫad
გროტესკული,ɡɾotʼeskʼuli
გრუნტი,ɡɾuntʼi
გრუშა,ɡɾuʃa
გრუხუნი,ɡɾuχuni
გრუხუნით,ɡɾuχunitʰ
გრძედი,ɡɾd͡zedi
გრძელვადიანი,ɡɾd͡zelʷadiani
გრძელი,ɡɾd͡zeli
გრძელფეხა,ɡɾd͡zelpʰeχa
გრძელცხვირა,ɡɾd͡zelt͡sʰχʷiɾa
გრძივად,ɡɾd͡zivad
გრძივი,ɡɾd͡zivi
გრძნება,ɡɾd͡zneba
გრძნეულება,ɡɾd͡zneuleba
გრძნეული,ɡɾd͡zneuli
გრძნობა,ɡɾd͡znoba
გრძნობადად,ɡɾd͡znobadad
გრძნობადი,ɡɾd͡znobadi
გრძნობადობა,ɡɾd͡znobadoba
გრძნობენ,ɡɾd͡znoben
გრძნობთ,ɡɾd͡znobtʰ
გრძნობს,ɡɾd͡znobs
გსურთ,ɡsuɾtʰ
გტკივა,ɡtʼkʼiva
გუამი,ɡuami
გუაში,ɡuaʃi
გუბ,ɡub
გუგა,ɡuɡa
გუგლი,ɡuɡli
გუგული,ɡuɡuli
გუგუშვილი,ɡuɡuʃʷili
გუდა,ɡuda
გუდასტვირი,ɡudastʼʷiɾi
გუდაუთა,ɡudautʰa
გუდაწვერი,ɡudat͡sʼʷeɾi
გუთანი,ɡutʰani
გუთები,ɡutʰebi
გუთნისდედა,ɡutʰnisdeda
გუთური,ɡutʰuɾi
გულაბი,ɡuɫabi
გულაგი,ɡuɫaɡi
გულადი,ɡuɫadi
გულახდილად,ɡuɫaχdiɫad
გულახდილი,ɡuɫaχdili
გულახდილობა,ɡuɫaχdiɫoba
გულგამგმირავად,ɡulɡamɡmiɾavad
გულგასახეთქი,ɡulɡasaχetʰkʰi
გულგატეხილად,ɡulɡatʼeχiɫad
გულგატეხილი,ɡulɡatʼeχili
გულგაწყალებული,ɡulɡat͡sʼχʼalebuli
გულგრილად,ɡulɡɾiɫad
გულგრილი,ɡulɡɾili
გულგრილობა,ɡulɡɾiɫoba
გულდასაწყვეტად,ɡuldasat͡sʼχʼʷetʼad
გულდენი,ɡuldeni
გულთბილი,ɡultʰbili
გული,ɡuli
გულიაში,ɡuliaʃi
გულითადად,ɡulitʰadad
გულითადი,ɡulitʰadi
გულითადობა,ɡulitʰadoba
გულისამრევად,ɡulisamɾevad
გულისპირი,ɡulispʼiɾi
გულისრევა,ɡulisɾeva
გულისრევამდე,ɡulisɾevamde
გულისცემა,ɡulist͡sʰema
გულისწვა,ɡulist͡sʼʷa
გულკეთილი,ɡulkʼetʰili
გულკეთილობა,ɡulkʼetʰiɫoba
გულმავიწყად,ɡulmavit͡sʼχʼad
გულმავიწყი,ɡulmavit͡sʼχʼi
გულმავიწყობა,ɡulmavit͡sʼχʼoba
გულმკერდი,ɡulmkʼeɾdi
გულმოდგინე,ɡulmodɡine
გულმოდგინება,ɡulmodɡineba
გულმოდგინედ,ɡulmodɡined
გულმოწყალება,ɡulmot͡sʼχʼaleba
გულმოწყალედ,ɡulmot͡sʼχʼaled
გულოვანი,ɡuɫovani
გულსაფარი,ɡulsapʰaɾi
გულუბრყვილო,ɡuɫubɾχʼʷiɫo
გულუბრყვილოდ,ɡuɫubɾχʼʷiɫod
გულუხვად,ɡuɫuχʷad
გულუხვი,ɡuɫuχʷi
გულუხვობა,ɡuɫuχʷoba
გულფიცხი,ɡulpʰit͡sʰχi
გულქვა,ɡulkʰʷa
გულღიად,ɡulʁiad
გულღიაობა,ɡulʁiaoba
გულშემატკივარი,ɡulʃematʼkʼivaɾi
გულჩათხრობილი,ɡult͡ʃʰatʰχɾobili
