ya	ja
atajitokeza	ataʄitokeza
atajua	ataʄua
atakapochaguliwa	atakapot͡ʃaɠuliwa
atakaporejea	atakapoɾeʄea
atakayebaki	atakajeɓaki
atakayejihusisha	atakajeʄihusiʃa
atakayesaini	atakajesaini
atakubali	atakuɓali
atambue	atambue
atampa	atampa
atatafuta	atatafuta
atatangazwa	atatanɡazwa
atatimiza	atatimiza
atatuma	atatuma
atauliza	atauliza
atavaana	atavaana
atawalipia	atawalipia
atayapata	atajapata
atembee	atembee
athibitishe	aθiɓitiʃe
awahi	awahi
awasiliane	awasiliane
awasilishe	awasiliʃe
awataka	awataka
azungumzie	azunɡumzie
bafu	ɓafu
bahasha	ɓahaʃa
bakora	ɓakoɾa
bank	ɓank
barafu	ɓaɾafu
baruti	ɓaɾuti
baskeli	ɓaskeli
begani	ɓeɠani
behewa	ɓehewa
bi	ɓi
block	ɓlock
blogu	ɓloɠu
bobezi	ɓoɓezi
boma	ɓoma
bomoabomoa	ɓomoaɓomoa
bongofleva	ɓonɡofleva
business	ɓusiness
caption	caption
chagamoto	t͡ʃaɠamoto
chain	t͡ʃain
chaka	t͡ʃaka
changarawe	t͡ʃanɡaɾawe
change	t͡ʃanɡe
chembe	t͡ʃembe
chepesi	t͡ʃepesi
chimbuko	t͡ʃimbuko
chonjo	t͡ʃonɟo
chopa	t͡ʃopa
chui	t͡ʃui
cobalt	coɓalt
company	compaɲ
computing	computinɡ
covering	coveɾinɡ
d	ɗ
dady	ɗaɗj
darajani	ɗaɾaʄani
delta	ɗelta
deposit	ɗeposit
desemba	ɗesemba
dhulma	ðulma
digidigi	ɗiɠiɗiɠi
digital	ɗiɠital
digitali	ɗiɠitali
documentary	ɗocumentaɾj
donge	ɗonɡe
du	ɗu
dude	ɗuɗe
dukuduku	ɗukuɗuku
dunk	ɗunk
endeleeni	endeleeni
endometriosis	endometɾiosis
euro	euɾo
facts	facts
faranga	faɾanɡa
features	featuɾes
fiber	fiɓeɾ
figures	fiɠuɾes
fikirishi	fikiɾiʃi
fixed	fixeɗ
flan	flan
floor	flooɾ
followers	followeɾs
fomula	fomula
foundation	foundation
fresh	fɾeʃ
freshi	fɾeʃi
fuata	fuata
fumbuzi	fumbuzi
fungua	funɡua
fuso	fuso
gemu	ɠemu
getini	ɠetini
glass	ɠlass
glovu	ɠlovu
gluten	ɠluten
gogo	ɠoɠo
gravellier	ɠɾavellieɾ
haba	haɓa
hachagui	hat͡ʃaɠui
hadhani	haðani
hadidu	haɗiɗu
haendi	haendi
hafichi	hafit͡ʃi
haieleweki	haieleweki
haifahamiki	haifahamiki
haijafika	haiʄafika
haijafunga	haiʄafunɡa
haijaipa	haiʄaipa
haijakanusha	haiʄakanuʃa
haijapata	haiʄapata
haijapimwa	haiʄapimwa
haijathibitisha	haiʄaθiɓitiʃa
haijawa	haiʄawa
haiku	haiku
haikuisha	haikuiʃa
haikujibiwa	haikuʄiɓiwa
haikupokelewa	haikupokelewa
haikutarajiwa	haikutaɾaʄiwa
haingilii	hainɡilii
haioni	haioni
hairidhishi	haiɾiðiʃi
haitakiwi	haitakiwi
haitawajibika	haitawaʄiɓika
haitoi	haitoi
hajakamilika	haʄakamilika
hajapatikana	haʄapatikana
hajapokea	haʄapokea
hajaridhishwa	haʄaɾiðiʃwa
hajashtakiwa	haʄaʃtakiwa
hajatimiza	haʄatimiza
hajaweza	haʄaweza
hajitambui	haʄitambui
hakai	hakai
hakikisha	hakikiʃa
hakikisho	hakikiʃo
hakikutaka	hakikutaka
hakikuweza	hakikuweza
hakitashiriki	hakitaʃiɾiki
hakufafanua	hakufafanua
hakuishia	hakuiʃia
hakukata	hakukata
hakukubali	hakukuɓali
hakupenda	hakupenda
hakurejea	hakuɾeʄea
hakuripoti	hakuɾipoti
hakutoshi	hakutoʃi
hakwenda	hakwenda
halamshauri	halamʃauɾi
halifanyi	halifaɲi
halijaanza	haliʄaanza
halijajulikana	haliʄaʄulikana
halijatoa	haliʄatoa
haliko	haliko
halionekani	halionekani
halipaswi	halipaswi
halipewi	halipewi
hama	hama
hangekuwa	hanɡekuwa
hangeweza	hanɡeweza
haogopi	haoɠopi
haohao	haohao
haonyeshi	haoɲeʃi
hapendezwi	hapendezwi
hatakubali	hatakuɓali
hataruhusiwa	hataɾuhusiwa
hatu	hatu
hatujaenda	hatuʄaenda
hatujathibitisha	hatuʄaθiɓitiʃa
hatukuwepo	hatukuwepo
hatupati	hatupati
haturuhusiwi	hatuɾuhusiwi
hatutakuwa	hatutakuwa
hatutasita	hatutasita
haujafanyika	hauʄafaɲika
haujafika	hauʄafika
haujaleta	hauʄaleta
haukubaliki	haukuɓaliki
haukuingia	haukuinɡia
haulingani	haulinɡani
haumpi	haumpi
haupaswi	haupaswi
havijatoa	haviʄatoa
haviwezi	haviwezi
hawaangalii	hawaanɡalii
hawajachanjwa	hawaʄat͡ʃanɟwa
hawajali	hawaʄali
hawajapatikana	hawaʄapatikana
hawajapewa	hawaʄapewa
hawajaridhika	hawaʄaɾiðika
hawajasema	hawaʄasema
hawakujali	hawakuʄali
hawakuleta	hawakuleta
hawakupatikana	hawakupatikana
hawakuruhusiwa	hawakuɾuhusiwa
hawali	hawali
hawamjui	hawamʄui
hawastahili	hawastahili
hawataacha	hawataat͡ʃa
hawatafanya	hawatafaɲa
hawatakubali	hawatakuɓali
hawatakuja	hawatakuʄa
hawatamaliza	hawatamaliza
hawatambui	hawatambui
hawataruhusiwa	hawataɾuhusiwa
hawatasahau	hawatasahau
hayajafikiwa	hajaʄafikiwa
hayakubaliki	hajakuɓaliki
hayakufika	hajakufika
hayakuwepo	hajakuwepo
hazichukuliwi	hazit͡ʃukuliwi
hazijafikia	haziʄafikia
hazijatolewa	haziʄatolewa
hazikufuatwa	hazikufuatwa
hazikuonekana	hazikuonekana
hazioni	hazioni
hazipatikani	hazipatikani
hazishiki	haziʃiki
hazisikiki	hazisikiki
hazitachukuliwa	hazitat͡ʃukuliwa
hazitumii	hazitumii
hearsay	heaɾsaj
helmet	helmet
hesabiwa	hesaɓiwa
hiii	hiii
hijab	hiʄaɓ
hitajika	hitaʄika
hiyari	hijaɾi
honi	honi
huambatana	huambatana
huamua	huamua
huangalia	huanɡalia
hubaki	huɓaki
hudhani	huðani
hufikia	hufikia
hufunguliwa	hufunɡuliwa
huibua	huiɓua
hujafanya	huʄafaɲa
hujapata	huʄapata
hukatwa	hukatwa
hukimbia	hukimbia
hukohuko	hukohuko
hukosa	hukosa
hukujua	hukuʄua
huolewa	huolewa
hupandisha	hupandiʃa
hupanga	hupanɡa
hupita	hupita
hupungua	hupunɡua
huruhusiwi	huɾuhusiwi
husheherekea	huʃeheɾekea
hushuka	huʃuka
hustaafu	hustaafu
huundwa	huundwa
huuza	huuza
huwafanya	huwafaɲa
huwasiliana	huwasiliana
huzitumia	huzitumia
hvyo	hvjo
iache	iat͡ʃe
iamuru	iamuɾu
ianzishe	ianziʃe
ichezwe	it͡ʃezwe
idhara	iðaɾa
ieleze	ieleze
ifuatwe	ifuatwe
igizo	iɠizo
iingie	iinɡie
ijulikanayo	iʄulikanajo
ikabadilika	ikaɓaɗilika
ikafanya	ikafaɲa
ikafika	ikafika
ikapangwa	ikapanɡwa
ikapata	ikapata
ikashindikana	ikaʃindikana
ikiambatana	ikiambatana
ikiamini	ikiamini
ikiaminika	ikiaminika
ikibeba	ikiɓeɓa
ikichangiwa	ikit͡ʃanɡiwa
ikichunguza	ikit͡ʃunɡuza
ikienda	ikienda
ikiendeshwa	ikiendeʃwa
ikifikisha	ikifikiʃa
ikifungua	ikifunɡua
ikigundulika	ikiɠundulika
ikikamilika	ikikamilika
ikikanusha	ikikanuʃa
ikikaribia	ikikaɾiɓia
ikikatishwa	ikikatiʃwa
ikikosa	ikikosa
ikikumbwa	ikikumbwa
ikionya	ikioɲa
ikipambana	ikipambana
ikipanga	ikipanɡa
ikipinga	ikipinɡa
ikipungua	ikipunɡua
ikirushwa	ikiɾuʃwa
ikisafiri	ikisafiɾi
ikishindwa	ikiʃindwa
ikishiriki	ikiʃiɾiki
ikitarajiwa	ikitaɾaʄiwa
ikitekeleza	ikitekeleza
ikitengenezwa	ikitenɡenezwa
ikithibitika	ikiθiɓitika
ikivaliwa	ikivaliwa
ikiwaka	ikiwaka
ikiwakabili	ikiwakaɓili
iliadhimisha	iliaðimiʃa
iliaminika	iliaminika
iliazimia	iliazimia
ilibaki	iliɓaki
ilibeba	iliɓeɓa
ilichaguliwa	ilit͡ʃaɠuliwa
ilichangiwa	ilit͡ʃanɡiwa
ilichorwa	ilit͡ʃoɾwa
ilidhihirika	iliðihiɾika
ilielezea	ilielezea
ilifichwa	ilifit͡ʃwa
ilifuatiwa	ilifuatiwa
ilifungua	ilifunɡua
ilifuta	ilifuta
ilifuzu	ilifuzu
iligawanywa	iliɠawaɲwa
iligonga	iliɠonɡa
iliharibiwa	ilihaɾiɓiwa
iliishi	iliiʃi
iliishia	iliiʃia
iliivamia	iliivamia
ilijaribu	iliʄaɾiɓu
ilijikuta	iliʄikuta
ilijumuisha	iliʄumuiʃa
ilikabidhi	ilikaɓiði
ilikabidhiwa	ilikaɓiðiwa
ilikataliwa	ilikataliwa
ililipiza	ililipiza
ilimalizika	ilimalizika
ilimchukua	ilimt͡ʃukua
ilimnukuu	ilimnukuu
ilimshangaza	ilimʃanɡaza
ilimtangaza	ilimtanɡaza
ilimwekea	ilimwekea
ilinunua	ilinunua
ilinyesha	iliɲeʃa
iliona	iliona
ilionao	ilionao
iliongozwa	ilionɡozwa
iliopo	iliopo
ilipambana	ilipambana
ilipe	ilipe
ilipelekwa	ilipelekwa
ilipoanzisha	ilipoanziʃa
ilipofanya	ilipofaɲa
ilipoingia	ilipoinɡia
ilipomtia	ilipomtia
ilipotaka	ilipotaka
ilipozama	ilipozama
ilipuuza	ilipuuza
iliridhia	iliɾiðia
ilisaini	ilisaini
ilishiriki	iliʃiɾiki
ilisikilizwa	ilisikilizwa
ilitajwa	ilitaʄwa
ilitanda	ilitanda
ilitawaliwa	ilitawaliwa
ilitazamwa	ilitazamwa
ilitengenezwa	ilitenɡenezwa
ilitimia	ilitimia
ilitosha	ilitoʃa
ilitupiliwa	ilitupiliwa
ilivyoainishwa	ilivjoainiʃwa
ilivyofika	ilivjofika
ilivyothibitishwa	ilivjoθiɓitiʃwa
iliyoadhimishwa	ilijoaðimiʃwa
iliyobakia	ilijoɓakia
iliyocheleweshwa	ilijot͡ʃeleweʃwa
iliyochunguza	ilijot͡ʃunɡuza
iliyoendeshwa	ilijoendeʃwa
iliyogawanyika	ilijoɠawaɲika
iliyoitoa	ilijoitoa
iliyoletwa	ilijoletwa
iliyomleta	ilijomleta
iliyompa	ilijompa
iliyonayo	ilijonajo
iliyoonekana	ilijoonekana
iliyoongoza	ilijoonɡoza
iliyopendekeza	ilijopendekeza
iliyorekebishwa	ilijoɾekeɓiʃwa
iliyorushwa	ilijoɾuʃwa
iliyosheheni	ilijoʃeheni
iliyoshinda	ilijoʃinda
iliyosikika	ilijosikika
iliyosimamiwa	ilijosimamiwa
iliyotangaza	ilijotanɡaza
iliyotukuka	ilijotukuka
iliyouwa	ilijouwa
ilizalisha	ilizaliʃa
ilizima	ilizima
ilizocheza	ilizot͡ʃeza
ilizua	ilizua
ilizuia	ilizuia
ilizuka	ilizuka
ilizunguka	ilizunɡuka
imeaga	imeaɠa
imeagwa	imeaɠwa
imeahidi	imeahiɗi
imeanzishwa	imeanziʃwa
imeathiri	imeaθiɾi
imeathirika	imeaθiɾika
imeazimia	imeazimia
imebakia	imeɓakia
imebariki	imeɓaɾiki
imedaiwa	imeɗaiwa
imedumu	imeɗumu
imefuta	imefuta
imefutwa	imefutwa
imefuzu	imefuzu
imehoji	imehoʄi
imeifanya	imeifaɲa
imeiona	imeiona
imeisha	imeiʃa
imejaribu	imeʄaɾiɓu
imejazwa	imeʄazwa
imejikita	imeʄikita
imekabidhi	imekaɓiði
imekamata	imekamata
imekiri	imekiɾi
imekwama	imekwama
imekwisha	imekwiʃa
imeletwa	imeletwa
imeliomba	imeliomba
imelitaja	imelitaʄa
imemkuta	imemkuta
imemtaka	imemtaka
imemuachia	imemuat͡ʃia
imemuita	imemuita
imeombwa	imeombwa
imeondolewa	imeondolewa
imeongozwa	imeonɡozwa
imepania	imepania
imepatiwa	imepatiwa
imependekeza	imependekeza
imepinga	imepinɡa
imepongeza	imeponɡeza
imeporomoka	imepoɾomoka
imerekodi	imeɾekoɗi
imesafirishwa	imesafiɾiʃwa
imeshakamilika	imeʃakamilika
imeshapata	imeʃapata
imeshutumu	imeʃutumu
imesimama	imesimama
imesonga	imesonɡa
imetawala	imetawala
imetekeleza	imetekeleza
imetenda	imetenda
imeteua	imeteua
imetikisa	imetikisa
imetumika	imetumika
imetupwa	imetupwa
imevutia	imevutia
imewaachia	imewaat͡ʃia
imewafanya	imewafaɲa
imewafutia	imewafutia
imewalazimu	imewalazimu
imewasilishwa	imewasiliʃwa
imewekea	imewekea
imewekeza	imewekeza
imezikwa	imezikwa
imezoeleka	imezoeleka
imlinde	imlinde
imsamehe	imsamehe
inaadhimisha	inaaðimiʃa
inaagwa	inaaɠwa
inaahidi	inaahiɗi
inaangalia	inaanɡalia
inaanzia	inaanzia
inaathiri	inaaθiɾi
inabeba	inaɓeɓa
inabomolewa	inaɓomolewa
inadhaniwa	inaðaniwa
inaendesha	inaendeʃa
inafanyia	inafaɲia
inafuatia	inafuatia
inafuatilia	inafuatilia
inafuatiliwa	inafuatiliwa
inafutwa	inafutwa
inahifadhiwa	inahifaðiwa
inahisi	inahisi
inahofia	inahofia
inaishutumu	inaiʃutumu
inajitayarisha	inaʄitajaɾiʃa
inakadiria	inakaɗiɾia
inakiri	inakiɾi
inakuaje	inakuaʄe
inakusanya	inakusaɲa
inakuwezesha	inakuwezeʃa
inalichukulia	inalit͡ʃukulia
inalindwa	inalindwa
inalipa	inalipa
inamalizika	inamalizika
inamshikilia	inamʃikilia
inaongezwa	inaonɡezwa
inapanda	inapanda
inapeleka	inapeleka
inapigana	inapiɠana
inapofikia	inapofikia
inapotea	inapotea
inapotekelezwa	inapotekelezwa
inapoteza	inapoteza
inapungua	inapunɡua
inarahisisha	inaɾahisiʃa
inasalia	inasalia
inashauriwa	inaʃauɾiwa
inashirikisha	inaʃiɾikiʃa
inashughulika	inaʃuɣulika
inashuka	inaʃuka
inashutumu	inaʃutumu
inasikitishwa	inasikitiʃwa
inasubiri	inasuɓiɾi
inatazamiwa	inatazamiwa
inatoza	inatoza
inatupa	inatupa
inavyotaka	inavjotaka
inavyotarajiwa	inavjotaɾaʄiwa
inavyozidi	inavjoziɗi
inawalazimu	inawalazimu
inawashutumu	inawaʃutumu
inawatambua	inawatambua
inawezesha	inawezeʃa
inayoashiria	inajoaʃiɾia
inayochangia	inajot͡ʃanɡia
inayochunguza	inajot͡ʃunɡuza
inayoelekea	inajoelekea
inayoeleweka	inajoeleweka
inayoelezwa	inajoelezwa
inayofaa	inajofaa
inayofanana	inajofanana
inayohusiana	inajohusiana
inayohusishwa	inajohusiʃwa
inayojumuisha	inajoʄumuiʃa
inayokadiriwa	inajokaɗiɾiwa
inayokumbwa	inajokumbwa
inayokuwezesha	inajokuwezeʃa
inayomfanya	inajomfaɲa
inayomtegemea	inajomteɠemea
inayopaswa	inajopaswa
inayopelekea	inajopelekea
inayoruhusu	inajoɾuhusu
inayosambaa	inajosambaa
inayoshughulikia	inajoʃuɣulikia
inayosikika	inajosikika
inayotajwa	inajotaʄwa
inayotaka	inajotaka
inayotakiwa	inajotakiwa
inayotambuliwa	inajotambuliwa
inayotengenezwa	inajotenɡenezwa
inayotishia	inajotiʃia
inayotoka	inajotoka
inayowapatia	inajowapatia
inayoweka	inajoweka
inayowezesha	inajowezeʃa
inayozuia	inajozuia
inayozungumzia	inajozunɡumzia
influencers	influenceɾs
ingekuwaje	inɡekuwaʄe
ingeshindikana	inɡeʃindikana
inisaidie	inisaiɗie
injera	inɟeɾa
ipatikane	ipatikane
iseme	iseme
isiendelee	isiendelee
isonge	isonɡe
itaacha	itaat͡ʃa
itaangalia	itaanɡalia
itaangazia	itaanɡazia
itaathiri	itaaθiɾi
itachukuwa	itat͡ʃukuwa
itadumu	itaɗumu
itaendesha	itaendeʃa
itaendeshwa	itaendeʃwa
itafanikiwa	itafanikiwa
itafuata	itafuata
itahitaji	itahitaʄi
itahusisha	itahusiʃa
itaingia	itainɡia
itaisha	itaiʃa
itajaribu	itaʄaɾiɓu
itajibu	itaʄiɓu
itajulikana	itaʄulikana
itakaa	itakaa
itakabiliwa	itakaɓiliwa
itakamilika	itakamilika
itakayochunguza	itakajot͡ʃunɡuza
itakayodumu	itakajoɗumu
itakayojitokeza	itakajoʄitokeza
itakayoongozwa	itakajoonɡozwa
itakayopangwa	itakajopanɡwa
itakayotolewa	itakajotolewa
itakayotumika	itakajotumika
itakuaje	itakuaʄe
itakuwepo	itakuwepo
itamsaidia	itamsaiɗia
itanisaidia	itanisaiɗia
itanunua	itanunua
itaondoka	itaondoka
itaonekana	itaonekana
itapigwa	itapiɠwa
itapunguza	itapunɡuza
itarushwa	itaɾuʃwa
itasababisha	itasaɓaɓiʃa
itashirikiana	itaʃiɾikiana
itashuka	itaʃuka
itatendeka	itatendeka
itatoka	itatoka
itatuma	itatuma
itatupa	itatupa
itauzwa	itauzwa
itawafanya	itawafaɲa
itayumba	itajumba
itoa	itoa
itoshe	itoʃe
itusaidie	itusaiɗie
itutafutie	itutafutie
iwape	iwape
iwatishe	iwatiʃe
iwepo	iwepo
iwezalo	iwezalo
jalala	ʄalala
jamvi	ʄamvi
jando	ʄando
januari	ʄanuaɾi
jekundu	ʄekundu
jembamba	ʄembamba
jepesi	ʄepesi
jingi	ʄinɡi
juni	ʄuni
kaibiwa	kaiɓiwa
kambani	kambani
kamisheni	kamiʃeni
kandokando	kandokando
kanipa	kanipa
kaondoka	kaondoka
kapata	kapata
kapita	kapita
karamu	kaɾamu
karo	kaɾo
karoti	kaɾoti
kasema	kasema
kashindwa	kaʃindwa
katka	katka
katoa	katoa
katulia	katulia
kiakili	kiakili
kiama	kiama
kibalozi	kiɓalozi
kibano	kiɓano
kibaruani	kiɓaɾuani
kibofu	kiɓofu
kibunifu	kiɓunifu
kichifu	kit͡ʃifu
kichokozi	kit͡ʃokozi
kidonge	kiɗonɡe
kifani	kifani
kifaransa	kifaɾansa
kifaru	kifaɾu
kificho	kifit͡ʃo
kifimbo	kifimbo
kifudifudi	kifuɗifuɗi
kifundo	kifundo
kiherehere	kiheɾeheɾe
kiingilio	kiinɡilio
kijacho	kiʄat͡ʃo
kikapata	kikapata
kikawa	kikawa
kikifanya	kikifaɲa
kikitajwa	kikitaʄwa
kikombe	kikombe
kikurdi	kikuɾɗi
kilabu	kilaɓu
kilelezo	kilelezo
kilevi	kilevi
kilichoanza	kilit͡ʃoanza
kilichoharibiwa	kilit͡ʃohaɾiɓiwa
kilichohusisha	kilit͡ʃohusiʃa
kilichoitishwa	kilit͡ʃoitiʃwa
kilichokaa	kilit͡ʃokaa
kilichoketi	kilit͡ʃoketi
kilichomkuta	kilit͡ʃomkuta
kilichopatikana	kilit͡ʃopatikana
kilichosemwa	kilit͡ʃosemwa
kilichoshinda	kilit͡ʃoʃinda
kilichotumika	kilit͡ʃotumika
kilichowasilishwa	kilit͡ʃowasiliʃwa
kilichozungumzwa	kilit͡ʃozunɡumzwa
kilichukua	kilit͡ʃukua
kilijengwa	kiliʄenɡwa
kilimfanya	kilimfaɲa
kilimteua	kilimteua
kilionekana	kilionekana
kilionyesha	kilioɲeʃa
kilipanda	kilipanda
kilipima	kilipima
kilipita	kilipita
kilipuzi	kilipuzi
kilitarajiwa	kilitaɾaʄiwa
kilitoa	kilitoa
kilitumia	kilitumia
kilivyotokea	kilivjotokea
kiliwafanya	kiliwafaɲa
kima	kima
kimagendo	kimaɠendo
kimapinduzi	kimapinduzi
kimasilahi	kimasilahi
kimaudhui	kimauðui
kimauzo	kimauzo
kimbia	kimbia
kimchezo	kimt͡ʃezo
kimeacha	kimeat͡ʃa
kimebadilika	kimeɓaɗilika
kimedokeza	kimeɗokeza
kimeeleza	kimeeleza
kimeharibiwa	kimehaɾiɓiwa
kimeitaka	kimeitaka
kimejaa	kimeʄaa
kimekataa	kimekataa
kimelaani	kimelaani
kimemsimamisha	kimemsimamiʃa
kimeonekana	kimeonekana
kimeongezeka	kimeonɡezeka
kimepelekea	kimepelekea
kimepokea	kimepokea
kimeripoti	kimeɾipoti
kimesababishwa	kimesaɓaɓiʃwa
kimeshika	kimeʃika
kimeshindwa	kimeʃindwa
kimeshuka	kimeʃuka
kimewahi	kimewahi
kimewaita	kimewaita
kimewataka	kimewataka
kimjini	kimʄini
kimo	kimo
kimojawapo	kimoʄawapo
kimtazamo	kimtazamo
kinaanza	kinaanza
kinachodhaniwa	kinat͡ʃoðaniwa
kinachofanya	kinat͡ʃofaɲa
kinachojumuisha	kinat͡ʃoʄumuiʃa
kinachoonyesha	kinat͡ʃooɲeʃa
kinachopatikana	kinat͡ʃopatikana
kinachorushwa	kinat͡ʃoɾuʃwa
kinachowezekana	kinat͡ʃowezekana
kinadai	kinaɗai
kinaeleza	kinaeleza
kinaendeshwa	kinaendeʃwa
kinafikiria	kinafikiɾia
kinafuata	kinafuata
kinafuatilia	kinafuatilia
kinajengwa	kinaʄenɡwa
kinakaribia	kinakaɾiɓia
kinamilikiwa	kinamilikiwa
kinaongozwa	kinaonɡozwa
kinaonyesha	kinaoɲeʃa
kinapatikana	kinapatikana
kinasababisha	kinasaɓaɓiʃa
kindakindaki	kindakindaki
kindezi	kindezi
kingi	kinɡi
kinomanoma	kinomanoma
kipadri	kipaɗɾi
kipalestina	kipalestina
kipapa	kipapa
kipesa	kipesa
kipuuzi	kipuuzi
kiraka	kiɾaka
kisanaa	kisanaa
kisemvule	kisemvule
kisera	kiseɾa
kisichokuwa	kisit͡ʃokuwa
kisichopungua	kisit͡ʃopunɡua
kisisa	kisisa
kisisasa	kisisasa
kisogoni	kisoɠoni
kiswahili	kiswahili
kiswazi	kiswazi
kitaanza	kitaanza
kitabia	kitaɓia
kitafanyika	kitafaɲika
kitafuata	kitafuata
kitakachofuata	kitakat͡ʃofuata
kitakatifu	kitakatifu
kitakwenda	kitakwenda
kitakwimu	kitakwimu
kitanzi	kitanzi
kitaondoka	kitaondoka
kitatengeneza	kitatenɡeneza
kitawekwa	kitawekwa
kitazindua	kitazindua
kitimu	kitimu
kiulaini	kiulaini
kiumri	kiumɾi
kiupelelezi	kiupelelezi
kiutu	kiutu
kiuwezo	kiuwezo
kivingine	kivinɡine
kivipi	kivipi
kizalendo	kizalendo
kizamani	kizamani
kizima	kizima
komeo	komeo
konda	konda
konde	konde
kuachilia	kuat͡ʃilia
kuafikiana	kuafikiana
kuamrisha	kuamɾiʃa
kubambikiwa	kuɓambikiwa
kubandika	kuɓandika
kubanwa	kuɓanwa
kubeza	kuɓeza
kubobea	kuɓoɓea
kubuniwa	kuɓuniwa
kuchagiza	kut͡ʃaɠiza
kuchakaa	kut͡ʃakaa
kuchangamka	kut͡ʃanɡamka
kuchanganua	kut͡ʃanɡanua
kuchanjwa	kut͡ʃanɟwa
kucheleweshwa	kut͡ʃeleweʃwa
kuchepusha	kut͡ʃepuʃa
kuchezesha	kut͡ʃezeʃa
kuchipua	kut͡ʃipua
kuchochewa	kut͡ʃot͡ʃewa
kuchonganisha	kut͡ʃonɡaniʃa
kuchua	kut͡ʃua
kuchunga	kut͡ʃunɡa
kudaka	kuɗaka
kudanga	kuɗanɡa
kudhaminiwa	kuðaminiwa
kudhaniwa	kuðaniwa
kudhibitisha	kuðiɓitiʃa
kudhoofu	kuðoofu
kudhulumu	kuðulumu
kudumaa	kuɗumaa
kudumaza	kuɗumaza
kuelekezwa	kuelekezwa
kuelimishwa	kuelimiʃwa
kufaa	kufaa
kufanana	kufanana
kufarijiana	kufaɾiʄiana
kufidiwa	kufiɗiwa
kufuati	kufuati
kufuga	kufuɠa
kufuja	kufuʄa
kufungamana	kufunɡamana
kufutiwa	kufutiwa
kuganda	kuɠanda
kugusana	kuɠusana
kuhakikishiwa	kuhakikiʃiwa
kuhakiksha	kuhakikʃa
kuhariri	kuhaɾiɾi
kuhodhi	kuhoði
kuiagiza	kuiaɠiza
kuiahidi	kuiahiɗi
kuiandikia	kuiandikia
kuibakisha	kuiɓakiʃa
kuibana	kuiɓana
kuibwaga	kuiɓwaɠa
kuichabanga	kuit͡ʃaɓanɡa
kuichukulia	kuit͡ʃukulia
kuidanganya	kuiɗanɡaɲa
kuidharau	kuiðaɾau
kuidhibiti	kuiðiɓiti
kuiendeleza	kuiendeleza
kuifundisha	kuifundiʃa
kuigawa	kuiɠawa
kuihami	kuihami
kuihusisha	kuihusiʃa
kuijua	kuiʄua
kuikimbia	kuikimbia
kuikomboa	kuikomboa
kuikubali	kuikuɓali
kuikumba	kuikumba
kuikuza	kuikuza
kuimaliza	kuimaliza
kuiokoa	kuiokoa
kuionyesha	kuioɲeʃa
kuipiku	kuipiku
kuipokea	kuipokea
kuisemea	kuisemea
kuishawishi	kuiʃawiʃi
kuishika	kuiʃika
kuishuhudia	kuiʃuhuɗia
kuisuka	kuisuka
kuisusia	kuisusia
kuitafuta	kuitafuta
kuitatua	kuitatua
kuitawala	kuitawala
kuitikia	kuitikia
kuitikisa	kuitikisa
kuitishwa	kuitiʃwa
kuiva	kuiva
kuiwajibisha	kuiwaʄiɓiʃa
kujibishana	kuʄiɓiʃana
kujidhibiti	kuʄiðiɓiti
kujielekeza	kuʄielekeza
kujifunika	kuʄifunika
kujifurahisha	kuʄifuɾahiʃa
kujijenga	kuʄiʄenɡa
kujikuna	kuʄikuna
kujikusanya	kuʄikusaɲa
kujikusanyia	kuʄikusaɲia
kujiletea	kuʄiletea
kujilimbikizia	kuʄilimbikizia
kujimilikisha	kuʄimilikiʃa
kujinufaisha	kuʄinufaiʃa
kujinusuru	kuʄinusuɾu
kujiongeza	kuʄionɡeza
kujirekebisha	kuʄiɾekeɓiʃa
kujitayarisha	kuʄitajaɾiʃa
kujitosheleza	kuʄitoʃeleza
kujitundika	kuʄitundika
kujitwika	kuʄitwika
kujumuishwa	kuʄumuiʃwa
kukaimu	kukaimu
kukanyagwa	kukaɲaɠwa
kukataza	kukataza
kukatishwa	kukatiʃwa
kukatiwa	kukatiwa
kukiacha	kukiat͡ʃa
kukimbiza	kukimbiza
kukinga	kukinɡa
kukipendelea	kukipendelea
kukisema	kukisema
kukitokea	kukitokea
kukitumia	kukitumia
kukitumikia	kukitumikia
kukivusha	kukivuʃa
kukoseshwa	kukoseʃwa
kukufanya	kukufaɲa
kukuita	kukuita
kukumba	kukumba
kukumbusha	kukumbuʃa
kukumbushana	kukumbuʃana
kukunja	kukunɟa
kukuona	kukuona
kukurupuka	kukuɾupuka
kukuuliza	kukuuliza
kukwambia	kukwambia
kukwazwa	kukwazwa
kulaaniwa	kulaaniwa
kulekule	kulekule
kulialia	kulialia
kulianza	kulianza
kulidhibiti	kuliðiɓiti
kulifafanua	kulifafanua
kulijitokeza	kuliʄitokeza
kulikamilisha	kulikamiliʃa
kulileta	kulileta
kulimfanya	kulimfaɲa
kuliombea	kuliombea
kulisahau	kulisahau
kulitenda	kulitenda
kuliuza	kuliuza
kulizungumza	kulizunɡumza
kumakia	kumakia
kumburuza	kumbuɾuza
kumchoka	kumt͡ʃoka
kumdhalilisha	kumðaliliʃa
kumdhihaki	kumðihaki
kumefanyika	kumefaɲika
kumeibuka	kumeiɓuka
kumepelekea	kumepelekea
kumeremeta	kumeɾemeta
kumetajwa	kumetaʄwa
kumfundisha	kumfundiʃa
kumfutia	kumfutia
kumhakikishia	kumhakikiʃia
