flora,flɔra
bzymek,bzɨmɛk
kęsów,kɛw̃suf
pedałować,pɛdawɔvat͡ɕ
ciuła,t͡ɕuwa
najbezczelniej,najbɛst͡ʂɛlɲɛj
bezserdeczny,bɛssɛrdɛt͡ʂnɨ
sylwetką,sɨlvɛtkɔw̃
odmul,ɔdmul
czarnobrewy,t͡ʂarnɔbrɛvɨ
zmniejszyć,zmɲɛjʂɨt͡ɕ
aprowizator,aprɔvizatɔr
utracę,utrat͡sɛ
zdroje,zdrɔjɛ
wschodów,fsxɔduf
wysyłano,vɨsɨwanɔ
nożowi,nɔʐɔvi
archiwizowano,arxivizɔvanɔ
brylantowy,brɨlantɔvɨ
samoa,samɔa
oxfordu,ɔksfɔrdu
ciągnikowy,t͡ɕɔŋɡɲikɔvɨ
pietruszkom,pjɛtruʂkɔm
szydłem,ʂɨdwɛm
linem,linɛm
kurdyjskie,kurdɨjskjɛ
słoniu,swɔɲu
zaśpi,zaɕpi
ekwipować,ɛkfipɔvat͡ɕ
belferka,bɛlfɛrka
soczyściej,sɔt͡ʂɨɕt͡ɕɛj
dehumanizować,dɛxumaɲizɔvat͡ɕ
fachman,faxman
pryszczyca,prɨʂt͡ʂɨt͡sa
rolniczy,rɔlɲit͡ʂɨ
biłby,biwbɨ
obrabiarka,ɔbrabjarka
szamocki,ʂamɔt͡ski
inspektorka,inspɛktɔrka
ośce,ɔɕt͡sɛ
odblokowywać,ɔdblɔkɔvɨvat͡ɕ
przednie,pʂɛdɲɛ
samarkanda,samarkanda
pytam,pɨtam
klitajmestra,klitajmɛstra
judaszowy,judaʂɔvɨ
wykuć,vɨkut͡ɕ
miedziownik,mjɛd͡ʑɔvɲik
nadzbiór,nadzbjur
toster,tɔstɛr
macierzyńskim,mat͡ɕɛʐɨɲskim
przegroda,pʂɛɡrɔda
skop,skɔp
ryżymi,rɨʐɨmi
krynicki,krɨɲit͡ski
niepohamowany,ɲɛpɔxamɔvanɨ
dosalać,dɔsalat͡ɕ
barce,bart͡sɛ
ochlapać,ɔxlapat͡ɕ
bronowicki,brɔnɔvit͡ski
europy,ɛwrɔpɨ
pomoże,pɔmɔʐɛ
najbłyskotliwszy,najbwɨskɔtlifʂɨ
płowdiw,pwɔvdif
wielkim,vjɛlkim
miłe,miwɛ
dinks,diŋks
półpauza,puwpawza
wróżbiarz,vruʐbjaʂ
rozmówczy,rɔzmuft͡ʂɨ
prandzioch,prand͡ʑɔx
tłustej,twustɛj
jeździ,jɛʑd͡ʑi
mądrecki,mɔndrɛt͡ski
orający,ɔrajɔnt͡sɨ
łódeczkom,wudɛt͡ʂkɔm
opisanie,ɔpisaɲɛ
wyrównywać,vɨruvnɨvat͡ɕ
bagażowe,baɡaʐɔvɛ
kalcyfit,kalt͡sɨfit
absenteista,apsɛntɛista
innowierca,innɔvjɛrt͡sa
ślazem,ɕlazɛm
libretto,librɛttɔ
żywe,ʐɨvɛ
rakowicz,rakɔvit͡ʂ
słupie,swupjɛ
zastraszać,zastraʂat͡ɕ
łotrzyk,wɔtʂɨk
odpychanie,ɔtpɨxaɲɛ
miotą,mjɔtɔw̃
ciotkom,t͡ɕɔtkɔm
odkrywałoby,ɔtkrɨvawɔbɨ
alodialny,alɔdjalnɨ
abiotyczny,abjɔtɨt͡ʂnɨ
żygielewicz,ʐɨɡjɛlɛvit͡ʂ
kusym,kusɨm
wytną,vɨtnɔw̃
węgierko,vɛŋɡjɛrkɔ
teledysk,tɛlɛdɨsk
czwojdrak,t͡ʂfɔjdrak
misiąg,miɕɔŋk
synowa,sɨnɔva
ostrzegają,ɔstʂɛɡajɔw̃
prosowicz,prɔsɔvit͡ʂ
francuzkę,frant͡suskɛ
ciżemka,t͡ɕiʐɛmka
worać,vɔrat͡ɕ
przyfruniecie,pʂɨfruɲɛt͡ɕɛ
czytelniczkach,t͡ʂɨtɛlɲit͡ʂkax
kierdel,kjɛrdɛl
nadliczbowy,nadlid͡ʐbɔvɨ
urzędowy,uʐɛndɔvɨ
ropniami,rɔpɲami
umarłe,umarwɛ
wędzony,vɛnd͡zɔnɨ
afatyczki,afatɨt͡ʂki
sonet,sɔnɛt
grzybczyk,ɡʐɨpt͡ʂɨk
szufelka,ʂufɛlka
grodzi,ɡrɔd͡ʑi
leń,lɛɲ
grzebisz,ɡʐɛbiʂ
kwasolubny,kfasɔlubnɨ
twierdzisz,tfjɛrd͡ʑiʂ
gwoździk,ɡvɔʑd͡ʑik
twierdzy,tfjɛrd͡zɨ
najokropniejszy,najɔkrɔpɲɛjʂɨ
daszkiewicz,daʂkjɛvit͡ʂ
wymiotujmy,vɨmjɔtujmɨ
autonomizować,awtɔnɔmizɔvat͡ɕ
pompatycznie,pɔmpatɨt͡ʂɲɛ
typować,tɨpɔvat͡ɕ
podwiązko,pɔdvjɔw̃skɔ
sygmatyzm,sɨɡmatɨzm
zadaniom,zadaɲɔm
bekaj,bɛkaj
wiodąca,vjɔdɔnt͡sa
jechało,jɛxawɔ
postura,pɔstura
amnestionować,amnɛstjɔnɔvat͡ɕ
martwisz,martfiʂ
etiopskich,ɛtjɔpskix
bezskorupowy,bɛsskɔrupɔvɨ
odśpiewać,ɔtɕpjɛvat͡ɕ
placem,plat͡sɛm
rozgrzeszać,rɔzɡʐɛʂat͡ɕ
drylowałaś,drɨlɔvawaɕ
głaszczą,ɡwaʂt͡ʂɔw̃
ubieraliśmy,ubjɛraliɕmɨ
naskakiwać,naskakivat͡ɕ
kurtyna,kurtɨna
frankowy,fraŋkɔvɨ
roztarcie,rɔstart͡ɕɛ
przepraszaj,pʂɛpraʂaj
wartach,vartax
nieprawdziwy,ɲɛpravd͡ʑivɨ
belizeńsku,bɛlizɛɲsku
trzymaliście,tʂɨmaliɕt͡ɕɛ
wnękowicz,vnɛŋkɔvit͡ʂ
leju,lɛju
wiertełko,vjɛrtɛwkɔ
myłam,mɨwam
monopolistach,mɔnɔpɔlistax
amerykańskimi,amɛrɨkaɲskimi
paciuch,pat͡ɕux
zagajny,zaɡajnɨ
filozofio,filɔzɔfjɔ
grill,ɡrɨl
oporny,ɔpɔrnɨ
smakowało,smakɔvawɔ
błotniak,bwɔtɲak
hołubowicz,xɔwubɔvit͡ʂ
bitumowy,bitumɔvɨ
płazami,pwazami
wybuchali,vɨbuxali
wytarganie,vɨtarɡaɲɛ
begoniami,bɛɡɔɲjami
harmonii,xarmɔɲji
absolutywny,apsɔlutɨvnɨ
obrad,ɔbrat
bas,bas
gracz,ɡrat͡ʂ
kładło,kwadwɔ
wytropić,vɨtrɔpit͡ɕ
najmniejszy,nɒjmɲɛjʂɨ
zbigować,zbiɡɔvat͡ɕ
podkopać,pɔtkɔpat͡ɕ
zapiekanka,zapjɛkaŋka
przyuczyć,pʂɨut͡ʂɨt͡ɕ
dokumentacja,dɔkumɛntat͡sja
zakola,zakɔla
spekulant,spɛkulant
toków,tɔkuf
triolet,trjɔlɛt
ulicznica,ulit͡ʂɲit͡sa
publikowałbyś,publikɔvawbɨɕ
ślepień,ɕlɛpjɛɲ
własnym,vwasnɨm
szczawiór,ʂt͡ʂavjur
komarzą,kɔmaʐɔw̃
bawej,bavɛj
otaczałabym,ɔtat͡ʂawabɨm
wlewnik,vlɛvɲik
owadopodobny,ɔvadɔpɔdɔbnɨ
chrapan,xrapan
laicyzacja,lait͡sɨzat͡sja
nadganiać,nadɡaɲat͡ɕ
drugoplanowo,druɡɔplanɔvɔ
chociej,xɔt͡ɕɛj
tułało,tuwawɔ
drogi,drɔɡi
samorealizacja,samɔrɛalizat͡sja
nadejdziemy,nadɛjd͡ʑɛmɨ
alpaga,alpaɡa
pełnoletnie,pɛwnɔlɛtɲɛ
zjeść,zjɛɕt͡ɕ
najabsurdalniejszemu,najapsurdalɲɛjʂɛmu
bariatra,barjatra
dolach,dɔlax
drakę,drakɛ
frambezja,frambɛzja
tandetny,tandɛtnɨ
kibicująca,kibit͡sujɔnt͡sa
pilipiec,pilipjɛt͡s
kulturystkach,kulturɨstkax
porządek,pɔʐɔndɛk
lichego,lixɛɡɔ
aptekarskiej,aptɛkarskjɛj
schyłkowiec,sxɨwkɔvjɛt͡s
irakijka,irakijka
skończą,skɔɲt͡ʂɔw̃
ściągałby,ɕt͡ɕɔŋɡawbɨ
tunezyjscy,tunɛzɨjst͡sɨ
samar,samar
salach,salax
głowotułów,ɡwɔvɔtuwuf
cedować,t͡sɛdɔvat͡ɕ
syndrom,sɨndrɔm
zrzynać,zʐɨnat͡ɕ
rwandyjscy,rvandɨjst͡sɨ
absorbowaniu,apsɔrbɔvaɲu
perfumeriom,pɛrfumɛrjɔm
azerski,azɛrski
korozjach,kɔrɔzjax
żabimi,ʐabimi
tulę,tulɛ
bezdech,bɛzdɛx
fizykom,fizɨkɔm
kosztowałem,kɔʂtɔvawɛm
podejrzewająca,pɔdɛjʐɛvajɔnt͡sa
tonik,tɔɲik
formułowało,fɔrmuwɔvawɔ
złobą,zwɔbɔw̃
udogodnić,udɔɡɔdɲit͡ɕ
malowałabyś,malɔvawabɨɕ
konsekwencjami,kɔnsɛkfɛnt͡sjami
wuce,vut͡sɛ
analityka,analitɨka
dotacja,dɔtat͡sja
nostalgia,nɔstalɡja
wielobok,vjɛlɔbɔk
radioodbiornik,radjɔɔdbjɔrɲik
milknąć,milknɔɲt͡ɕ
kropka,krɔpka
ascendentalny,ast͡sɛndɛntalnɨ
karkoszka,karkɔʂka
kaszą,kaʂɔw̃
zdolniejszego,zdɔlɲɛjʂɛɡɔ
znalezionym,znalɛʑɔnɨm
autolizowalibyśmy,awtɔlizɔvalibɨɕmɨ
nożyczki,nɔʐɨt͡ʂki
arena,arɛna
amfiboliczny,amfibɔlit͡ʂnɨ
packach,pat͡skax
gzy,ɡzɨ
wskaźnik,fskaʑɲik
pontyfikał,pɔntɨfikaw
ulubionego,ulubjɔnɛɡɔ
wygotowywać,vɨɡɔtɔvɨvat͡ɕ
bezczeszczeniach,bɛst͡ʂɛʂt͡ʂɛɲax
dyktator,dɨktatɔr
drobnoziarnisty,drɔbnɔʑarɲistɨ
skreślanie,skrɛɕlaɲɛ
kożdy,kɔʐdɨ
rachunki,raxuŋki
szczotkę,ʂt͡ʂɔtkɛ
spiżarnia,spiʐarɲa
jąłem,jɔwɛm
kuniec,kuɲɛt͡s
gałęziami,ɡawɛɲʑami
tradycjonalizować,tradɨt͡sjɔnalizɔvat͡ɕ
hedonizm,xɛdɔɲizm
zegarynka,zɛɡarɨŋka
glif,ɡlif
jaguś,jaɡuɕ
puszkujący,puʂkujɔnt͡sɨ
kożuch,kɔʐux
świercz,ɕfjɛrt͡ʂ
wspierała,fspjɛrawa
łatkiewicz,watkjɛvit͡ʂ
użyszkodnik,uʐɨʂkɔdɲik
sotyjczyk,sɔtɨjt͡ʂɨk
szustak,ʂustak
ruchom,ruxɔm
nocku,nɔt͡sku
stochastyczny,stɔxastɨt͡ʂnɨ
skrzydłówką,skʂɨdwufkɔw̃
prószą,pruʂɔw̃
uronić,urɔɲit͡ɕ
kichnięcie,kixɲɛɲt͡ɕɛ
sprzedaliście,spʂɛdaliɕt͡ɕɛ
szydłowska,ʂɨdwɔfska
zakalec,zakalɛt͡s
strogonow,strɔɡɔnɔf
zalicytować,zalit͡sɨtɔvat͡ɕ
strzeże,stʂɛʐɛ
głoska,ɡwɔska
drzewica,dʐɛvit͡sa
pewniak,pɛvɲak
energiczny,ɛnɛrɡit͡ʂnɨ
uczy,ut͡ʂɨ
różański,ruʐaɲski
leżą,lɛʐɔw̃
zawierałyby,zavjɛrawɨbɨ
nietolerancja,ɲɛtɔlɛrant͡sja
zaćmienia,zat͡ɕmjɛɲa
puszeczka,puʂɛt͡ʂka
krawędziach,kravɛɲd͡ʑax
kukaj,kukaj
najadekwatniejszych,najadɛkfatɲɛjʂɨx
białawych,bjawavɨx
gniecenie,ɡɲɛt͡sɛɲɛ
tajlandzku,tajlant͡sku
fetlińska,fɛtliɲska
wybierałyście,vɨbjɛrawɨɕt͡ɕɛ
kalwiński,kalviɲski
rezerwujcie,rɛzɛrvujt͡ɕɛ
rżnij,rʐɲij
sztag,ʂtak
boi,bɔi
kurwę,kurvɛ
puławy,puwavɨ
jadowity,jadɔvitɨ
audytoryjny,awdɨtɔrɨjnɨ
koncewicz,kɔnt͡sɛvit͡ʂ
olimpijskimi,ɔlimpijskimi
stetryczeć,stɛtrɨt͡ʂɛt͡ɕ
podkład,pɔtkɫɒt
nów,nof
cienią,t͡ɕɛɲɔw̃
mazanina,mazaɲina
wdowim,vdɔvim
fumarola,fumarɔla
rezerwowaliśmy,rɛzɛrvɔvaliɕmɨ
poradę,pɔradɛ
rypać,rɨpat͡ɕ
krew,krɛf
przeżuwać,pʂɛʐuvat͡ɕ
trójko,trujkɔ
wrąb,vrɔmp
miziński,miʑiɲski
zwizytować,zvizɨtɔvat͡ɕ
wypowiadać,vɨpɔvjadat͡ɕ
ruchliwy,ruxlivɨ
zapłakany,zapwakanɨ
ogniskować,ɔɡɲiskɔvat͡ɕ
urwą,urvɔw̃
rybek,rɨbɛk
kanadyjski,kanadɨjski
słuchawek,swuxavɛk
kredko,krɛtkɔ
kuliście,kuliɕt͡ɕɛ
aneuryna,anɛwrɨna
trawię,travjɛ
świstawka,ɕfistafka
zakłopotany,zakwɔpɔtanɨ
nawal,naval
kąska,kɔw̃ska
ażurowy,aʐurɔvɨ
przały,pʂawɨ
poderwą,pɔdɛrvɔw̃
brzydzić,bʐɨd͡ʑit͡ɕ
niewierząca,ɲɛvjɛʐɔnt͡sa
pokrywałam,pɔkrɨvawam
flis,flis
sitny,ɕitnɨ
opiekać,ɔpjɛkat͡ɕ
adiutancki,adjutant͡ski
legęć,lɛɡɛɲt͡ɕ
kierunku,kjɛruŋku
aroniowy,arɔɲjɔvɨ
tarom,tarɔm
wyzwać,vɨzvat͡ɕ
wok,vɔk
memorka,mɛmɔrka
gigantycznie,ɡiɡantɨt͡ʂɲɛ
rzepa,ʐɛpa
upokarzało,upɔkaʐawɔ
archiwalnych,arxivalnɨx
dalekowzroczny,dalɛkɔvzrɔt͡ʂnɨ
zeszłej,zɛʂwɛj
piętnasty,pjɛtnastɨ
wyszarpywać,vɨʂarpɨvat͡ɕ
rzygaliby,ʐɨɡalibɨ
ratajczak,ratajt͡ʂak
zaplanować,zaplanɔvat͡ɕ
figurowa,fiɡurɔva
bardu,bardu
pustych,pustɨx
bluzeczki,bluzɛt͡ʂki
antymetabola,antɨmɛtabɔla
nienagannie,ɲɛnaɡanɲɛ
pląsy,plɔw̃sɨ
republik,rɛpublik
zaprzątać,zapʂɔntat͡ɕ
szczerbiak,ʂt͡ʂɛrbjak
dysonans,dɨsɔnans
zaabonowano,zaabɔnɔvanɔ
pląsają,plɔw̃sajɔw̃
zwyciężała,zvɨt͡ɕɛw̃ʐawa
upokarzający,upɔkaʐajɔnt͡sɨ
smakowaliśmy,smakɔvaliɕmɨ
spolszczenie,spɔlʂt͡ʂɛɲɛ
mieśce,mjɛɕt͡sɛ
dosala,dɔsala
diagnozowaliśmy,djaɡnɔzɔvaliɕmɨ
peleryna,pɛlɛrɨna
raczyński,rat͡ʂɨɲski
weta,vɛta
kastracja,kastrat͡sja
mizerio,mizɛrjɔ
osóbka,ɔsupka
skatalizować,skatalizɔvat͡ɕ
wycisnąć,vɨt͡ɕisnɔɲt͡ɕ
monarszy,mɔnarʂɨ
bita,bita
głaszczecie,ɡwaʂt͡ʂɛt͡ɕɛ
zwykłych,zvɨkwɨx
darowanie,darɔvaɲɛ
morduj,mɔrduj
mieść,mjɛɕt͡ɕ
skolioza,skɔljɔza
rośna,rɔɕna
setom,sɛtɔm
absorpcyjności,apsɔrpt͡sɨjnɔɕt͡ɕi
honownica,xɔnɔvɲit͡sa
histeryk,xistɛrɨk
gnojem,ɡnɔjɛm
mierzwa,mjɛʐva
pinakiel,pinakjɛl
wrzący,vʐɔnt͡sɨ
krokodylej,krɔkɔdɨlɛj
harfista,xarfista
mocny,mɔt͡snɨ
besztanie,bɛʂtaɲɛ
piętnaścioro,pjɛtnaɕt͡ɕɔrɔ
rzeki,ʐɛki
sójce,sujt͡sɛ
uchodzić,uxɔd͡ʑit͡ɕ
ucisnąć,ut͡ɕisnɔɲt͡ɕ
luterański,lutɛraɲski
zniekształcenie,zɲɛkʂtawt͡sɛɲɛ
tropu,trɔpu
pędzior,pɛɲd͡ʑɔr
oczyszczony,ɔt͡ʂɨʂt͡ʂɔnɨ
pięcioletni,pjɛɲt͡ɕɔlɛtɲi
stworzeń,stfɔʐɛɲ
ciężkawy,t͡ɕɛw̃ʂkavɨ
cielęta,t͡ɕɛlɛnta
dziewuszysko,d͡ʑɛvuʂɨskɔ
okołowicz,ɔkɔwɔvit͡ʂ
mianom,mjanɔm
dezoksyrybonukleinowy,dɛzɔksɨrɨbɔnuklɛinɔvɨ
ambitny,ambitnɨ
goleni,ɡɔlɛɲi
wierus,vjɛrus
arytmetyka,arɨtmɛtɨka
jednoczesny,jɛdnɔt͡ʂɛsnɨ
datek,datɛk
wzmóc,vzmut͡s
ulotką,ulɔtkɔw̃
grenlandzkie,ɡrɛnlant͡skjɛ
proroctwo,prɔrɔt͡stfɔ
impulsywnie,impulsɨvɲɛ
maryla,marɨla
zwabienie,zvabjɛɲɛ
tao,taɔ
postarzałybyśmy,pɔstaʐawɨbɨɕmɨ
mięsom,mjɛw̃sɔm
zmoknięcie,zmɔkɲɛɲt͡ɕɛ
doiłby,dɔiwbɨ
archa,arxa
błyszczka,bwɨʂt͡ʂka
wikarówka,vikarufka
marnującą,marnujɔnt͡sɔw̃
spekulować,spɛkulɔvat͡ɕ
pomościk,pɔmɔɕt͡ɕik
poleskiemu,pɔlɛskjɛmu
akuszerski,akuʂɛrski
irakijkę,irakijkɛ
stachoń,staxɔɲ
kolcu,kɔlt͡su
płacheta,pwaxɛta
włochy,vwɔxɨ
brodu,brɔdu
jaworznickim,javɔʐɲit͡skim
zwinnik,zvinɲik
beztłuszczowy,bɛstwuʂt͡ʂɔvɨ
nadzorować,nadzɔrɔvat͡ɕ
łyskami,wɨskami
kradzenie,krad͡zɛɲɛ
kastingowy,kastiŋɡɔvɨ
złośliwą,zwɔɕlivɔw̃
różniczkować,ruʐɲit͡ʂkɔvat͡ɕ
podawać,pɔdavat͡ɕ
świstaczy,ɕfistat͡ʂɨ
przydacz,pʂɨdat͡ʂ
skonsolidować,skɔnsɔlidɔvat͡ɕ
brytan,brɨtan
odda,ɔdda
lękami,lɛŋkami
zdradź,zdrat͡ɕ
chrzcisz,xʂt͡ɕiʂ
nieś,ɲɛɕ
mienić,mjɛɲit͡ɕ
epsilon,ɛpsilɔn
cietrzewiom,t͡ɕɛtʂɛvjɔm
represjonować,rɛprɛsjɔnɔvat͡ɕ
otaczałybyście,ɔtat͡ʂawɨbɨɕt͡ɕɛ
instynkt,instɨŋkt
skazaną,skazanɔw̃
kadisz,kadiʂ
uformować,ufɔrmɔvat͡ɕ
kwak,kfak
trwożliwy,trfɔʐlivɨ
umiar,umjar
algebraicznie,alɡɛbrait͡ʂɲɛ
zawrzykraj,zavʐɨkraj
ignorowalibyście,iɡnɔrɔvalibɨɕt͡ɕɛ
parkowałyście,parkɔvawɨɕt͡ɕɛ
paplanina,paplaɲina
sunęli,sunɛli
rebeka,rɛbɛka
przesadzałybyśmy,pʂɛsad͡zawɨbɨɕmɨ
popłatnie,pɔpwatɲɛ
pijanica,pijaɲit͡sa
doustny,dɔustnɨ
podplemię,pɔtplɛmjɛ
wyjechał,vɨjɛxaw
nietakt,ɲɛtakt
zrozumiałeś,zrɔzumjawɛɕ
najdalszego,najdalʂɛɡɔ
eksklamacja,ɛksklamat͡sja
kaszanko,kaʂaŋkɔ
kaukaskiemu,kawkaskjɛmu
groteskowy,ɡrɔtɛskɔvɨ
tyram,tɨram
staniszkis,staɲiʂkis
podrywałaby,pɔdrɨvawabɨ
szerzenie,ʂɛʐɛɲɛ
czołgistka,t͡ʂɔwɡistka
danym,danɨm
ekspozycja,ɛkspɔzɨt͡sja
rozrzutność,rɔzʐutnɔɕt͡ɕ
okoniach,ɔkɔɲax
pilota,pilɔta
barbarzyński,barbaʐɨɲski
bernardyn,bɛrnardɨn
charków,xarkuf
nędznymi,nɛnd͡znɨmi
pikolo,pikɔlɔ
gregorkiewicz,ɡrɛɡɔrkjɛvit͡ʂ
spauperyzować,spawpɛrɨzɔvat͡ɕ
skopiec,skɔpjɛt͡s
macocha,mat͡sɔxa
wagadugu,waɡaduɡu
kablówce,kabluft͡sɛ
motyl,mɔtɨl
baraszkiewicz,baraʂkjɛvit͡ʂ
wystarczałby,vɨstart͡ʂawbɨ
kucharczak,kuxart͡ʂak
wąsala,vɔw̃sala
podziwiający,pɔd͡ʑivjajɔnt͡sɨ
odkładnie,ɔtkwadɲɛ
truskawek,truskavɛk
gotujący,ɡɔtujɔnt͡sɨ
żartowałabyś,ʐartɔvawabɨɕ
łaje,wajɛ
kołcon,kɔwt͡sɔn
chamera,xamɛra
spłaca,spwat͡sa
ośmielanie,ɔɕmjɛlaɲɛ
sennowłóctwo,sɛnnɔvwut͡stfɔ
zoły,zɔwɨ
motacie,mɔtat͡ɕɛ
południowe,pɔwudɲɔvɛ
żarłeś,ʐarwɛɕ
uleźć,ulɛɕt͡ɕ
rezerwat,rɛzɛrvat
nerwacja,nɛrvat͡sja
badania,badaɲa
kostium,kɔstjum
karuk,karuk
śtyry,ɕtɨrɨ
lustracja,lustrat͡sja
napełnić,napɛwɲit͡ɕ
żegnano,ʐɛɡnanɔ
zdradzaliście,zdrad͡zaliɕt͡ɕɛ
zapięły,zapjɛwɨ
kurteczkę,kurtɛt͡ʂkɛ
byłym,bɨwɨm
okropniej,ɔkrɔpɲɛj
dualny,dualnɨ
zarucham,zaruxam
strzałkami,stʂawkami
płomykówkę,pwɔmɨkufkɛ
rozstrzelanie,rɔsstʂɛlaɲɛ
odchowywać,ɔtxɔvɨvat͡ɕ
zderzać,zdɛʐat͡ɕ
nadstop,natstɔp
natuli,natuli
abonament,abɔnamɛnt
amulet,amulɛt
lachą,laxɔw̃
turkmeński,turkmɛɲski
laboratorium,labɔratɔrjum
rowami,rɔvami
zostałam,zɔstawam
żuchowicz,ʐuxɔvit͡ʂ
chruszczyk,xruʂt͡ʂɨk
gatunek,ɡatunɛk
numidia,numidja
ładowarka,wadɔvarka
rozmaite,rɔzmaitɛ
klady,kladɨ
drobniusieńki,drɔbɲuɕɛɲki
samolewicz,samɔlɛvit͡ʂ
zatrę,zatrɛ
poleć,pɔlɛt͡ɕ
wac,vat͡s
małajowicz,mawajɔvit͡ʂ
szczepionko,ʂt͡ʂɛpjɔŋkɔ
kolekcjonował,kɔlɛkt͡sjɔnɔvaw
manilek,maɲilɛk
dłutem,dwutɛm
celować,t͡sɛlɔvat͡ɕ
zadniej,zadɲɛj
pitkiewicz,pitkjɛvit͡ʂ
atole,atɔlɛ
ćmy,t͡ɕmɨ
ośmiokroć,ɔɕmjɔkrɔt͡ɕ
fraternizacjach,fratɛrɲizat͡sjax
obcałowywać,ɔpt͡sawɔvɨvat͡ɕ
wianek,vjanɛk
przekwitałybyście,pʂɛkfitawɨbɨɕt͡ɕɛ
kaczora,kat͡ʂɔra
musiałowicz,muɕawɔvit͡ʂ
kaszel,kaʂɛl
praindoeuropejskie,praindɔɛwrɔpɛjskjɛ
regionem,rɛɡjɔnɛm
nadobne,nadɔbnɛ
postępowanie,pɔstɛmpɔvaɲɛ
denerwowałbyś,dɛnɛrvɔvawbɨɕ
krewniak,krɛvɲak
rogacizna,rɔɡat͡ɕizna
impakt,impakt
ruchowy,ruxɔvɨ
afgance,avɡant͡sɛ
pachniewicz,paxɲɛvit͡ʂ
opiekun,ɔpjɛkun
modeł,mɔdɛw
rekrut,rɛkrut
wiskać,viskat͡ɕ
bało,bawɔ
myc,mɨt͡s
organizowałyby,ɔrɡaɲizɔvawɨbɨ
chadzanie,xad͡zaɲɛ
wybierający,vɨbjɛrajɔnt͡sɨ
paczulka,pat͡ʂulka
betatron,bɛtatrɔn
ścięło,ɕt͡ɕɛwɔ
niewęgłowski,ɲɛvɛŋɡwɔfski
zacnymi,zat͡snɨmi
mieszczanka,mjɛʂt͡ʂaŋka
obli,ɔbli
literaturą,litɛraturɔw̃
odrabianie,ɔdrabjaɲɛ
ambitniejszy,ambitɲɛjʂɨ
gaus,ɡaws
goral,ɡɔral
kubaś,kubaɕ
dworków,dvɔrkuf
pręgi,prɛŋɡi
przegrać,pʂɛɡrat͡ɕ
dworować,dvɔrɔvat͡ɕ
birofilia,birɔfilja
impotencyj,impɔtɛnt͡sɨj
odszczepieniec,ɔtʂt͡ʂɛpjɛɲɛt͡s
lipecka,lipɛt͡ska
informatorka,infɔrmatɔrka
batolitowy,batɔlitɔvɨ
kostnica,kɔstɲit͡sa
przenoszony,pʂɛnɔʂɔnɨ
abstrakcyjnie,apstrakt͡sɨjɲɛ
lawach,lavax
suduł,suduw
czekałaby,t͡ʂɛkawabɨ
sabotowałeś,sabɔtɔvawɛɕ
modły,mɔdwɨ
małżów,mawʐuf
traciły,trat͡ɕiwɨ
zryw,zrɨf
wicie,vit͡ɕɛ
olszóweczka,ɔlʂuvɛt͡ʂka
chińczyk,xiɲt͡ʂɨk
niecny,ɲɛt͡snɨ
ignorowałaby,iɡnɔrɔvawabɨ
garze,ɡaʐɛ
szyfrowałem,ʂɨfrɔvawɛm
naprzemianległy,napʂɛmjanlɛɡwɨ
okami,ɔkami
skrzydeł,skʂɨdɛw
bombaj,bɔmbaj
czeczeńsku,t͡ʂɛt͡ʂɛɲsku
pstrykać,pstrɨkat͡ɕ
zapowiedz,zapɔvjɛt͡s
szczędzina,ʂt͡ʂɛɲd͡ʑina
wstręt,fstrɛnt
mysłek,mɨswɛk
pienny,pjɛnnɨ
pajęczyca,pajɛnt͡ʂɨt͡sa
prasa,prasa
pamiętałaby,pamjɛntawabɨ
gwiźdź,ɡviɕt͡ɕ
pytamy,pɨtamɨ
abakusach,abakusax
czerwonka,t͡ʂɛrvɔŋka
indoeuropeistyka,indɔɛwrɔpɛistɨka
definiować,dɛfiɲɔvat͡ɕ
przetarg,pʂɛtark
poleskim,pɔlɛskim
eksportowałaby,ɛkspɔrtɔvawabɨ
lunetowy,lunɛtɔvɨ
znieruchomiały,zɲɛruxɔmjawɨ
topik,tɔpik
snąca,snɔnt͡sa
czeczen,t͡ʂɛt͡ʂɛn
tlało,tlawɔ
pornografowi,pɔrnɔɡrafɔvi
skroni,skrɔɲi
budowali,budɔvali
czajka,t͡ʂajka
kruszej,kruʂɛj
antonowicz,antɔnɔvit͡ʂ
wynalezienie,vɨnalɛʑɛɲɛ
kwiczała,kfit͡ʂawa
doliwa,dɔliva
pantery,pantɛrɨ
pyrtek,pɨrtɛk
babina,babina
gniecie,ɡɲɛt͡ɕɛ
antraknoza,antraknɔza
skrzypaczek,skʂɨpat͡ʂɛk
uszom,uʂɔm
bezwartościowy,bɛzvartɔɕt͡ɕɔvɨ
dworek,dvɔrɛk
foliować,fɔljɔvat͡ɕ
organista,ɔrɡaɲista
eunuch,ɛwnux
zabierasz,zabjɛraʂ
zielenieć,ʑɛlɛɲɛt͡ɕ
prosięcia,prɔɕɛɲt͡ɕa
akademij,akadɛmij
plutonowy,plutɔnɔvɨ
wędołowski,vɛndɔwɔfski
wizy,vizɨ
jedyne,jɛdɨnɛ
interwałowy,intɛrvawɔvɨ
dyś,dɨɕ
urywać,urɨvat͡ɕ
ziębich,ʑɛmbix
głusi,ɡwuɕi
ratowaliśmy,ratɔvaliɕmɨ
kupowałeś,kupɔvawɛɕ
bilard,bilart
dwunasty,dvunastɨ
bajeczka,bajɛt͡ʂka
irakijki,irakijki
retor,rɛtɔr
