くろかみ,kɯ̟ᵝɾo̞ka̠mʲi
うなだれる,ɯ̟ᵝna̠da̠ɾe̞ɾɯ̟ᵝ
あばらや,a̠ba̠ɾa̠ja̠
きっきん,kʲik̚ʲkʲĩɴ
がいじ,ɡa̠iʑi
がんきゅうきん,ɡã̠ŋʲkʲɨᵝːkʲĩɴ
きゅうさい,kʲɨᵝːsa̠i
いやがる,ija̠ɡa̠ɾɯ̟ᵝ
しれいかん,ɕiɾe̞ːkã̠ɴ
いはん,ihã̠ɴ
じょうざい,d͡ʑo̞ːza̠i
かくげん,ka̠kɯ̟ᵝɡẽ̞ɴ
かたじけない,ka̠ta̠ʑike̞na̠i
ちょうほう,t͡ɕo̞ːho̞ː
いろえ,iɾo̞e̞
いっそう,isːo̞ɯ̟ᵝ
じゅうだん,d͡ʑɨᵝːdã̠ɴ
きか,kʲika̠
かんれいしゃ,kã̠nɾe̞ːɕa̠
きんじがね,kʲĩɲ̟d͡ʑiɡa̠ne̞
うわん,ɯ̟ᵝɰᵝã̠ɴ
かけもの,ka̠ke̞mo̞no̞
きょうせい,kʲo̞ːse̞ː
きづく,kʲizɨᵝkɯ̟ᵝ
こうけい,ko̞ːke̞ː
おおもと,o̞ːmo̞to̞
しいんじ,ɕiĩɲ̟d͡ʑi
いが,iɡa̠
いろづける,iɾo̞zɨᵝke̞ɾɯ̟ᵝ
きょか,kʲo̞ka̠
ごうべんがいしゃ,ɡo̞ːbẽ̞ŋɡa̠iɕa̠
じゅうもう,d͡ʑɨᵝːmo̞ː
じょまく,d͡ʑo̞ma̠kɯ̟ᵝ
おりひめ,o̞ɾʲiçime̞
かぎ,ka̠ɡʲi
うちぜい,ɯ̟ᵝt͡ɕize̞ː
かくご,ka̠kɯ̟ᵝɡo̞
あめつづき,a̠me̞t͡sɯᵝd͡zɯᵝki
しせつ,ɕise̞t͡sɨᵝ
おじいちゃん,o̞ʑiːt͡ɕã̠ɴ
いぜん,izẽ̞ɴ
さなだむし,sa̠na̠da̠mɯ̟ᵝɕi
じょちょう,d͡ʑo̞t͡ɕo̞ː
しこうせい,ɕi̥ko̞ːse̞ː
さやいんげん,sa̠ja̠ĩŋɡẽ̞ɴ
しばつじ,ɕiba̠t͡sɨᵝʑi
さいねつ,sa̠ine̞t͡sɨᵝ
じゅしんにん,d͡ʑɨᵝɕĩɲ̟ɲ̟ĩɴ
しゅっこう,ɕɨᵝk̚ko̞ː
あきびん,a̠kʲibʲĩɴ
かいちゅう,ka̠it͡ɕɨᵝː
おしいれ,o̞ɕiiɾe̞
じっこう,d͡ʑik̚ko̞ː
しょうがい,ɕo̞ːɡa̠i
じょうらく,d͡ʑo̞ːɾa̠kɯ̟ᵝ
かじょう,ka̠ʑo̞ː
いき,ikʲi
このましい,ko̞no̞ma̠ɕiː
かいとう,ka̠ito̞ː
かん,kã̠ɴ
しょねん,ɕo̞nẽ̞ɴ
おべっか,o̞be̞k̚ka̠
えんしょく,ẽ̞ɰ̃ɕo̞kɯ̟ᵝ
あまい,a̠ma̠i
あだん,a̠dã̠ɴ
たそがれ,ta̠so̞ɡa̠ɾe̞
きょくたん,kʲo̞kɯ̟̊ᵝtã̠ɴ
がいきょう,ɡa̠ikʲo̞ː
いんがかんけい,ĩŋɡa̠kã̠ŋke̞ː
あさもや,a̠sa̠mo̞ja̠
あくどい,a̠kɯ̟ᵝdo̞i
こうこつぶん,ko̞ːko̞t͡sɨᵝbɯ̟̃ᵝɴ
がば,ɡa̠ba̠
しょする,ɕo̞sɨᵝɾɯ̟ᵝ
しめす,ɕime̞sɨᵝ
さいきん,sa̠ikʲĩɴ
こう,ko̞ː
こくじ,ko̞kɯ̟ᵝʑi
きょしょ,kʲo̞ɕo̞
かどう,ka̠do̞ː
きえさる,kʲie̞sa̠ɾɯ̟ᵝ
ききゅう,kʲikʲɨᵝː
こうにん,ko̞ːɲ̟ĩɴ
しぬ,ɕinɯ̟ᵝ
おどける,o̞do̞ke̞ɾɯ̟ᵝ
さんごう,sã̠ŋɡo̞ː
かじゅ,ka̠ʑɨᵝ
しぼりじる,ɕibo̞ɾʲiʑiɾɯ̟ᵝ
こうこん,ko̞ːkõ̞ɴ
き,kʲi
かんよ,kã̠ɰ̃jo̞
こうおつへいてい,ko̞ːo̞t͡sɨᵝhe̞ːte̞ː
こどおじ,ko̞do̞o̞ʑi
こううつざい,ko̞ːɯ̟ᵝt͡sɨᵝza̠i
ごきんじょさん,ɡo̞kʲĩɲ̟d͡ʑo̞sã̠ɴ
いんしん,ĩɰ̃ɕĩɴ
しみ,ɕimʲi
おもねる,o̞mo̞ne̞ɾɯ̟ᵝ
しょうよ,ɕo̞ːjo̞
ぎちょう,ɡʲit͡ɕo̞ː
しゃこうてき,ɕa̠ko̞ːte̞kʲi
しんたいてき,ɕĩnta̠ite̞kʲi
しゅうは,ɕɨᵝːha̠
きせい,kʲi̥se̞ː
さいひょう,sa̠iço̞ː
ししざ,ɕi̥ɕiza̠
けども,ke̞do̞mo̞
ごろ,ɡo̞ɾo̞
いざよう,iza̠jo̞ɯ̟ᵝ
ききん,kʲikʲĩɴ
ろうする,ka̠na̠t͡sɨ̃ᵝmbo̞
やく,ja̠kɯ̟ᵝ
えんじゅく,ẽ̞ɲ̟d͡ʑɨᵝkɯ̟ᵝ
ぎ,ɡʲi
いこう,iko̞ː
かたりべ,ka̠ta̠ɾʲibe̞
えきちゅう,e̞kʲi̥t͡ɕɨᵝː
くびったけ,kɯ̟ᵝbʲit̚ta̠ke̞
かけことば,ka̠ke̞ko̞to̞ba̠
うずく,ɯ̟ᵝzɨᵝkɯ̟ᵝ
いえでにん,ie̞de̞ɲ̟ĩɴ
しゅくじつ,ɕɨᵝkɯ̟ᵝʑit͡sɨᵝ
この,ko̞no̞
さいせっけい,sa̠ise̞k̚ke̞ː
くるまよい,kɯ̟ᵝɾɯ̟ᵝma̠jo̞i
きゅうじょう,kʲɨᵝːʑo̞ː
しちめんちょう,ɕi̥t͡ɕimẽ̞ɲ̟t͡ɕo̞ː
じじつ,d͡ʑiʑit͡sɨᵝ
しちょう,ɕit͡ɕo̞ː
いいのこす,iino̞ko̞sɨᵝ
こがらす,ko̞ɡa̠ɾa̠sɨᵝ
かみがやつり,ka̠mʲiɡa̠ja̠t͡sɨᵝɾʲi
あてな,a̠te̞na̠
が,ɡa̠
こうろ,ko̞ːɾo̞
あまかわ,a̠ma̠ka̠ɰᵝa̠
かねめ,ka̠ne̞me̞
しょしゅ,ɕo̞ɕɨᵝ
ありゅう,a̠ɾʲɨᵝː
かんでん,kã̠ndẽ̞ɴ
しろちょう,ɕiɾo̞t͡ɕo̞ː
こにわ,ko̞ɲ̟iɰᵝa̠
げいのう,ɡe̞ːno̞ː
くう,kɯ̟ᵝː
せんりゅう,sẽ̞nɾʲɨᵝː
きゅうじゅうに,kʲɨᵝːʑɨᵝːɲ̟i
ごうよく,ɡo̞ːjo̞kɯ̟ᵝ
しょうしつ,ɕo̞ːɕit͡sɨᵝ
こころづもり,ko̞ko̞ɾo̞zɨᵝmo̞ɾʲi
あいご,a̠iɡo̞
うさぎうま,ɯ̟ᵝsa̠ɡʲiɯ̟ᵝma̠
しいくいん,ɕiikɯ̟ᵝĩɴ
かんじ,kã̠ɲ̟d͡ʑi
じゆうじざい,d͡ʑijɯ̟ᵝːʑiza̠i
あんざん,ã̠nd͡zã̠ɴ
いぜん,izẽ̞ɴ
かどう,ka̠do̞ː
おりあう,o̞ɾʲia̠ɯ̟ᵝ
えいじ,e̞ːʑi
こそばゆい,ko̞so̞ba̠jɯ̟ᵝi
かいとう,ka̠ito̞ː
しゅうきょく,ɕɨᵝːkʲo̞kɯ̟ᵝ
かたい,ka̠ta̠i
やもり,ja̠mo̞ɾʲi
こうふ,ko̞ːɸɯ̟ᵝ
おっくう,o̞k̚kɯ̟ᵝː
しょう,ɕo̞ː
じゅうにぶん,d͡ʑɨᵝːɲ̟ibɯ̟̃ᵝɴ
きゃしゃ,kʲa̠ɕa̠
しんしゅう,ɕĩɰ̃ɕɨᵝː
くるめ,kɯ̟ᵝɾɯ̟ᵝme̞
くらまやま,kɯ̟ᵝɾa̠ma̠ja̠ma̠
かみかくし,ka̠mʲika̠kɯ̟̊ᵝɕi
おかあさん,o̞ka̠ːsã̠ɴ
おもさ,o̞mo̞sa̠
おさらい,o̞sa̠ɾa̠i
ききんぞく,kʲi̥kʲĩnd͡zo̞kɯ̟ᵝ
かいちょう,ka̠it͡ɕo̞ː
かえりち,ka̠e̞ɾʲit͡ɕi
しょうこうぐん,ɕo̞ːko̞ːɡɯ̟̃ᵝɴ
いんいつ,ĩɰ̃it͡sɨᵝ
きゅうい,kʲɨᵝːi
おかだ,o̞ka̠da̠
おんながらみ,õ̞nːa̠ɡa̠ɾa̠mʲi
しゅっこく,ɕɨᵝk̚ko̞kɯ̟ᵝ
きょうかん,kʲo̞ːkã̠ɴ
じんちくむがい,d͡ʑĩɲ̟t͡ɕikɯ̟ᵝmɯ̟ᵝɡa̠i
うらこうさく,ɯ̟ᵝɾa̠ko̞ːsa̠kɯ̟ᵝ
こっかしゅぎ,ko̞k̚ka̠ɕɨᵝɡʲi
くれない,kɯ̟ᵝɾe̞na̠i
かんきゅう,kã̠ŋʲkʲɨᵝː
けんいざい,kẽ̞ɰ̃iza̠i
こがらし,ko̞ɡa̠ɾa̠ɕi
しょうじゅこつ,ɕo̞ːʑɨᵝko̞t͡sɨᵝ
けいしょう,ke̞ːɕo̞ː
げんしょう,ɡẽ̞ɰ̃ɕo̞ː
しどうしゃ,ɕido̞ːɕa̠
きりすてる,kʲiɾʲisɨᵝte̞ɾɯ̟ᵝ
ぐすん,ɡɯ̟ᵝsɨ̃ᵝɴ
きいろ,kʲiiɾo̞
しょるい,ɕo̞ɾɯ̟ᵝi
こうごうしい,ko̞ːɡo̞ːɕiː
うせつ,ɯ̟ᵝse̞t͡sɨᵝ
がしょう,ɡa̠ɕo̞ː
けびいし,ke̞bʲiːɕi
さんせい,sã̠ɰ̃se̞ː
うまれかわり,ɯ̟ᵝma̠ɾe̞ka̠ɰᵝa̠ɾʲi
さんかくちゅう,sã̠ŋka̠kɯ̟ᵝt͡ɕɨᵝː
ここ,ko̞ko̞
かんめい,kã̠mːe̞ː
こうぞく,ko̞ːzo̞kɯ̟ᵝ
じんこうこうう,d͡ʑĩŋko̞ːko̞ːɯ̟ᵝ
いしゃ,iɕa̠
くにぶり,kɯ̟ᵝɲ̟ibɯ̟ᵝɾʲi
おちめ,o̞t͡ɕime̞
きょしょう,kʲo̞ɕo̞ː
かみ,ka̠mʲi
じっかい,d͡ʑik̚ka̠i
さゆみ,sa̠jɯ̟ᵝmʲi
しかる,ɕika̠ɾɯ̟ᵝ
いえじ,ie̞ʑi
いっぴん,ip̚ʲpʲĩɴ
ごし,ɡo̞ɕi
げいじゅつさくひん,ɡe̞ːʑɨᵝt͡sɨᵝsa̠kɯ̟ᵝçĩɴ
きじゅん,kʲiʑɨ̃ᵝɴ
しょうさ,ɕo̞ːsa̠
かんそくしゃ,kã̠ɰ̃so̞kɯ̟ᵝɕa̠
ぎし,ɡʲiɕi
けんじゅてき,kẽ̞ɲ̟d͡ʑɨᵝte̞kʲi
がいせん,ɡa̠isẽ̞ɴ
あかふち,a̠ka̠ɸɯ̟ᵝt͡ɕi
くつじょく,kɯ̟ᵝt͡sɨᵝʑo̞kɯ̟ᵝ
しょうちょく,ɕo̞ːt͡ɕo̞kɯ̟ᵝ
かく,ka̠kɯ̟ᵝ
けっしょう,ke̞ɕːo̞ː
しんないおん,ɕĩnːa̠iõ̞ɴ
きしゅ,kʲiɕɨᵝ
おびただしい,o̞bʲita̠da̠ɕii
じもんじとう,d͡ʑimõ̞ɲ̟d͡ʑito̞ː
けつらん,ke̞t͡sɨᵝɾã̠ɴ
うわさばなし,ɯ̟ᵝɰᵝa̠sa̠ba̠na̠ɕi
いやいやき,ija̠ija̠kʲi
きゅうじ,kʲɨᵝːʑi
おもいおもい,o̞mo̞io̞mo̞i
さいそうぼ,sa̠iso̞ːbo̞
おじさん,o̞ʑisã̠ɴ
しざい,ɕiza̠i
きれいごと,kʲiɾe̞ːɡo̞to̞
こやつ,ko̞ja̠t͡sɨᵝ
えんせき,ẽ̞ɰ̃se̞kʲi
ごえいかん,ɡo̞e̞ːkã̠ɴ
うでまくり,ɯ̟ᵝde̞ma̠kɯ̟ᵝɾʲi
かつてない,ka̠t͡sɨᵝte̞na̠i
いんれき,ĩnɾe̞kʲi
こづかい,ko̞zɨᵝka̠i
うれっこ,ɯ̟ᵝɾe̞k̚ko̞
まる,ma̠ɾɯ̟ᵝ
けんしんてき,kẽ̞ɰ̃ɕĩnte̞kʲi
きこくし,kʲiko̞kɯ̟ᵝɕi
かんでんし,kã̠ndẽ̞ɰ̃ɕi
しかいのしし,ɕika̠ino̞ɕiɕi
じょうとう,d͡ʑo̞ːto̞ː
かとう,ka̠to̞ː
こぐま,ko̞ɡɯ̟ᵝma̠
かりね,ka̠ɾʲine̞
さはん,sa̠hã̠ɴ
あごひげ,a̠ɡo̞çiɡe̞
けいびたい,ke̞ːbʲita̠i
くにことば,kɯ̟ᵝɲ̟iko̞to̞ba̠
さとうきび,sa̠to̞ːkʲibʲi
いんぐ,ĩŋɡɯ̟ᵝ
こんちゃ,kõ̞ɲ̟t͡ɕa̠
かまち,kamatɕi
けんらん,kẽ̞nɾã̠ɴ
けつえき,ke̞t͡sɨᵝe̞kʲi
しまじま,ɕima̠ʑima̠
かこつける,ka̠ko̞t͡sɨ̥ᵝke̞ɾɯ̟ᵝ
さくたい,sa̠kɯ̟ᵝta̠i
あざなう,a̠za̠na̠ɯ̟ᵝ
こしょう,ko̞ɕo̞ː
いっせつ,isːe̞t͡sɨᵝ
きょうこう,kʲo̞ːko̞ː
しらべ,ɕiɾa̠be̞
さそう,sa̠so̞ɯ̟ᵝ
しおから,ɕio̞ka̠ɾa̠
きれもの,kʲiɾe̞mo̞no̞
かんてん,kã̠ntẽ̞ɴ
きせつ,kʲise̞t͡sɨᵝ
こっきん,ko̞k̚ʲkʲĩɴ
さしつかえる,sa̠ɕit͡sɨᵝka̠e̞ɾɯ̟ᵝ
けんがい,kẽ̞ŋɡa̠i
しきり,ɕikʲiɾʲi
さつたば,sa̠t͡sɨᵝta̠ba̠
じせい,d͡ʑise̞ː
きぼう,kʲibo̞ː
あてじ,a̠te̞ʑi
こうてんせい,ko̞ːtẽ̞ɰ̃se̞ː
こんわく,kõ̞ɰ̃ɰᵝa̠kɯ̟ᵝ
いせい,ise̞ː
かいこう,ka̠iko̞ː
さしあたり,sa̠ɕia̠ta̠ɾʲi
あちらこちら,a̠t͡ɕiɾa̠ko̞t͡ɕiɾa̠
さくや,sa̠kɯ̟ᵝja̠
さんけつ,sã̠ŋke̞t͡sɨᵝ
かいころく,ka̠iko̞ɾo̞kɯ̟ᵝ
こきん,ko̞kʲĩɴ
うわくちびる,ɯ̟ᵝɰᵝa̠kɯ̟ᵝt͡ɕibʲiɾɯ̟ᵝ
あきなう,a̠kʲina̠ɯ̟ᵝ
おりる,o̞ɾʲiɾɯ̟ᵝ
さらば,sa̠ɾa̠ba̠
きりひらく,kʲiɾʲiçiɾa̠kɯ̟ᵝ
きゅうはん,kʲɨᵝːhã̠ɴ
うえすぎ,ɯ̟ᵝe̞sɨᵝɡʲi
さい,sa̠i
きょうぎ,kʲo̞ːɡʲi
かひ,ka̠çi
こじん,ko̞ʑĩɴ
しめい,ɕime̞ː
きんせん,kʲĩɰ̃sẽ̞ɴ
こえがけ,ko̞e̞ɡa̠ke̞
しょくん,ɕo̞kɯ̟̃ᵝɴ
くろてん,kɯ̟ᵝɾo̞tẽ̞ɴ
きいっぽん,kʲiːp̚põ̞ɴ
しんきろう,ɕĩŋʲkʲiɾo̞ː
きょうつい,kʲo̞ːt͡sɨᵝi
しんのう,ɕĩnːo̞ː
あいこっか,a̠iko̞k̚ka̠
しゃ,ɕa̠
さくひん,sa̠kɯ̟̊ᵝçĩɴ
こくはつしゃ,ko̞kɯ̟ᵝha̠t͡sɨᵝɕa̠
しゃげやく,ɕa̠ɡe̞ja̠kɯ̟ᵝ
うたよみどり,ɯ̟ᵝta̠jo̞mʲido̞ɾʲi
しんすい,ɕĩɰ̃sɨᵝi
ぎんか,ɡʲĩŋka̠
きしかいせい,kʲiɕika̠ise̞ː
かいふく,ka̠iɸɯ̟ᵝkɯ̟ᵝ
じゅりんがいし,d͡ʑɨᵝɾʲĩŋɡa̠iɕi
こす,ko̞sɨᵝ
こうかん,ko̞ːkã̠ɴ
あいえんきえん,a̠iẽ̞ŋʲkʲiẽ̞ɴ
きょうだい,kʲo̞ːda̠i
きょうか,kʲo̞ːka̠
きぶんや,kʲibɯ̟̃ᵝɰ̃ja̠
うさ,ɯ̟ᵝsa̠
おきわすれる,o̞kʲiɰᵝa̠sɨᵝɾe̞ɾɯ̟ᵝ
しゅうしん,ɕɨᵝːɕĩɴ
おいてきぼり,o̞ite̞kʲibo̞ɾʲi
きまぐれ,kʲima̠ɡɯ̟ᵝɾe̞
しゅしょう,ɕɨᵝɕo̞ː
がいよう,ɡa̠ijo̞ː
えいきょう,e̞ːkʲo̞ː
こころえ,ko̞ko̞ɾo̞e̞
さんげん,sã̠ŋɡẽ̞ɴ
じゅんねん,d͡ʑɨ̃ᵝnːẽ̞ɴ
かきもの,ka̠kʲimo̞no̞
きちじょうてん,kʲit͡ɕiʑo̞ːtẽ̞ɴ
しょうけいもじ,ɕo̞ːke̞ːmo̞ʑi
ぎせき,ɡʲise̞kʲi
こうけい,ko̞ːke̞ː
い,i
うじ,ɯ̟ᵝʑi
いちらん,it͡ɕiɾã̠ɴ
ぎゅ,ɡʲɨᵝ
うな,ɯ̟ᵝna̠
きげんせつ,kʲiɡẽ̞ɰ̃se̞t͡sɨᵝ
きょうはく,kʲo̞ːha̠kɯ̟ᵝ
こどもべやおじさん,ko̞do̞mo̞be̞ja̠o̞ʑisã̠ɴ
きょうほ,kʲo̞ːho̞
ききそびれる,kʲikʲiso̞bʲiɾe̞ɾɯ̟ᵝ
じゅうご,d͡ʑɨᵝːɡo̞
さんちゅうぶ,sã̠ɲ̟t͡ɕɨᵝːbɯ̟ᵝ
からめく,ka̠ɾa̠me̞kɯ̟ᵝ
しかく,ɕi̥ka̠kɯ̟ᵝ
しょうは,ɕo̞ːha̠
いっちゃん,it̚t͡ɕã̠ɴ
えのころぐさ,e̞no̞ko̞ɾo̞ɡɯ̟ᵝsa̠
かいきょ,ka̠ikʲo̞
けいけん,ke̞ːkẽ̞ɴ
こうてん,ko̞ːtẽ̞ɴ
ぎもんふ,ɡʲimõ̞ɰ̃ɸɯ̟ᵝ
しょうこうき,ɕo̞ːko̞ːkʲi
こっき,ko̞k̚ʲkʲi
おもり,o̞mo̞ɾʲi
さす,sa̠sɨᵝ
かんき,kã̠ŋʲkʲi
きょきん,kʲo̞kʲĩɴ
くじ,kɯ̟ᵝʑi
あぶなっかしい,a̠bɯ̟ᵝna̠k̚ka̠ɕiː
ごき,ɡo̞kʲi
かつごう,ka̠t͡sɨᵝɡo̞ː
これみよがし,ko̞ɾe̞mʲijo̞ɡa̠ɕi
あきない,a̠kʲina̠i
けんしん,kẽ̞ɰ̃ɕĩɴ
がっかい,ɡa̠k̚ka̠i
かたんせい,ka̠tã̠ɰ̃se̞ː
かくれる,ka̠kɯ̟ᵝɾe̞ɾɯ̟ᵝ
じゃっきゅう,d͡ʑa̠k̚ʲkʲɨᵝː
じりひん,d͡ʑiɾʲiçĩɴ
じごう,d͡ʑiɡo̞ː
しんし,ɕĩɰ̃ɕi
いわかげ,iɰᵝa̠ka̠ɡe̞
こうりん,ko̞ːɾʲĩɴ
きょう,kʲo̞ː
えんじょ,ẽ̞ɲ̟d͡ʑo̞
ぎんかん,ɡʲĩŋkã̠ɴ
いわしみず,iɰᵝa̠ɕimʲizɨᵝ
おかま,o̞ka̠ma̠
あつあつ,a̠t͡sɨᵝa̠t͡sɨᵝ
あなどり,a̠na̠do̞ɾʲi
かびる,ka̠bʲiɾɯ̟ᵝ
かし,ka̠ɕi
えいこく,e̞ːko̞kɯ̟ᵝ
かいこう,ka̠iko̞ː
くもざる,kɯ̟ᵝmo̞za̠ɾɯ̟ᵝ
かばね,ka̠ba̠ne̞
かいふく,ka̠iɸɯ̟ᵝkɯ̟ᵝ
くしゃみ,kɯ̟̊ᵝɕa̠mʲi
うちあける,ɯ̟ᵝt͡ɕia̠ke̞ɾɯ̟ᵝ
かんぼつ,kã̠mbo̞t͡sɨᵝ
いろどる,iɾo̞do̞ɾɯ̟ᵝ
うりて,ɯ̟ᵝɾʲite̞
からだつき,ka̠ɾa̠da̠t͡sɨᵝkʲi
こうげん,ko̞ːɡẽ̞ɴ
えもん,e̞mõ̞ɴ
ざしきろう,d͡za̠ɕi̥kʲiɾo̞ː
してい,ɕi̥te̞ː
しゅうちんぼん,ɕɨᵝːt͡ɕĩmbõ̞ɴ
こなべだて,ko̞na̠be̞da̠te̞
じょうず,d͡ʑo̞ːzɨᵝ
かんずる,kã̠nd͡zɨᵝɾɯ̟ᵝ
しゃりし,ɕa̠ɾʲiɕi
しころ,ɕiko̞ɾo̞
くちさき,kɯ̟ᵝt͡ɕisa̠kʲi
しごとぎ,ɕiɡo̞to̞ɡʲi
えんじんしゃ,ẽ̞ɲ̟d͡ʑĩɰ̃ɕa̠
かいひ,ka̠içi
いく,ikɯ̟ᵝ
かかる,ka̠ka̠ɾɯ̟ᵝ
しゅうでんしゃ,ɕɨᵝːdẽ̞ɰ̃ɕa̠
かき,ka̠kʲi
こうけち,ko̞ːke̞t͡ɕi
いこん,ikõ̞ɴ
おもいこむ,o̞mo̞iko̞mɯ̟ᵝ
げっしょく,ɡe̞ɕːo̞kɯ̟ᵝ
いれずみ,iɾe̞zɨᵝmʲi
かしょう,ka̠ɕo̞ː
しゃくぜん,ɕa̠kɯ̟ᵝzẽ̞ɴ
おさえ,o̞sa̠e̞
こたえる,ko̞ta̠e̞ɾɯ̟ᵝ
ぐれる,ɡɯ̟ᵝɾe̞ɾɯ̟ᵝ
がっしょうだん,ɡa̠ɕːo̞ːdã̠ɴ
ごりんとう,ɡo̞ɾʲĩnto̞ː
しょうひん,ɕo̞ːçĩɴ
がいけん,ɡa̠ikẽ̞ɴ
いわて,iɰᵝa̠te̞
いんご,ĩŋɡo̞
こばか,ko̞ba̠ka̠
がんぞう,ɡã̠nd͡zo̞ː
ごうせい,ɡo̞ːse̞ː
さらいねん,sa̠ɾa̠inẽ̞ɴ
しょてん,ɕo̞tẽ̞ɴ
あいびき,a̠ibʲikʲi
うけおう,ɯ̟ᵝke̞o̞ɯ̟ᵝ
しんさつ,ɕĩɰ̃sa̠t͡sɨᵝ
さいしょくしゅぎ,sa̠iɕo̞kɯ̟ᵝɕɨᵝɡʲi
がいしん,ɡa̠iɕĩɴ
うちゅうじん,ɯ̟ᵝt͡ɕɨᵝːʑĩɴ
おやぶん,o̞ja̠bɯ̟̃ᵝɴ
しゅわしゅわ,ɕɨᵝɰᵝa̠ɕɨᵝɰᵝa̠
いしょう,iɕo̞ː
くんしゅせい,kɯ̟̃ᵝɰ̃ɕɨ̥ᵝse̞ː
しんとうあつ,ɕĩnto̞ːa̠t͡sɨᵝ
しょうせい,ɕo̞ːse̞ː
しょうせいぶどうさんえん,ɕo̞ːse̞ːbɯ̟ᵝdo̞ːsã̠ɰ̃ẽ̞ɴ
かいきょうと,ka̠ikʲo̞ːto̞
しょうえい,ɕo̞ːe̞ː
しゅっしょうりつ,ɕɨᵝɕːo̞ːɾʲit͡sɨᵝ
よごす,jo̞ɡo̞sɨᵝ
ぎゃくさつ,ɡʲa̠kɯ̟ᵝsa̠t͡sɨᵝ
しょうしょく,ɕo̞ːɕo̞kɯ̟ᵝ
けんちくぶつ,kẽ̞ɲ̟t͡ɕi̥kɯ̟ᵝbɯ̟ᵝt͡sɨᵝ
けっとばす,ke̞t̚to̞ba̠sɨᵝ
しょうわ,ɕo̞ːɰᵝa̠
じんぎかん,d͡ʑĩŋʲɡʲikã̠ɴ
こばと,ko̞ba̠to̞
きんちゃく,kʲĩɲ̟t͡ɕa̠kɯ̟ᵝ
くうぐん,kɯ̟ᵝːɡɯ̟̃ᵝɴ
こうぶんしょ,ko̞ːbɯ̟̃ᵝɰ̃ɕo̞
かわせみ,ka̠ɰᵝa̠se̞mʲi
いかすみ,ika̠sɨᵝmʲi
ひろめ,ko̞ːɸɯ̟ᵝ
えな,e̞na̠
こしょう,ko̞ɕo̞ː
こころみ,ko̞ko̞ɾo̞mʲi
じかおき,d͡ʑika̠o̞kʲi
いっぽん,ip̚põ̞ɴ
ざっけん,d͡za̠k̚kẽ̞ɴ
かがふり,ka̠ɡa̠ɸɯ̟ᵝɾʲi
けさ,ke̞sa̠
かぶぬしけん,ka̠bɯ̟ᵝnɯ̟ᵝɕikẽ̞ɴ
しゃ,ɕa̠
かきとめる,ka̠kʲito̞me̞ɾɯ̟ᵝ
くろばむ,kɯ̟ᵝɾo̞ba̠mɯ̟ᵝ
しゅしょう,ɕɨᵝɕo̞ː
ししきゅう,ɕi̥ɕikʲɨᵝː
げきは,ɡe̞kʲi̥ɰᵝa̠
あゆむ,a̠jɯ̟ᵝmɯ̟ᵝ
しゅだいか,ɕɨᵝda̠ika̠
あに,a̠ɲ̟i
あじつけ,a̠ʑit͡sɨ̥ᵝke̞
けいき,ke̞ːkʲi
しきる,ɕikʲiɾɯ̟ᵝ
じゆうがた,d͡ʑijɯ̟ᵝːɡa̠ta̠
こくすいしゅぎ,ko̞kɯ̟ᵝsɨᵝiɕɨᵝɡʲi
こうけい,ko̞ːke̞ː
あご,a̠ɡo̞
いはつ,iha̠t͡sɨᵝ
しょうちゅう,ɕo̞ːt͡ɕɨᵝː
おてら,o̞te̞ɾa̠
しゅえん,ɕɨᵝẽ̞ɴ
きがい,kʲiɡa̠i
あいて,a̠ite̞
えび,e̞bʲi
いれい,iɾe̞ː
おおやしま,o̞ːja̠ɕima̠
こうさい,ko̞ːsa̠i
ごくひ,ɡo̞kɯ̟̊ᵝçi
わり,ɰᵝa̠ɾʲi
さる,sa̠ɾɯ̟ᵝ
うきゅう,ɯ̟ᵝkʲɨᵝː
あま,a̠ma̠
おおう,o̞ːɯ̟ᵝ
おしいれ,o̞ɕiiɾe̞
かいしょたい,ka̠iɕo̞ta̠i
さづく,sa̠zɨᵝkɯ̟ᵝ
きちがい,kʲit͡ɕiɡa̠i
えぬ,e̞nɯ̟ᵝ
じゅうぜん,d͡ʑɨᵝːzẽ̞ɴ
ししょう,ɕiɕo̞ː
おこわ,o̞ko̞ɰᵝa̠
しずまりかえる,ɕizɨᵝma̠ɾʲika̠e̞ɾɯ̟ᵝ
さくれつ,sa̠kɯ̟ᵝɾe̞t͡sɨᵝ
いちじ,it͡ɕiʑi
かつあい,ka̠t͡sɨᵝa̠i
おじゃまむし,o̞ʑa̠ma̠mɯ̟ᵝɕi
かまとと,ka̠ma̠to̞to̞
さるしばい,sa̠ɾɯ̟ᵝɕiba̠i
かみつ,ka̠mʲit͡sɨᵝ
かみかざり,ka̠mʲika̠za̠ɾʲi
かざん,ka̠zã̠ɴ
けねん,ke̞nẽ̞ɴ
あんぴ,ã̠mpʲi
こうがいすいおん,ko̞ːɡa̠isɨᵝiõ̞ɴ
ぐそく,ɡɯ̟ᵝso̞kɯ̟ᵝ
さし,sa̠ɕi
ごうとう,ɡo̞ːto̞ː
かがい,ka̠ɡa̠i
じょまく,d͡ʑo̞ma̠kɯ̟ᵝ
おう,o̞ː
いきとうごう,ikʲi̥to̞ːɡo̞ː
おめあし,o̞me̞a̠ɕi
きんとう,kʲĩnto̞ː
