wirkmächtig,vɪʁkmɛçtɪç
kollektivschuld,kɔlɛktiːfʃʊlt
ausgestossene,aʊ̯sɡəʃtoːsənə
ergreifen,ɛʁɡʁaɪfən
folie,foːlɪ̯ə
nieswurzen,niːsvʊʁt͡sən
schlager,ʃlaːɡɐ
jahresumsatz,jaːʁəsʔʊmzat͡s
sechsunddreissigeckes,zɛksʊntdʁaɪ̯sɪçɛkəs
reykjaviker,rɛɪ̯kjavɪkər
kopierer,kopiːʁəʁ
stecknadelkopf,ʃtɛknaːdl̩kɔp͡f
pop,pɔp
spaltes,ʃpaltəs
pub,pʌb
militant,militant
deodorant,deːodoʁant
same,zaːmə
sowjetisch,zɔvjɛtɪʃ
schminken,ʃmɪŋkən
politikverdrossen,politɪkfɛɐ̯dʁɔsn̩
hag,haːk
empfänglich,ʔɛmpfɛŋlɪç
schlucht,ʃlʊχt
oblast,ɔblast
endgültigkeit,ɛntɡʏltɪçkaɪ̯t
zehnflächner,tseːnflɛçnɐ
sogleich,zoɡlaɪ̯ç
braten,bʁaːtn̩
dreizehnte,dʁaɪ̯tseːntə
konstitution,kɔnstitut͡si̯oːn
vollschlank,fɔlʃlaŋk
allseits,alzaɪ̯t͡s
mikronesier,mikʁoneːziɐ
frickeln,fʁɪkl̩n
vorsitz,foːɐ̯zɪts
dissonant,dɪsonant
übertreten,yːbɐtʁeːtən
friedrich,fʁɪdəʁɪç
nominalphrase,nominaːlfʁaːzə
ludwig,luːtvɪç
luftweg,lʊftveːk
fünfeckig,fʏnfɛkɪç
lichtbogenofen,lɪçtboːɡn̩ʔoːfn̩
buche,buːxə
zehneckes,t͡seːnɛkəs
destruktiv,deːstʁʊktiːf
havel,haːfl̩
zinshaus,t͡sɪnshaʊ̯s
sähst,zɛːst
kritikerin,kʁiːtɪkɐʁɪn
judo,tʃuːdo
männerfreundschaft,mɛnɐfʁɔɪ̯ntʃaft
mehrere,meːrə
kleiderkasten,klaɪ̯dɐkastn̩
aufschieben,ʔaʊ̯fʃiːbm̩
graupel,ɡʁaʊ̯pəl
versenden,fɛɐzɛndn̩
endpunkt,ɛntpʊŋkt
himmelsgegend,hɪml̩sɡeːɡn̩t
kassel,kasəl
kalkulation,kalkulatsjoːn
morganatisch,mɔʁɡanatɪʃ
umrechnung,ʊmʁɛçnʊŋ
turms,tʊʁms
kotze,kɔtsə
zapfen,tsapfɱ̩
sau,zaʊ̯
anhieb,anhiːp
kunstausstellung,kʊnstaʊ̯sʃtɛlʊŋ
nebenbedeutungen,neːbənbədɔɪ̯tʊŋən
neurasthenisch,nɔʏ̯ʁasteːnɪʃ
kapores,kapoːʁəs
grössen,ɡʁøːsn̩
existentialistinnen,ɛksɪstɛnt͡si̯alɪstɪnən
nadelblatt,naːdəlblat
befestigens,bəfɛstɪɡŋ̩s
umkehrer,ʊmkeːʁɐ
toga,toːɡa
titel,tiːtl
drecksloch,dʁɛkslɔx
gelbsüchtig,ɡɛlpzʏçtɪç
wal,vaːl
sperrig,ʃpɛʁɪç
allgegenwärtigkeit,alɡeːɡn̩vɛʁtɪçkaɪ̯t
säulenähnlich,zɔʏ̯lənɛːnlɪç
speik,ʃpaɪ̯k
ecuador,eku̯adoːɐ̯
detail,detaɪ̯
ausgleich,aʊ̯sɡlaɪ̯ç
männermordend,mɛnɐmɔʁdn̩t
naturdenkmal,natuːɐ̯dɛŋkmaːl
derby,dœrbi
hyäne,hieːnə
zweiundsechzig,t͡svaɪ̯ʊntzɛçt͡sɪç
mazedonien,matsedoːniən
abpfiffes,ʔappfɪfəs
knatschig,knaːtʃɪk
flusskontrolle,flʊskɔntʁɔlə
mohr,moːɐ̯
neuerungen,nɔɪ̯əʁʊŋən
entfachen,ʔɛntfaxən
geheimfavorit,ɡəhaɪ̯mfavoʁɪt
nachkriegszeit,naːxkʁiːkstsaɪ̯t
stalker,stɔːkɐ
kokos,koːkʊs
verhängnis,fɛɐ̯hɛŋnɪs
finanziell,finant͡si̯ɛl
kreise,kʁaɪ̯zə
jahrespachten,jaːʁəspaxtn̩
schwellenwert,ʃvɛlənveːɐ̯t
schwarzschild,ʃvaʁtsʃɪlt
schulisch,ʃuːlɪʃ
klosterbrauerei,kloːstɐbʁaʊ̯əʁaɪ̯
muchel,mʊxəl
paprika,paprika
klaps,klaps
pieksig,piːksɪç
vererbbar,fɛɐ̯ʔɛʁpbaːɐ̯
kooperieren,koʔɔpəʁiːʁən
wappenbuch,vapənbuːx
integrität,ɪnteɡʁitɛːt
lammfell,lamfɛl
haushaltsänderungen,haʊ̯shaltsɛndəʁʊŋən
umfassen,ʔʊmfasən
hinsicht,hɪnzɪçt
dröge,drœːɡə
christin,kʁɪstɪn
vers,vɛrs
billetdoux,bijɛduː
treptow,tʁeːpto
camping,kɛmpɪŋ
umhingekonnt,ʊmhɪnɡəkɔnt
dechant,deːçant
damoklesschwert,daːmoklɛsʃveːɐ̯t
strukturbaumes,ʃtʁʊktuːɐ̯baʊ̯məs
jahrtausende,jaːɐ̯taʊ̯zn̩də
lockvogel,lɔkfoːɡl̩
schokoladentafel,ʃokolaːdn̩taːfl̩
einsilbigkeit,aɪ̯nzɪlbɪçkaɪ̯t
springerbauer,ʃpʁɪŋɐbaʊ̯ɐ
speiskammer,ʃb̥aɪ̯skamɐ
poplig,poːplɪç
brautlauf,bʁaʊ̯tlaʊ̯f
zähnchen,t͡seːnçən
mist,mɪst
verbraucherin,fɛʁbʁaʊ̯χəʁɪn
pappel,papl̩
hunderttägig,hʊndɐttɛːɡɪç
zusammen,tsamən
kollektivierte,kɔlɛktiviːɐ̯tə
gmund,ɡmʊnt
buchecker,buːxʔɛkɐ
hochzeitsfeier,hɔxt͡saɪ̯t͡sfaɪ̯ɐ
bienenstock,biːnənʃtɔk
machatschek,maχat͡ʃɛk
goldschatz,ɡɔltʃat͡s
ausrasten,aʊ̯sʁastn̩
matthäusevangelium,matɛːʊsʔevaŋɡeːli̯ʊm
homoglyphe,homoɡlyːfə
schnell,ʃnɛl
wackeldackel,vakl̩dakl̩
wahrhaftig,vaːɐ̯haftɪk
dezent,detsɛnt
arrest,aʁɛst
tätervolk,teːtɐfɔlk
beteigeuze,betaɪ̯ɡɔʏ̯t͡sə
treibholz,tʁaɪ̯phɔlts
siebte,zɪptə
äthiopierin,ɛtjoːpi̯ərɪn
schneidemessern,ʃnaɪ̯dəmɛsɐn
krad,kʁaːt
champagne,ʃãpanjə
charakterschweine,karaktərʃvaɪ̯nə
münsters,mʏnstɐs
hussit,hʊsiːt
weinbrand,vaɪ̯nbʁant
gitarristen,ɡitaʁɪstn̩
schlammschichten,ʃlamʃɪçtən
socke,zɔkə
reichs,ʁaɪ̯çs
entfremdung,ɛntfʁɛmdʊŋ
tragischer,tʁaːɡɪʃɐ
leichtflüchtig,laɪ̯çtflʏçtɪç
mittelfussknochen,mɪtl̩fuːsknɔxn̩
löbaus,løːbaʊs
rammen,ʁamən
anbändeln,anbɛndəln
auseinanderbrechen,aʊ̯saɪ̯nandɐbʁɛçən
boskops,bɔskɔps
hatschen,haːtʃn̩
evolutionistisch,evolutsɪ̯onɪstɪʃ
verscherbelers,fɛɐ̯ʃɛʁbəlɐs
mongolisch,mɔŋɡoːlɪʃ
meersalz,meːɐ̯zalt͡s
anpfiffs,ʔanpfɪfs
kummerbund,kʊmərbʊnt
mutant,mutant
zwischenlösung,tsvɪʃn̩løːzʊŋ
handeln,handəln
hämisch,heːmɪʃ
kabel,kaːbəl
auftrags,ʔaʊ̯ftʁaːks
hyundai,jʊndaɪ̯
besatzer,bəzat͡sɐ
sinn,zɪn
bäuerchen,bɔʏ̯ɐçən
bierwurst,biːɐ̯vʊʁst
kippen,kɪpən
direkt,dɪʁɛkt
aware,avaːʁə
kyjiw,kɪjiv
siebenkämpfer,ziːbm̩kɛmpfɐ
zufahrt,t͡suːfaːɐ̯t
schleifmaschine,ʃlaɪ̯fmaʃiːnə
altvorderer,altfɔʁdəʁɐ
kleister,klaɪ̯stɐ
bermudas,bɛʁmuːdaːs
voraushaben,foʁaʊ̯shaːbən
vorschlag,foːɐ̯ʃlax
nichtbinär,nɪçtbinɛːɐ̯
wallis,valis
arche,arçə
schwimmfähig,ʃvɪmfɛːɪç
schlipse,ʃlɪpsə
verwegen,fɛɐ̯veːɡn̩
hautverträglich,haʊ̯tfɛɐ̯tʁɛːklɪç
tinnef,tɪnɛf
tier,tiːr
schicksalstag,ʃɪkzaːlstaːk
estnisch,eːstnɪʃ
schwindeln,ʃvɪndəln
schiege,ʃiːɡə
fehler,feːlɐ
verkehr,fɛrkeːr
hausdurchsuchung,haʊ̯sdʊʁçzuːxʊŋ
empfänger,ɛmpfɛŋɐ
entwürfe,ɛntvʏʁfə
dreiunddreissigfach,dʁaɪ̯ʊntdʁaɪ̯sɪçfax
sichelförmig,zɪçl̩fœʁmɪç
kick,kɪk
kellertür,kɛlɐtyːɐ̯
fauteuil,fotœʏ̯
london,lɔndn̩
fausthandschuh,faʊ̯sthantʃuː
lobrede,loːpʁeːdə
schuluniform,ʃuːlʔʊnifɔʁm
feldschwirlen,fɛltʃvɪʁlən
darin,daʁɪn
aschen,ʔaʃn̩
propolis,pʁɔpɔlɪs
ostsee,ɔstzeː
würflig,vʏʁflɪç
müllbeutel,mʏlbɔʏ̯təl
irländisch,ɪʁlɛndɪʃ
inspirieren,ɪnspiʁiːʁən
wählerin,vɛːlɐʁɪn
zusammenscharren,tsuzamənʃaʁn̩
demonstrantin,demɔnstʁantɪn
laich,laɪ̯ç
meerschweins,meːɐ̯ʃvaɪ̯ns
partizipatorisch,paʁtit͡sipatoːʁɪʃ
realwörterbuch,ʁeaːlvœʁtɐbuːx
schwedin,ʃveːdɪn
veronesisch,veʁoneːzɪʃ
absage,apsaːɡə
tierpark,tiːɐ̯paʁk
vereist,fɛʁʔaɪst
muschel,mʊʃəl
flussspat,flʊsʃpaːt
hemd,hɛmt
typografie,typoɡʁafiː
zwanzigflächners,t͡svant͡sɪçflɛçnɐs
normgerecht,nɔʁmɡəʁɛçt
schatten,ʃatən
gschaftlhuber,ɡ̥ʃaftl̩huːb̥ɐ
bronzefarbig,bʁɔŋsəfaʁbɪç
beredsam,bəʁeːtzaːm
lied,liːt
strafregister,ʃtraːfʁeɡɪstɐ
kassenschlager,kasn̩ʃlaːɡɐ
abordnung,apʔɔʁtnʊŋ
verklickern,fɛɐ̯klɪkɐn
verfeuern,fɛɐ̯fɔɪ̯ɐn
nigeria,niɡeːʁia
wappenspruch,vapənʃpʁʊx
befehlsketten,bəfeːlskɛtn̩
ern,ɛʁn
geldproblem,ɡɛltpʁobleːm
regenbogentrikot,ʁeːɡn̩boːɡn̩tʁikoː
blinzeln,blɪnt͡sl̩n
neigen,naɪ̯ɡən
zufällig,t͡suːfɛlɪç
eiern,ʔaɪ̯ɐn
wunderkerze,vʊndəʁkɛʁt͡sə
wassertreter,vasɐtʁeːtɐ
zuschlag,t͡suːʃlaːk
wahlbroschüre,vaːlbʁɔʃyːʁə
randnummer,rantnʊmɐ
sechshundertjährig,zɛkshʊndɐtjɛːʁɪç
tanja,tanja
seeschwäbisch,zeːʃveːbɪʃ
korpus,kɔʁpʊs
derby,dɛrbi
burgähnlich,bʊʁkɛːnlɪç
unaussprechbar,ʊnaʊ̯sʃprɛçbaːr
rohstoffbörse,roːʃtɔfbœrzə
feuerprobe,fɔɪ̯ɐpʁoːbə
spiesse,ʃpiːsə
rokoko,rɔkokoː
zwischenspiele,tsvɪʃənʃpiːlə
gnaden,ɡnaːdn̩
rentenalter,ʁɛntn̩ʔaltɐ
dachfenster,daχfɛnstɐ
gastkommentars,ɡastkɔmɛntaːɐ̯s
xerographisch,kseʁoɡʁaːfɪʃ
festschmaus,fɛstʃmaʊ̯s
haushaltsgegenstand,haʊ̯shalt͡sɡeːɡn̩ʃtant
stricken,ʃtrɪkən
formatieren,fɔʁmatiːʁən
marmorkuchen,maːmoːɐ̯kuːxən
küchensiebes,kʏçn̩ziːbəs
fernsehen,fɛʁnzeːn
dreizehnecks,dʁaɪ̯tseːnɛks
aufsteigen,ʔaʊ̯fʃtaɪ̯ɡən
agil,aɡiːl
zahnfächer,t͡saːnfɛçɐ
kasuistik,kazuɪstɪk
oberarm,oːbɐʔaʁm
zusammengesetzt,tsuzamənɡəzɛtst
mooren,moːʁən
rann,ʁan
telepathisch,telepaːtɪʃ
masssystem,maːszʏsteːm
vierundsiebzigste,fiːɐ̯ʊntziːpt͡sɪçstə
verriss,fɛɐ̯ʁɪs
zander,t͡sandɐ
mittel,mɪtəl
kiberei,kiːbəʁaɪ̯
mittage,mɪtaːɡə
falafel,falafəl
esslöffelweise,ɛslœfl̩vaɪ̯zə
taschenapotheken,taʃənapoteːkən
hybridbildung,hybʁiːtbɪldʊŋ
haustor,haʊ̯stoːɐ̯
sonderrecht,zɔndɐʁɛçt
angola,aŋɡoːlaː
zeitungsverlagen,tsaɪ̯tʊŋsfɛɐ̯laːɡən
madrigal,madʁiɡaːl
mitspielen,mɪtʃpiːlən
saalkirche,zaːlkɪʁçə
gewisslich,ɡəvɪslɪç
durchbrechen,dʊʁçbʁɛçən
teilnehmerliste,taɪ̯lneːmɐlɪstə
schlund,ʃlʊnt
baumgarten,baʊmɡaʁtn̩
rächer,ʁɛçɐ
zwanglos,t͡svaŋloːs
blendwerk,blɛntvɛʁk
unvernünftigkeiten,ʊnfɛɐ̯nʏnftɪçkaɪ̯tn̩
nacherzählung,naːxʔɛɐ̯t͡sɛːlʊŋ
nachgeben,naːχɡeːbən
bewachen,bəvaxn̩
unzählig,ʊnt͡sɛːlɪç
kästchen,kɛstçən
aufbringen,aʊfbʁɪŋən
aufweichung,aʊ̯fvaɪ̯çʊŋ
wehrst,veːrst
blattstiel,blatʃtiːl
kopfs,kɔpfs
unterwürfigkeit,ʊntɐvʏʁfɪçkaɪ̯t
diskurspartikels,dɪskʊʁspaʁtikl̩s
schwampel,ʃvampl̩
karo,kaːʁo
vollführen,fɔlfyːʁən
zug,t͡suːx
instruieren,ɪnstʁuiːɐ̯n
summer,zʊmɐ
tschadisch,t͡ʃaːdɪʃ
grad,ɡʁaːt
wusste,vʊstə
kardiologen,kaʁdi̯oloːɡən
fünfundachtzig,fʏnfʊntaxt͡sɪç
pfarrgemeinde,p͡faʁɡəmaɪ̯ndə
h,ə
strichmädchen,ʃtʁɪçmɛːtçən
amerikanerin,ameʁikaːnəʁɪn
jähzornig,jeːt͡sɔʁnɪç
patres,paːtʁeːs
weichkochen,vaɪ̯çkɔxn̩
basiert,baziːɐ̯t
privatier,pʁivati̯eː
krächzen,kʁɛçtsn̩
thymian,tyːmi̯aːn
wahlleiters,vaːllaɪ̯tɐs
watt,vat
chance,ʃaŋsə
dunkel,dʊŋkəl
kompass,kɔmpas
dechant,deçant
hühnchen,hyːnçən
erbgut,ɛʁpɡuːt
wildreich,vɪltʁaɪ̯ç
stalin,ʃtaːlɪn
wären,vɛːɐ̯n
kaufsüchtig,kaʊ̯fzʏçtɪç
mezzie,met͡siːɛ
sparten,ʃpartən
coesfeld,koːsfɛlt
abberufung,apbəʁuːfʊŋ
nachmittags,namətaxs
grünschnabel,ɡʁyːnʃnaːbl̩
vervollständigen,fɛʁfɔlʃtɛndiɡən
erzkonservativ,ɛʁt͡skɔnzɛʁvatiːf
sexperte,zɛkspɛrtə
polar,polaːɐ̯
korrigieren,kɔʁiɡiːʁən
siegmund,ziːçmʊnt
öv,øːfaʊ
geil,ɡaɪ̯l
pädagogisch,pɛdaɡoːɡɪʃ
kuddelmuddel,kʊdəlmʊdəl
hauswirt,haʊ̯svɪʁt
hüben,hyːbən
unterstehen,ʊntɐʃteːən
kiefernwäldchen,kiːfɐnvɛltçən
digital,diɡitaːl
jener,jeːnɐ
frühaufsteherin,fʁyːʔaʊ̯fʃteːəʁɪn
gekochtem,ɡəkɔxtəm
bereuen,bəʁɔʏ̯ən
henne,hɛnə
häuptling,hɔʏ̯ptlɪŋ
verstattung,fɛɐ̯ʃtatʊŋ
schekel,ʃeːkl̩
lotion,lot͡si̯oːn
mähnenwolf,mɛːnənvɔlf
nutzlos,nʊtsloːs
rüdiger,ʁyːdɪɡə
doktorand,dɔktoʁant
aufnahmefähig,aʊ̯fnaːməfɛːɪç
fähe,fɛːə
zeitvergeudung,t͡saɪ̯tfɛɐ̯ɡɔɪ̯dʊŋ
makrele,makʁeːlə
betätigung,bətɛːtɪɡʊŋ
waffenlieferung,vafn̩liːfəʁʊŋ
swastika,svastika
kriegsbeschädigt,kʁiːksbəʃɛːdɪçt
lieblich,liːplɪç
hüpfen,hʏpfən
erdwärme,eːɐ̯tvɛʁmə
realpolitisch,ʁeaːlpoliːtɪʃ
preisverdächtig,pʁaɪ̯sfɛɐ̯dɛçtɪç
pappenheimer,papənhaɪ̯mɐ
sonnabends,zɔnʔaːbn̩t͡s
strafvollzug,ʃtʁaːffɔlt͡suːk
weltenbummler,vɛltn̩bʊmlɐ
pasch,paʃ
erde,eːrdə
siebzehntels,ziːpt͡seːntəls
nagel,naːɡl̩
verbarrikadierer,fɛɐ̯baʁikadiːʁɐ
kaution,kaʊ̯t͡si̯oːn
pirsch,pɪʁʃ
passbild,pasbɪlt
balustrade,balʊstʁaːdə
fuhrpark,fuːɐ̯paʁk
milz,mɪlts
pulver,pʊlvɐ
späti,ʃpɛːti
peruaner,peʁuaːnɐ
ausserstande,aʊ̯sɐʃtandə
songtext,sɔŋtɛkst
popanzes,poːpantsəs
schwindeln,ʃvɪndl̩n
vorkoster,foːɐ̯kɔstɐ
scheisshaufen,ʃaɪ̯shaʊ̯fn̩
pönale,pønaːlə
musikalisch,muzikaːlɪʃ
lichtstrahl,lɪçtʃtʁaːl
dauerlutscher,daʊ̯ɐlʊt͡ʃɐ
geisseln,ɡaɪ̯sl̩n
kratzen,kʁat͡sn̩
leibhaftig,laɪ̯phaftɪç
überordnen,yːbɐɔʁdnən
kugelköpfe,kuːɡl̩kœp͡fə
vorschriftsgemäss,foːɐ̯ʃʁɪft͡sɡəmɛːs
erharren,ɛɐ̯haʁən
abflussrohr,apflʊsʁoːɐ̯
universität,univɛʁzitɛːt
verzechen,fɛɐ̯t͡sɛçn̩
schlafmützig,ʃlaːfmʏtsɪk
blaken,blaːkən
polyterpens,politɛʁpeːns
renal,ʁenaːl
fach,faχ
schotter,ʃɔtɐ
wasserstand,vasɐʃtant
pinnwand,pɪnvant
ursprünglich,uːʁʃpʁʏŋlɪç
dolle,dɔlə
partizip,paʁtitsiːp
wrestling,vʁɛstlɪŋ
bebildern,bəbɪldɐn
sechsundvierzigstündig,zɛksʊntfɪɐ̯t͡sɪçʃtʏndɪç
umwenden,ʊmvɛndn̩
abstrahieren,apstʁahiːʁən
konträr,kɔntʁeːɐ̯
mondfinsternis,moːntfɪnstɐnɪs
borschtsch,bɔʁʃt͡ʃ
balkanisieren,balkaniziːʁən
verseuchend,fɛɐ̯zɔʏ̯çənt
vorrätig,foːʁeːtɪç
frischkäse,fʁɪʃkɛːzə
schwachsichtig,ʃvaxzɪçtɪç
bislang,bɪslaŋ
dreiblättrig,dʁaɪ̯blɛtʁɪç
mechanismus,meçanɪsmʊs
jobanwärterin,d͡ʒɔpʔanvɛʁtəʁɪn
schuh,ʃuː
welschschweiz,vɛlʃʃvaɪ̯ts
tapir,tapiːr
jeans,dʒiːns
hangen,haŋən
herrschsüchtig,hɛʁʃzʏçtɪç
städtisch,ʃtɛtɪʃ
okzitanisch,ɔkt͡sitaːnɪʃ
genie,ʒeniː
entsalzungsanlage,ʔɛntzalt͡sʊŋsʔanlaːɡə
kritikfähig,kʁitiːkfɛːɪç
murmelvokal,mʊʁməlvokaːl
gewürze,ɡəvʏʁtsə
verbotsirrtum,fɛɐ̯boːt͡sɪʁtuːm
stoss,ʃtoːs
wasserfarbe,vasɐfaʁbə
doppelkonsonant,dɔpl̩kɔnzonant
aserbaidschans,azɛʁbaɪ̯d͡ʒaːns
beckmann,bɛkman
gravidität,ɡʁaviditɛːt
überlebensgross,yːbɐleːbənsɡʁoːs
zusammenlügen,tsuzamənlyːɡən
kindchen,kɪntçən
hundeleine,hʊndəlaɪnə
claqueur,klakøːɐ̯
höhle,høːlə
altpapier,altpapiːɐ̯
nabe,naːbə
westösterreichisch,vɛstʔøːstəʁaɪ̯çɪʃ
anmutig,ʔanmuːtɪk
schrittfehler,ʃʁɪtfeːlɐ
malerkitt,maːlɐkɪt
anchovis,anʃoːvɪs
unsäglicher,ʊnzɛːklɪçɐ
bienenwachs,biːnənvaks
laufschuh,laʊ̯fʃuː
anhaltspunkt,anhalt͡spʊŋkt
seerosenteich,zeːʁoːzn̩taɪ̯ç
bildungssystem,bɪldʊŋszʏsteːm
flitzes,flɪt͡səs
staffellauf,ʃtafl̩laʊ̯f
nägelchen,neːɡəlçən
lautung,laʊ̯tʊŋ
primär,priːmɛːr
einstellungsgespräch,aɪ̯nʃtɛlʊŋsɡəʃpʁɛːç
dezillion,det͡sɪli̯oːn
boah,boːə̯
abtönung,aptøːnʊŋ
meerrettichsosse,meːɐ̯ʁɛtɪçzoːsə
lichtschein,lɪçtʃaɪ̯n
fleischwolf,flaɪ̯ʃvɔlf
rechtspolitisch,ʁɛçt͡spoliːtɪʃ
heisser,haɪsɐ
konsumentenschutz,kɔnsumɛntn̩ʃʊt͡s
fussnähe,fuːsneːə
lucia,luːtsiːa
zentral,t͡sɛntʁaːl
arzneimittel,aʁt͡snaɪ̯mɪtl̩
grössenwahnsinnig,ɡʁøːsənvaːnzɪnɪç
gehirnwäsche,ɡəhɪʁnvɛʃə
fünfflächners,fynfflɛçnɐs
astrobiologie,astʁobioloɡiː
frägt,fʁɛːkt
niederknieen,niːdɐkniːən
cranberry,kɹɛmbɛɹi
mondmonat,moːntmoːnat
message,mɛsɪtʃ
hunderterlei,hʊndɐtɐlaɪ̯
lebensmitteleinzelhandels,leːbənsmɪtəlaintsəlhandəls
mosaik,mozaiːk
strassenkreuzung,ʃtraːsn̩krɔ͜yt͜sʊŋ
bergen,bɛɐ̯ɡən̪
waffenstillstand,vafənʃtɪlʃtant
münzlehre,mʏnt͡sleːʁə
hubschrauberträger,huːpʃʁaʊ̯bɐtʁɛːɡɐ
radiergummi,ʁadiːɐɡʊmi
tomatensuppe,tomaːtn̩zʊpə
stolz,ʃtɔlt͡s
fing,fɪŋ
plastrahmen,plastʁaːmən
adjektiv,adjɛktiːf
abringen,apʁɪŋən
oberfaul,oːbɐfaʊ̯l
pfeffermühle,pfɛfɐmyːlə
hausanschluss,haʊ̯sʔanʃlʊs
schuldner,ʃʊldnɐ
umschauers,ʊmʃaʊ̯ɐs
unordentlich,ʊnʔɔɐ̯dn̩tlɪç
zwecklos,tsvɛkloːs
präsidentenwahl,pʁɛːzidɛntn̩vaːl
rammdösig,ʁamdøːzɪç
ausrotten,aʊ̯sʁɔtən
hängenlassen,hɛŋənlasn̩
perlenhalsbands,pɛʁlənhalsbants
eile,ʔaɪ̯lə
hühnerfleisch,hyːnɐflaɪ̯ʃ
morgenmuffel,mɔʁɡn̩mʊfl̩
taschenwörterbüchern,taʃənvœʁtɐbyːçɐn
mittendrin,mɪtəndʁɪn
anmachen,anmaχn
baseballspiele,bɛɪ̯sbɔːlʃpiːlə
freisetzung,fʁaɪ̯zɛtsʊŋ
kleinkind,klaɪ̯nkɪnt
keltibererin,kɛltibeːʁəʁɪn
giftig,ɡɪftɪk
salzwasserfisch,zaltsvasɐfɪʃ
stillen,ʃtɪlən
feuertaufe,fɔʏ̯ɐtaʊ̯fə
nachtschwärmer,naxtʃvɛrmər
umschiffen,ʊmʃɪfən
hochalemannisch,hoːxʔaləmanɪʃ
zuber,t͡suːbər
alexine,alɛksiːnə
elfer,ɛlfɐ
heiraten,haɪ̯ratən
jongleur,ʒɔŋløːɐ
reformkleid,ʁefɔʁmklaɪ̯t
verfassungsrechtlich,fɛɐ̯fasʊŋsʁɛçtlɪç
beckenförmiges,bɛkn̩fœʁmɪɡəs
schmuck,ʃmʊkʰ
mattsetzen,matzɛt͡sn̩
carbatsche,kärbäːt͡ʃə
sterbenslangweilig,ʃtɛʁbn̩slaŋvaɪ̯lɪç
dazu,datsuː
opa,oːpa
theorie,teoʁiː
westfalen,vɛstfaːlən
schranke,ʃʁaŋkə
entschleunigen,ɛntʃlɔɪ̯nɪɡn̩
achtundneunzig,axtʊntnɔɪ̯nt͡sɪç
ausfuhrscheine,aʊ̯sfuːɐ̯ʃaɪ̯nə
federweiss,feːdəʁvaɪ̯s
untersattel,ʊntɐzatl̩
schriftart,ʃʁɪftʔaːɐ̯t
sonderbehandlung,zɔndɐbəhandlʊŋ
behörde,bəhøːɐ̯də
schimpfen,ʃɪmpfən
dramatisierer,dʁamatiziːʁɐ
gesprächspunkts,ɡəʃpʁɛːçspʊŋkts
sagten,zaːktən
kyanit,kyanɪt
raucherkneipe,ʁaʊ̯xɐknaɪ̯pə
oblate,oblaːtə
oligozän,oliɡot͡seːn
beantworten,bəʔantvɔɐ̯tn̩
offen,ʔɔfən
melone,meloːnə
ölig,øːlɪk
vergrösserungsgläsern,fɛɐ̯ɡʁøːsəʁʊŋsɡlɛːzɐn
florian,floːʁi̯aːn
asylant,azylant
zyklon,t͡sykloːn
dauerzustand,daʊ̯ɐt͡suːʃtant
empörungswelle,ɛmpøːʁʊŋsvɛlə
entweder,ɛntveːdɐ
instrumentenbauer,ɪnstʁumɛntn̩baʊ̯ɐ
verrunzelt,fɛɐ̯ʁʊnt͡sl̩t
ausdauer,aʊ̯sdaʊ̯ɐ
prismatische,pʁɪsmaːtɪʃə
denim,dɛnɪm
chromatizität,kʁomaːtit͡sitɛːt
dauerwelle,daʊ̯ɐvɛlə
käsegabel,keːzəɡaːbl̩
kundgebungsteilnehmerin,kʊntɡeːbʊŋstaɪ̯lneːməʁɪn
malocher,maloːxɐ
dänemark,deːnəmaʁk
schneeballschlacht,ʃneːbalʃlaxt
milieu,mili̯øː
sossenkelle,zoːsn̩kɛlə
umgestimmt,ʊmɡəʃtɪmt
pressekonferenz,pʁɛsəkɔnfeʁɛnt͡s
eredivisie,eːʁədiviːzi
warzenhöfen,vaʁt͡sn̩høːfn̩̩
betrüger,bətʁyːɡɐ
schwiegersohn,ʃviːɡɐzoːn
metallgäbelchen,metalɡɛːbl̩çən
teiste,taɪ̯stə
gehminute,ɡeːminuːtə
reiskorn,ʁaɪ̯skɔʁn
vgp,fäʊ̯ɡeːpeː
nc,ɛntseː
umbau,ʊmbaʊ̯
studentenfutter,ʃtudɛntənfʊtɐ
halten,haltən
kaprizieren,kapʁit͡siːʁən
gestorben,ɡəʃtɔʁbən
mutmasslich,muːtmaːslɪç
tierwärter,tiːɐ̯vɛʁtɐ
umbiegen,ʊmbiːɡŋ̩
mörserkeule,mœʁzɐkɔɪ̯lə
brüchig,bʁʏçɪç
rosen,ʁoːzn̩
missouri,mɪsuːʁi
gesetzgeberisch,ɡəzɛtsɡɛbəʁɪʃ
scheckigere,ʃɛkɪɡəʁə
geilsten,ɡaɪ̯lstən
heimkind,haɪ̯mkɪnt
scheuen,ʃɔɪ̯ən
kabul,kaːbʊl
elektromobilität,elɛktʁomobilitɛːt
neunzehn,nɔʏ̯nt͡seːn
gros,ɡʁos
geleise,ɡəlaɪ̯zə
real,ʁeal
achtunddreissigste,axtʊntdʁaɪ̯sɪçstə
ariel,aːʁi̯eːl
zirmet,t͡sɪrmət
talent,talɛnt
marzipan,maʁtsipaːn
einbüssen,aɪ̯nbyːsn̩
personenkraftwagen,pɛʁzoːnənkʁaftvaːɡn̩
danebenschiessen,danebənʃiːsən
kleingedrucktes,klaɪ̯nɡədʁʊktəs
brise,bʁiːzə
fimschig,fɪmʃɪç
spiessig,ʃpiːsɪç
röggelchen,ʁœɡəlçən
