disponibilidade,diʃpunibilidadɨ
achocolatáreis,ɐʃukulɐtaɾɐjʃ
chute,t͡ʃutɨ
fanfarrão,fɐ̃fɐʁɐ̃w̃
aracnofobia,ɐɾɐknɔfubiɐ
vértice,vɛɾtisɨ
ferrenho,fɨʁeɲu
merceeiro,mɨɾsjeɾu
insuscetível,ĩsuʃɛtibɛl
tabuleiro,tɐbulɐjɾu
osvaldo,ɔʒvaldu
taturana,tɐtuɾɐnɐ
melhorados,mɨʎuɾaduʃ
caríbdis,kɐɾibdiʃ
usar,uzaɾ
coração,kɔɾɐsɐ̃w̃
geralmente,ʒɨɾalmẽtɨ
borra,bɔʁɐ
amores,ɐmoɾɨʃ
ocupado,ɔkupadu
geek,ɡikɨ
clarão,klɐɾɐ̃w̃
antixeroftálmico,ɐ̃tiʃɛɾɔftalmiku
destilar,dɨʃtilaɾ
devolver,dɨvɔlveɾ
gansa,ɡɐ̃sɐ
multáveis,multavejʃ
quimbundo,kĩbũdu
azia,ɐziɐ
aceleraram,ɐsɨlɨɾaɾɐ̃w̃
tiveras,tivɛɾɐʃ
abandone,ɐbɐ̃dɔnɨ
lande,lɐ̃dɨ
atucanarei,ɐtukɐnɐɾej
uracil,uɾɐsil
senciente,sẽsjẽtɨ
coza,kozɐ
imundície,imũdisji
aristocratismo,ɐɾiʃtukɾɐtiʒmu
sonso,sõsu
júnior,ʒunjɔɾ
deixasse,deʃasɨ
pilha,piʎɐ
autoerotismo,awtɔiɾutiʒmu
auscultar,owʃkultaɾ
encaçapavas,ẽkɐsɐpavɐʃ
efraim,ifɾɐĩ
formado,fuɾmadu
civilização,sibilizɐsɐ̃w̃
compensaríeis,kõpẽsɐɾiɐjʃ
apreciativo,ɐpɾɨsjɐtibu
chita,t͡ʃitɐ
explicação,ɐjʃplikɐsɐ̃w̃
cravinho,kɾɐbiɲu
lecionar,lɛsjunaɾ
advocatura,ɐdbukɐtuɾɐ
vinhão,viɲɐ̃w̃
jardineiro,ʒɐɾdineɾu
engrandecimentos,ẽɡɾɐ̃dɨsimẽtuʃ
túlio,tulju
feitor,fɐjtoɾ
antroposfera,ɐ̃tɾɔpɔʃfɛɾɐ
aderência,ɐdɨɾẽsjɐ
barra,baʀa
ninfomaníaca,nĩfɔmɐniɐkɐ
decorativos,dɨkuɾɐtibuʃ
pedestre,pɨdɛʃtɾɨ
fiónia,fjɔnjɐ
feitas,fejtɐʃ
time,timɨ
desafortunada,dɨzɐfuɾtunadɐ
responsáveis,ʁɨʃpõsaveʃ
esta,ɛʃtɐ
volta,vɔltɐ
jururu,ʒuɾuɾu
levanto,lɨbɐ̃tu
dentária,dẽtaɾjɐ
hébridas,ɛbɾidɐʃ
antropoide,ɐ̃tɾɔpɔjdɨ
politicagem,pulitikaʒɐ̃j̃
cerveija,sɨɾvɐjʒɐ
ancião,ɐ̃sjɐ̃w̃
detetei,dɨtɛte
micael,mikɐɛl
retalho,ʁɨtaʎu
catapimba,kɐtɐpĩbɐ
hordéolo,ɔɾdɛulu
gene,ʒɛnɨ
feiíssimas,fɐjisimɐʃ
antropobiologia,ɐ̃tɾɔpɔbjuluʒiɐ
espéculo,iʃpɛkulu
abacharelado,ɐbɐt͡ʃɐɾɨladu
retrospeção,ʁɛtɾɔʃpɛsɐ̃w̃
genovês,ʒɨnubeʃ
entendera,ẽtẽdeɾɐ
vieres,vjɛɾɨʃ
sermões,sɨɾmõj̃ʃ
ombro,õbɾu
escuta,iʃkutɐ
iugoslava,juɡuʒlabɐ
fortemente,fɔɾtɨmẽtɨ
energeticamente,inɨɾʒɛtikɐmẽtɨ
honorárias,unuɾaɾjɐʃ
talarico,tɐlɐɾiku
capô,kapo
apiário,ɐpjaɾju
efeito,ifɐjtu
racionalizada,ʁɐsjunɐlizadɐ
geórgia,ʒɨɔɾʒiɐ
burrego,buʁeɡu
crush,kɾɐʃɨ
print,pɾĩtʃi
hediondo,ediõdo
desassombradamente,dɨzɐsõbɾadɐmẽtɨ
fazeis,fɐzejʃ
témis,tɛmiʃ
persuasivo,pɨɾswazibu
bombeiro,bõbeɾu
milionário,miljunaɾju
flatulência,flɐtulẽsjɐ
socorros,sukɔʁuʃ
nada,nadɐ
valdivina,baldibinɐ
desencalhar,dɨzẽkɐʎaɾ
descendente,dɨʃsẽdẽtɨ
hidrato,idɾatu
combustível,kõbuʃtibɛl
apresentação,ɐpɾɨzẽtɐsɐ̃w̃
maceió,mɐseɔ
prestígio,pɾɨʃtiʒju
râguebi,ʁɐɡibi
calheta,kɐʎetɐ
sapateira,sɐpɐtɐjɾɐ
chapeuzinho,ʃɐpɛwziɲu
arabismo,ɐɾɐbiʒmu
tive,tibɨ
estorvo,iʃtoɾbu
durante,duɾɐ̃tɨ
frisa,fɾizɐ
consanguinidade,kõsɐ̃ɡwinidadɨ
remake,ʁimejkɨ
gostei,ɡuʃtɐj
qualificar,kwɐlifikaɾ
curas,kuɾɐʃ
alisado,ɐlizadu
simpatizante,sĩpɐtizɐ̃tɨ
agronómicas,ɐɡɾunɔmikɐʃ
fidedigna,fidɨdiɡnɐ
taquigrafia,takiɡɾɐfiɐ
respeitadora,ʁɨʃpejtɐdoɾɐ
destampatório,dɨʃtɐ̃pɐtɔɾju
ávila,avilɐ
chovais,t͡ʃubajʃ
majestade,mɐʒɨʃtadɨ
suprimir,supɾimiɾ
óbvio,ɔbju
capricórnio,kɐpɾikɔɾnju
urgia,uɾʒiɐ
garbo,ɡaɾbu
mude,mudɨ
dureza,duɾezɐ
fonológico,funulɔʒiku
intransitável,ĩtɾɐ̃zitabɛl
bancar,bɐ̃kaɾ
náutilo,nawtilu
banhar,bɐɲaɾ
incomponível,ĩkõpunibɛl
deslogar,dɨʒlɔɡaɾ
escultor,iʃkultoɾ
injusto,ĩʒuʃtu
pusessem,puzɛsɐ̃j̃
entravo,ẽtɾabu
guei,ɡɐj
verão,bɨɾɐ̃w̃
leiloo,lelowu
redor,ʁɨdɔɾ
achocolataríamos,ɐʃukulɐtɐɾiɐmuʃ
pastéis,pɐʃtɛjʃ
lineu,linew
axolote,ɐʃulɔtɨ
dissolver,disɔlbeɾ
doudo,dodu
cuanza,kwɐ̃zɐ
pimenteiro,pimẽtɐjɾu
definição,dɨfɨnisɐ̃w̃
eivará,ejvɐɾa
vedes,vedɨʃ
travesseiro,tɾɐvɨsɐjɾu
tuba,tubɐ
antiprisma,ɐ̃tipɾiʒmɐ
interdisciplinares,ĩtɛɾdiʃsiplinaɾɨʃ
fénix,fɛniks
amassa,ɐmasɐ
cronotrópico,kɾunutɾɔpiku
veia,vejɐ
metodista,mɨtudiʃtɐ
antinomianismo,ɐ̃tinumjɐniʒmu
caronte,kɐɾõtɨ
jogo,ʒoɡu
anciãos,ɐ̃sjɐ̃w̃ʃ
dezassete,d͡zɐsɛt
precisou,pɾɨsizow
houvéramos,owbɛɾɐmuʃ
tardes,taɾdɨʃ
noutra,nowtɾɐ
nadará,nɐdɐɾa
volúvel,bulubɛl
polimorfismo,pɔlimuɾfiʒmu
democratizar,dɨmukɾɐtizaɾ
estendendo,iʃtẽdẽdu
alegrete,ɐlɨɡɾetɨ
matrimónio,mɐtɾimɔnju
manométricas,mɐnumɛtɾikɐʃ
darwin,daɾwin
miosótis,miɔsɔtiʃ
contagioso,kõtɐʒjozu
pterodáctilo,ptɛɾɔdaktilu
alívio,ɐlibju
edredom,edɾɨdõ
amanita,ɐmɐnitɐ
cachopo,kɐʃopu
peão,pjɐ̃w̃
sundanês,sũdɐneʃ
cinte,sĩtɨ
interruptor,ĩtɨʁuptoɾ
obstruiu,ɔbʃtɾuiw
invasivo,ĩbazibu
antifermião,ɐ̃tifɛɾmjɐ̃w̃
nota,nɔtɐ
gualtério,ɡwaltɛɾju
dissolvido,disolvidu
eufóricos,ewfɔɾikuʃ
decomponível,dɨkõpunibɛl
cúrcuma,kuɾkumɐ
reembolso,ʁjẽbɔlsu
pianinho,pjɐniɲu
aterrar,ɐtɨʁaɾ
diferentes,difɛrẽntis
cipoal,sipwal
trovará,tɾubɐɾa
tripar,tɾipaɾ
cuzão,kuzɐ̃w̃
fio,fiu
farmeiro,fɐɾmɐjɾu
vexação,vɛʃɐsɐ̃w̃
abecásia,ɐbɨkazjɐ
legivelmente,lɨʒibɛlmẽtɨ
abusável,ɐbuzabɛl
pistachas,piʃtaʃɐʃ
catapúcia,kɐtɐpusjɐ
direito,diɾɐjtu
altinho,altiɲu
leio,leu
piromaníacos,piɾɔmɐniɐkuʃ
trouxemos,tɾosemuʃ
halita,ɐlitɐ
laranjeiras,lɐɾɐ̃ʒeɾɐʃ
seguindo,sɨɡĩdu
palmitinho,palmitiɲu
sereia,sɨɾeɐ
antipolo,ɐ̃tipɔlu
humilhar,umiʎaɾ
muxoxarem,muʃuʃaɾɐ̃j̃
finavam,finabɐ̃w̃
taboa,tɐbowɐ
agre,aɡɾɨ
cobrirá,kubɾiɾa
possivelmente,pusibɛlmẽtɨ
compensarei,kõpẽsɐɾɐj
antisseborreico,ɐ̃tisɨbuʁɐjku
pixelização,piksɐlizɐsɐ̃w̃
apoteose,ɐputɛɔzɨ
tailandesa,tajlɐ̃dezɐ
irás,iɾaʃ
chocalho,ʃukaʎu
salónica,sɐlɔnikɐ
voa,vowɐ
familiarizava,fɐmiljɐɾizavɐ
etíope,itiupɨ
garrafeira,ɡɐʁɐfɐjɾɐ
taoca,tɐɔkɐ
antimísseis,ɐ̃timisɐjʃ
lavrar,lɐbɾaɾ
expansão,iʃpɐ̃sɐ̃w̃
verguilha,vɨɾɡiʎɐ
ripostou,ʁipuʃtow
compartilhar,kõpɐɾtiʎaɾ
ferromagnetismo,fɛʁɔmaɡnɨtiʒmu
alvenel,alvɨnɛl
cachaço,kɐt͡ʃasu
clorose,kluɾɔzɨ
valorização,bɐluɾizɐsɐ̃w̃
alunissagem,ɐlunisaʒɐ̃j̃
conseguia,kõsɨɡiɐ
bateis,bɐtɐjʃ
egiptológico,iʒiptulɔʒiku
desabraçar,dɨzɐbɾɐsaɾ
angélico,ɐ̃ʒɛliku
atento,ɐtẽtu
estás,iʃtaʃ
enfardassem,ẽfɐɾdasɐ̃j̃
pristino,pɾiʃtinu
viciado,bisjadu
pautará,pawtɐɾa
cartográficos,kɐɾtuɡɾafikuʃ
ansioso,ɐ̃sjozu
anticavalo,ɐ̃tikɐbalu
àqueles,akelɨʃ
aleúte,ɐljutɨ
finasse,finasɨ
fazem,fazɐ̃j̃
tocava,tukavɐ
bugar,buɡaɾ
fracionamento,fɾasjunɐmẽtu
finito,finitu
ectoblasto,ɛktɔblaʃtu
excitar,ejʃsitaɾ
catapulto,kɐtɐpultu
fluiu,fluiw
codão,kɔdɐ̃w̃
apatetado,ɐpɐtɛtadu
pouquinho,powkiɲu
desinteressadamente,dɨzĩtɨɾɨsadɐmẽtɨ
frente,fɾẽtɨ
manuscrito,mɐnuʃkɾitu
pistaches,piʃtat͡ʃɨʃ
quitute,kitutɨ
surpreender,suɾpɾjẽdeɾ
atucanas,ɐtukɐnɐʃ
escolhido,iʃkuʎidu
nojeira,nuʒeɾɐ
meiguice,mejɡisɨ
perseverar,pɨɾsɨvɨɾaɾ
antidesenvolvimento,ɐ̃tidɨzẽvolvimẽtu
inaceitavelmente,inɐsetavɛlmẽtɨ
desalquilação,dɨzalkilɐsɐ̃w̃
latirá,lɐtiɾa
antipartidarismo,ɐ̃tipɐɾtidɐɾiʒmu
sequência,sɨkwẽsjɐ
bermudas,bɨɾmudɐʃ
arcaísmo,ɐɾkɐiʒmu
aconselhavelmente,ɐkõsɨʎabɛlmẽtɨ
hiroxima,iɾɔʃimɐ
volumétrico,vulumɛtɾiku
intercetar,ĩtɨɾsɛtaɾ
barlavento,bɐɾlɐvẽtu
diversa,divɛɾsɐ
passadeira,pɐsɐdeɾɐ
ageu,ɐʒew
ânglia,ɐ̃ɡljɐ
parafascismo,pɐɾɐfɐʃsiʒmu
sêxtuplo,seʃtuplu
iraquiano,iɾɐkjɐnu
antiflogístico,ɐ̃tifluʒiʃtiku
saudar,sɐwdaɾ
varas,vaɾɐʃ
lixívia,liʃibjɐ
desincentivar,dɨzĩsẽtibaɾ
mina,minɐ
tração,tɾasɐ̃w̃
astrológicas,ɐʃtɾulɔʒikɐʃ
fináveis,finaveʃ
alcacel,alkɐsɛl
recetivamente,ʁɨsɛtibɐmẽtɨ
antiproliferação,ɐ̃tipɾulifɨɾɐsɐ̃w̃
náuatle,nawatli
transmissor,tɾɐ̃ʒmisoɾ
carnes,kaɾnɨʃ
extensivo,ejʃtẽsibu
k,kapɐ
fone,fɔnɨ
livrão,libɾɐ̃w̃
heroico,iɾɔjku
sentimento,sẽtimẽtu
deiviane,devjɐnɨ
abatem,ɐbatɐ̃j̃
procedimento,pɾusɨdimẽtu
crolista,kɾɔliʃtɐ
travesseiro,tɾɐvɨseɾu
músicas,muzikɐʃ
paleta,pɐletɐ
retrovisor,ʁɛtɾɔbizoɾ
antipop,ɐ̃tipɔp
largamente,laɾɡɐmẽtɨ
aplicável,ɐplikabɛl
amanteigado,ɐmɐ̃tejɡadu
polissílabo,pɔlisilɐbu
guatemalteca,ɡwɐtɨmaltɛkɐ
neve,nɛvɨ
diversa,dibɛɾsɐ
desalojado,dɨzɐluʒadu
oblato,ɔblatu
sumidouro,sumidoɾu
debruçou,dɨbɾusow
analisar,ɐnɐlizaɾ
assíntota,ɐsĩtutɐ
enérgica,inɛɾʒikɐ
recompense,ʁɨkõpẽsɨ
bombeiro,bõbɐjɾu
quedival,kɨdival
antiembaçante,ɐ̃tiẽbɐsɐ̃tɨ
goleiro,ɡulejɾu
conversar,kõbɨɾsaɾ
favoravelmente,fɐvuɾavɛlmẽtɨ
alquimicamente,alkimikɐmẽtɨ
antirrevolucionário,ɐ̃tiʁɨvulusjunaɾju
proposto,pɾupoʃtu
ronrom,ʁõʁõ
lamentavelmente,lɐmẽtavɛlmẽtɨ
bilateral,bilɐtɨɾal
houvéreis,owvɛɾɐjʃ
convidar,kõvidaɾ
femoral,fɛmuɾal
melancolicamente,mɨlɐ̃kɔlikɐmẽtɨ
doentio,dwẽtiu
cerquemos,sɨɾkemuʃ
vacalo,bɐkalu
excitão,eʃsitɐ̃w̃
alienavelmente,ɐljɛnabɛlmẽtɨ
vagabunda,bɐɡɐbũdɐ
quispo,kiʃpu
pardau,pɐɾdaw
acharei,ɐt͡ʃɐɾej
detete,dɨtɛtɨ
eureca,ewɾɛkɐ
entre,ẽtɾʲ
neutralização,newtɾɐlizɐsɐ̃w̃
estive,iʃtibɨ
maldito,malditu
megabit,mɛɡabiti
exclamava,iʃklɐmabɐ
terabit,tɛɾabit͡ʃi
antidoença,ɐ̃tidwẽsɐ
superfaturar,supɛɾfatuɾaɾ
fluminense,fluminẽsɨ
zerará,zɛɾɐɾa
resiliência,ʁɨziljẽsjɐ
desonerar,dɨzɔnɨɾaɾ
zorrilhos,zuʁiʎuʃ
héracles,ɛɾɐklɨʃ
eternamente,itɛɾnɐmẽtɨ
podeis,pudeʃ
coima,kɔjmɐ
antenular,ɐ̃tɨnulaɾ
hádice,adisɨ
negativo,nɨɡɐtivu
compreender,kõpɾjẽdeɾ
fechado,fɨʃadu
maragateiem,mɐɾɐɡɐteɐ̃j̃
oxidareis,ɔksidɐɾɐjʃ
desaba,d͡zabɐ
mineiraço,minɐjɾasu
brigadão,bɾiɡɐdɐ̃w̃
marujo,mɐɾuʒu
preferível,pɾɨfɨɾivɛl
palavrona,pɐlɐbɾonɐ
politeísta,pɔlitɐiʃtɐ
ateliê,ɐtlie
socioeconómico,sɔsjɔikunɔmiku
camisa,kɐmizɐ
afixar,ɐfiksaɾ
subdelegacia,subdɨlɨɡɐsiɐ
descer,dɨʃeɾ
displicência,diʃplisẽsjɐ
ascensão,ɐʃsẽsɐ̃w̃
aeromante,ɐɛɾɔmɐ̃tɨ
odiáxere,ɔdjaʃɨɾɨ
quera,kwɛɾɐ
ovino,ɔbinu
benta,bẽtɐ
anticopyright,ɐ̃tikɔpiɾajt
racionalizava,ʁɐsjunɐlizabɐ
agrónoma,ɐɡɾɔnumɐ
teleconduzido,tɛlɛkõduzidu
ocra,ɔkɾɐ
geniturinário,ʒɨnituɾinaɾju
raquel,ʁɐkɛl
charles,ʃaɾlɨʃ
interessar,ĩtɾɨsaɾ
arreflexivo,ɐʁɨflɛksivu
termostato,tɛɾmɔʃtatu
alvéolo,albɛulu
comereis,kumɨɾejʃ
celtismo,sɛltiʒmu
carunchar,kɐɾũʃaɾ
traçar,tɾɐsaɾ
moliceiro,mulisejɾu
aplana,ɐplɐnɐ
tiriva,tiɾivɐ
ativo,ativu
evitar,ibitaɾ
mitigação,mitiɡɐsɐ̃w̃
totalidade,tutɐlidadɨ
veterinárias,vɨtɨɾinaɾjɐʃ
sido,sidu
veremos,vɨɾemuʃ
cantoria,kɐ̃tuɾiɐ
desgoverno,dɨʒɡubeɾnu
cingida,sĩʒidɐ
interiormente,ĩtɨɾjoɾmẽtɨ
ibiza,ibizɐ
oliva,ɔlibɐ
eleitor,ilɐjtoɾ
vítima,vitimɐ
holístico,ɔliʃtiku
polivalente,pɔlivɐlẽtɨ
adendar,ɐdẽdaɾ
ora,ɔɾɐ
bailava,bajlavɐ
acerbamente,ɐseɾbɐmẽtɨ
invídias,ĩvidjɐʃ
quinteto,kĩtetu
altamente,altɐmẽtɨ
tergiversação,tɨɾʒibɨɾsɐsɐ̃w̃
admiração,ɐdmiɾɐsɐ̃w̃
solubilidade,sulubilidadɨ
claros,klaɾuʃ
homem,ɔmɐ̃j̃
oxiúro,oksiuɾu
destrinchar,dɨʃtɾĩt͡ʃaɾ
acontecerão,ɐkõtɨsɨɾɐ̃w̃
darwinismo,daɾwiniʒmu
reflexivas,ʁɨflɛksivɐʃ
lavrará,lɐvɾɐɾa
ira,iɾɐ
antimineração,ɐ̃timinɨɾɐsɐ̃w̃
bujarda,buʒaɾdɐ
comprares,kõpɾaɾɨʃ
pegado,pɨɡadu
rapé,ʁɐpɛ
trapézio,tɾɐpɛzju
aidético,ajdɛtiku
saíeis,sɐiejʃ
treinará,tɾejnɐɾa
humano,umɐnu
cuidadosamente,kujdɐdɔzɐmẽtɨ
lívia,livjɐ
cadeiras,kɐdeɾɐʃ
videogueime,vidjɔɡɐjmɨ
insofismável,ĩsufiʒmavɛl
aranzel,ɐɾɐ̃zɛl
morcego,mohseɡu
pinada,pinadɐ
antijacobino,ɐ̃tiʒɐkubinu
contribuiu,kõtɾibwiw
argila,ɐɾʒilɐ
retroprojetor,ʁɛtɾɔpɾuʒɛtoɾ
latirás,lɐtiɾaʃ
odelouca,ɔdɨlowkɐ
irrepreensível,iʁɨpɾjẽsivɛl
junto,ʒũtu
diariamente,djaɾjɐmẽtɨ
peixinho,pejʃiɲu
cante,kɐ̃tɨ
canindé,kɐnĩdɛ
voltou,vɔltow
incineradora,ĩsinɨɾɐdoɾɐ
básico,baziku
exclamava,ejʃklɐmabɐ
navicular,nɐbikulaɾ
alegação,ɐlɨɡɐsɐ̃w̃
território,tɨʁitɔɾju
assustar,ɐsuʃtaɾ
anticriativo,ɐ̃tikɾiɐtibu
agadá,ɐɡɐda
pensaram,pẽsaɾɐ̃w̃
japona,ʒɐponɐ
escoto,iʃkɔtu
chavearia,ʃɐvjɐɾiɐ
fadar,fɐdaɾ
dalguns,dalɡũʃ
interdisciplinares,ĩtɛɾdɨʃiplinaɾɨʃ
anticiência,ɐ̃tisjẽsjɐ
aceitabilidade,ɐsetɐbilidadɨ
crocante,kɾɔkɐ̃tɨ
coloquialmente,kulukjalmẽtɨ
déreis,dɛɾejʃ
doceria,dusɨɾiɐ
antipedofilia,ɐ̃tipɨdɔfiliɐ
emburrecimento,ẽbuʁɨsimẽtu
conseguir,kõsɛɡih
pormenor,pɾumɨnɔɾ
aborto,ɐbɔɾtu
erétil,iɾɛtil
vizinho,bɨziɲu
censurareis,sẽsuɾɐɾɐjʃ
paladar,pɐlɐdaɾ
acontecer,ɐkõtɨseɾ
soviético,suvjɛtiku
ulterior,ultɨɾjoɾ
veios,bejuʃ
sexista,sɛksiʃtɐ
cobiçar,kubisaɾ
ourar,oɾaɾ
pedinchão,pɨdĩʃɐ̃w̃
tolerar,tulɨɾaɾ
houvésseis,owbɛsejʃ
pedreiro,pɨdɾejɾu
argeliano,ɐɾʒɨljɐnu
cheia,t͡ʃejɐ
mancha,mɐ̃t͡ʃɐ
concita,kõsitɐ
fabricar,fɐbɾikaɾ
paulino,pawlinu
relatem,ʁɨlatɐ̃j̃
mosteiro,muʃtejɾu
antigo,ɐ̃tiɡu
porra,poʁɐ
desenvolto,dɨzẽboltu
vitelo,vitelu
sonhos,soɲuʃ
têxtil,tɐjʃtil
mariana,mɐɾjɐnɐ
acoquinar,ɐkukinaɾ
longa,lõɡɐ
lagarta,lɐɡaɾtɐ
rugir,ʁuʒiɾ
arbitrário,ɐɾbitɾaɾju
compreensivo,kõpɾiẽsivu
antiferroviário,ɐ̃tifɛʁɔbjaɾju
dragãozinho,dɾɐɡɐ̃w̃ziɲu
comiam,kumiɐ̃w̃
grosseiro,ɡɾuseɾu
caem,kaɐ̃j̃
condado,kõdadu
evaporar,ibɐpuɾaɾ
alelicamente,ɐlɛlikɐmẽtɨ
antifalsificação,ɐ̃tifalsifikɐsɐ̃w̃
mantenho,mɐ̃tɐjɲu
maragateariam,mɐɾɐɡɐtjɐɾiɐ̃w̃
antiproteinase,ɐ̃tipɾɔtɐinazɨ
prever,pɾɨveɾ
extratem,ejʃtɾatɐ̃j̃
imiscível,imiʃsibɛl
maragateáramos,mɐɾɐɡɐtjaɾɐmuʃ
querche,kɛɾʃɨ
fundará,fũdɐɾa
incoerência,ĩkwiɾẽsjɐ
nele,nelɨ
havíeis,ɐviɐjʃ
lombardo,lõbaɾdu
fricativa,fɾikɐtibɐ
pangeia,pɐ̃ʒeɐ
acha,at͡ʃɐ
antiterremoto,ɐ̃titɨʁɨmɔtu
cheirar,t͡ʃejɾaɾ
borba,bɔɾbɐ
acalma,ɐkalmɐ
antitireoide,ɐ̃titiɾjɔjdɨ
excitão,eʃitɐ̃w̃
aviária,ɐvjaɾjɐ
dialetologista,diɐlɛtuluʒiʃtɐ
tiveras,tibɛɾɐʃ
estrutura,iʃtɾutuɾɐ
culpa,kulpɐ
desculpável,dɨʃkulpavɛl
cobria,kubɾiɐ
breve,bɾɛbɨ
piracicaba,piɾɐsikabɐ
chufa,t͡ʃufɐ
chavalo,t͡ʃɐbalu
supercondutor,supɛɾkõdutoɾ
crack,kɾakɨ
reformista,ʁɨfuɾmiʃtɐ
vómer,vɔmɛɾ
viril,biɾil
antinacionalista,ɐ̃tinɐsjunɐliʃtɐ
bafo,bafu
sentir,sẽtiɾ
pego,pɛɡu
antracoide,ɐ̃tɾɐkɔjdɨ
hemiciclos,ɛmisikluʃ
bandeirante,bɐ̃dejɾɐ̃tɨ
cuspo,kuʃpu
multavas,multabɐʃ
coação,kwɐsɐ̃w̃
bancário,bɐ̃kaɾju
mortadela,muɾtɐdɛlɐ
peia,pejɐ
machão,mɐʃɐ̃w̃
pelas,plɐʃ
irascível,iɾɐʃibɛl
esboçar,iʒbusaɾ
peleja,pɨlɐjʒɐ
polvoroso,pɔlvuɾozu
jarro,ʒaʁu
lúmen,lumɛn
fenício,fɨnisju
saiu,sɐiw
insolúvel,ĩsulubɛl
credível,kɾɨdibɛl
antifinanceiro,ɐ̃tifinɐ̃sejɾu
argel,ɐɾʒɛl
acharam,ɐʃaɾɐ̃w̃
irã,iɾɐ̃
iracema,iɾɐsemɐ
vorazes,vuɾazɨʃ
inalo,inalu
dezoito,dɨzɔjtu
façanha,fɐsɐɲɐ
digestível,diʒɨʃtivɛl
antimarketing,ɐ̃timaɾkɨtĩɡ
olhem,ɔʎɐ̃j̃
armila,ɐɾmilɐ
videotape,vidjɔtepɨ
escravismo,iʃkɾɐviʒmu
parelho,pɐɾɐjʎu
assur,ɐsuɾ
convulsivo,kõvulsivu
inundar,inũdaɾ
cases,kazɨʃ
oxídrico,ɔksidɾiku
rezará,ʁɨzɐɾa
bibliotecário,bibliutɨkaɾju
atucanaste,ɐtukɐnaʃtɨ
punitivas,punitivɐʃ
wasabi,wasabi
batizado,batizadu
dicção,diksɐ̃w̃
transliteração,tɾɐ̃ʒlitɨɾɐsɐ̃w̃
feno,fenu
azeiteiro,ɐzɐjtɐjɾu
marcial,mɐɾsjal
finas,finɐʃ
húbris,ubɾiʃ
homofóbicas,ɔmɔfɔbikɐʃ
cintura,sĩtuɾɐ
zagrebe,zaɡɾɛbɨ
rocheda,ʁut͡ʃedɐ
universalizar,unibɨɾsɐlizaɾ
devagarinho,dɨbɐɡɐɾiɲu
camuflagem,kɐmuflaʒɐ̃j̃
chuca,t͡ʃukɐ
avogar,ɐvuɡaɾ
assassino,ɐsɐsinu
plasmídeo,plɐʒmidju
batímetros,bɐtimɨtɾuʃ
hotéis,ɔtɛjʃ
barbeiro,bɐɾbeɾu
tomate,tumatɨ
zebro,zɛbɾu
recalcar,ʁɨkalkaɾ
moreira,muɾejɾɐ
circunscrever,siɾkũʃkɾɨveɾ
abandonarem,ɐbɐ̃dunaɾɐ̃j̃
deli,dɛli
paliativo,pɐljɐtivu
descorante,dɨʃkɔɾɐ̃tɨ
ressalva,ʁɨsalbɐ
dísel,dizɛl
cu,ku
chupachupa,ʃupɐʃupɐ
aliviadoiro,ɐlivjɐdojɾu
arrazoo,ɐʁɐzowu
varginha,vɐɾʒiɲɐ
procurado,pɾɔkuɾadu
coríntio,kuɾĩtju
trio,tɾiu
cartão,kɐɾtɐ̃w̃
anel,ɐnɛl
curvado,kuɾvadu
venço,bẽsu
chancela,ʃɐ̃sɛlɐ
catar,kataɾ
cigana,siɡɐnɐ
gávea,ɡabjɐ
cnidário,knidaɾju
compreensão,kõpɾiẽsɐ̃w̃
atucanardes,ɐtukɐnaɾdɨʃ
transponível,tɾɐ̃ʃpunivɛl
julgar,ʒulɡaɾ
aconchegar,ɐkõʃɨɡaɾ
sintoma,sĩtomɐ
rápido,ʁapidu
feudalmente,fewdalmẽtɨ
berílio,bɨɾilju
dogmaticamente,dɔɡmatikɐmẽtɨ
impor,ĩpoɾ
sentou,sẽtow
antiguerreiro,ɐ̃tiɡɨʁejɾu
retroceder,ʁɨtɾusɨdeɾ
rebento,ʁɨbẽtu
dispneia,diʃpneɐ
mancheia,mɐ̃ʃejɐ
diabólico,djɐbɔliku
nesta,nɛʃtɐ
adivinhação,ɐdiviɲɐsɐ̃w̃
terceira,tɨɾsɐjɾɐ
adverbializar,ɐdbɨɾbjɐlizaɾ
aretologia,ɐɾɨtuluʒiɐ
sapateado,sɐpɐtjadu
apressado,ɐpɾɨsadu
croissant,kɾuasɐ̃
entranço,ẽtɾɐ̃su
arriscar,ɐʁiʃkaɾ
escreve,iʃkɾɛvɨ
radioamadorismo,ʁadjuɐmɐduɾiʒmu
lourinho,loɾiɲu
puritano,puɾitɐnu
divaldo,divaldu
perdão,pɨɾdɐ̃w̃
zaragata,zɐɾɐɡatɐ
antepõem,ɐ̃tɨpõj̃ɐ̃j̃
corgo,koɾɡu
empolado,ẽpuladu
bosquímano,buʃkimɐnu
transcendência,tɾɐ̃ʃsẽdẽsjɐ
advogada,ɐdvuɡadɐ
nuas,nuɐʃ
ovelha,ɔbeʎɐ
no,nu
arménia,ɐɾmɛniɐ
escarranchar,iʃkɐʁɐ̃t͡ʃaɾ
papeis,pɐpɐjʃ
invencível,ĩbẽsibɛl
datando,dɐtɐ̃du
bluff,blɐfɨ
iodo,jodu
conter,kõteɾ
cerveijaria,sɨɾbejʒɐɾiɐ
zircónio,ziɾkɔnju
xá,ʃa
têmpora,tẽpuɾɐ
palmeira,palmeɾɐ
