coch,koːχ
adweini,adwei̯ni
arswydau,arsʊi̯dɛ
credes,krɛdɛs
crac,krak
afonydd,avoːnɪð
ddigwyddodd,ðɪɡwɪðɔð
garedig,ɡareːdɪɡ
llafariaid,ɬavarjai̯d
metelegwyr,mɛtɛlɛɡwɪr
arswydau,arsʊi̯dai̯
ardaloedd,ardaːlɔð
lleiandai,ɬei̯andai̯
awstralia,au̯sdralja
ý,ɪ
ngharu,ŋ̊ari
allanfa,aɬanva
eos,eːɔs
amhenodol,amhɛnoːdɔl
agendor,aɡɛndɔr
beirniadaeth,bei̯rnjaːdɛθ
desgiau,dɛsɡjɛ
bydysawd,bədəsau̯d
cyflau,kəvlai̯
einsteiniwm,ei̯nsdei̯njʊm
bron,brɔn
gerflun,ɡɛrvlɪn
anghofuster,aŋhɔvɪsdɛr
masgiau,masɡjai̯
arfbeisiau,arvbei̯ʃɛ
planed,planɛd
cusanu,kɪsaːni
pigddu,pɪɡði
trwyth,trʊi̯θ
cras,kraːs
gydbreswylwyr,ɡiːdbrɛsʊi̯lwɪr
gwaethaf,ɡwiːθa
siobyn,ʃɔbɪn
allglofan,aɬɡloːvan
cefnfor,keːvɛnvɔr
partner,partnɛr
cyfnodolyn,kəvnɔdɔlɪn
haf,haːv
trwyddedau,trʊi̯ðɛdɛ
rhwym,r̥ʊi̯m
mudydd,mɪdɪð
cymraeg,kəmraːɡ
asesiadau,asɛsjadɛ
bibau,bɪbɛ
torlannau,tɔrlanɛ
drygioni,drəɡjɔni
poenydio,pɔi̯nədjɔ
bwllheli,bʊɬhɛli
garais,ɡarɛs
mleiddiau,mlei̯ðjɛ
nheyrnas,n̥ei̯rnas
tharianau,θarjaːnɛ
toiledi,tɔi̯leːdi
erioed,rjɔi̯d
hanes,hanɛs
una,ɪna
wŷr,wiːr
torret,tɔrɛt
anghydfodau,aŋhədvoːdɛ
gog,ɡɔɡ
addysga,aðəsɡa
bedair,bɛdɛr
nghlyw,ŋ̊lɪu̯
elc,ɛlk
nefoedd,neːvɔð
rhyngwladol,r̥əŋlaːdɔl
clofan,klɔvan
tonau,toːnai̯
megin,mɛɡɪn
democrataidd,dɛmɔkratɛð
arwr,arʊr
gwir,ɡwiːr
fai,vai̯
treigladau,treiɡladaɛ
hudo,hiːdɔ
eiliadau,ei̯ljadai̯
camu,kami
swyddfa,sʊi̯ðva
bahamas,bahaːmaz
byw,bɪu̯
paentiau,pei̯ntjɛ
rhewlif,r̥ɛu̯lɪv
arwynebedd,arwɪneːbɛð
gambodia,ɡambɔdja
canlyn,kanlɪn
cwstard,kʊsdard
goddrychol,ɡɔðrəχɔl
edau,ɛdɛ
elsent,ɛlsɛnt
gyfoethocach,ɡəvɔi̯θɔkaχ
bath,baːθ
prynhawniau,prɪnhau̯njai̯
nghanlyniadau,ŋ̊anlənjaːdai̯
goginio,ɡɔɡɪnjɔ
gobeithio,ɡɔbei̯θjɔ
petroliwm,pɛtrɔljʊm
gwelsen,ɡwɛlsɛn
thalent,θalɛnt
wyt,iːt
fampir,vampɪr
sylwedd,səlwɛð
lysfam,lɪsvam
prifeirdd,priːvei̯rð
para,paːra
dyfnion,dəvnjɔn
fag,vaɡ
myr,mɪr
creadigol,krɛadɪɡɔl
ddaeareg,ðei̯aːrɛɡ
gylfinir,ɡəlvɪnɪr
siswrn,ʃɪʃʊn
gordd,ɡɔrð
temlau,tɛmlai̯
gruga,ɡriːɡa
fyfyriwr,vəvərjʊr
adroddaf,adroːðav
adleoli,adlɛoːli
offer,oːfɛr
prynhawniau,pnau̯njɛ
gwrthgyferbyniad,ɡʊrθɡəvɛrbənjad
pasio,paʃɔ
caru,kaːri
erwau,ɛrwɛ
sustem,sɪsdɛm
adwaenit,adwei̯nɪt
sosialydd,sɔʃalɪð
welais,weːlɛs
elciaid,ɛlkjai̯d
bloreion,blɔrei̯ɔn
gytgan,ɡətɡan
garant,ɡarant
gwyliedyddion,ɡwɪljɛdəðjɔn
pherth,fɛrθ
melyn,mɛlɪn
gwydion,ɡʊi̯djɔn
tiroedd,tiːrɔi̯ð
nerw,neːru
parhau,parhai̯
melynwyn,mɛlənwɪn
aelodau,ei̯lɔdai̯
cwestiynau,kwɛsdjʊnɛ
brochion,brɔχjɔn
addunedu,aðɪnɛdi
efengylu,ɛvɛŋəli
nicaragwa,nɪkaraɡwa
twgu,tʊɡi
cofiai,kɔvjai̯
fath,vaːθ
trawo,trau̯ɔ
hechrydu,hɛχrədi
ddim,ðɪm
sydd,siːð
chnoi,χnɔi̯
siopwyr,ʃɔpwɪr
cloriau,klɔrjai̯
megino,mɛɡiːnɔ
adduned,aðɪnɛd
neuadd,nei̯að
mawr,mau̯r
angorau,aŋɔraai̯
gwyno,ɡʊi̯nɔ
tebygol,tɛbəɡɔl
meddiannau,mɛðjanai̯
tocynnau,tɔkənɛ
awdur,au̯dɪr
coleg,kɔlɛɡ
bachan,baχan
ofn,oːvan
grug,ɡriːɡ
serenllys,sɛrɛnɬɪs
mewnforiwr,mɛu̯nvɔrjʊr
macymwn,makəmʊn
tawelu,tau̯eːli
brân,braːn
llif,ɬiːv
tafarnwyr,tavarnwɪr
adfeilio,advei̯ljɔ
ddigon,ðɪɡɔn
trôi,troːi̯
pesychu,pɛsəχi
aneiri,anei̯ri
hirddisgwyliedig,hiːrðɪsɡʊi̯ljɛdɪɡ
aeledau,ei̯lɛdɛ
cryddiaeth,krəðjai̯θ
wyliau,ʊi̯ljɛ
amgylcheddol,amɡəlχeːðɔl
cathbysgod,kaθbəsɡɔd
bipes,bɪpɛs
mor,mɔr
contractau,kɔntraktɛ
plufyn,plɪvɪn
haros,haːrɔs
olaf,oːla
cyfansymiau,kəvansəmjɛ
cyfatebiaeth,kəvatɛbjɛθ
diodydd,dioːdɪð
drwsio,drʊsjɔ
goleuadau,ɡɔliadɛ
reiat,rei̯at
cofnodi,kɔvnɔdi
gredi,ɡreːdi
feddal,veːðal
camddealltwriaeth,kamðɛaɬdʊrjɛθ
ymddangos,əmðaŋɡɔs
thalaist,θaːlai̯sd
beichiog,bei̯χjɔɡ
gwyddelod,ɡʊi̯ðɛlɔd
mlynyddoedd,mlənəðɔi̯ð
cyfatebiaethau,kəvatɛbjei̯θai̯
clybiau,kləbjɛ
amrywedd,amrɪu̯jɛð
mygydau,məɡədɛ
pobloedd,pɔblɔi̯ð
galwedigaeth,ɡalwɛdɪɡɛθ
symudon,səmɪdɔn
pennog,pɛnɔɡ
phigfelyn,fɪɡveːlɪn
torra,tɔra
ddoe,ðoː
gorwedd,ɡɔrwɛð
redais,rɛdai̯s
chadair,χadai̯r
defnydd,dɛvnɪð
cyfrwng,kəvrʊŋ
yddfgoch,əðvɡɔχ
mwydod,mʊi̯dɔd
seinegol,sei̯neːɡɔl
ngerddi,ŋɛrði
offeiriad,ɔfei̯rjad
bawn,bau̯n
nghwestiwn,kwɛsdjʊn
awdl,au̯dl
cristnogion,krɪsdnɔɡjɔn
cedor,kɛdɔr
melynwyrdd,mɛlənwɪrð
gorchfygiad,ɡɔrχvəɡjad
gramadeg,ɡramadɛɡ
llwythau,ɬʊi̯θɛ
arolygiadau,arɔləɡjaːdɛ
gwrthiselder,ɡʊrθɪsɛldɛr
tegan,teːɡan
wythnos,ʊθnɔs
orffennaf,ɔrfɛnav
cynnydd,kənɪð
berf,bɛrv
fel,vɛl
deulu,diːli
nwfr,nʊvr
blaenor,blei̯nɔr
thalach,θalaχ
ganfyddadwy,ɡanvəðadʊi̯
canoli,kanoːli
peniadau,pɛnjaːdɛ
clodydd,klɔdɪð
boron,boːrɔn
adarwyr,adarwɪr
chwenychu,χwɛnəχi
effeithlon,ɛfei̯θlɔn
llythrennog,ɬəθrɛnɔɡ
optegydd,ɔpteːɡɪð
costio,kɔsdjɔ
bastai,basdai̯
myfanwy,məvanʊi̯
bridge,brɪd͡ʒ
jac,d͡ʒak
mhêl,m̥eːl
cefnfor,kɛvɛnvɔr
adnabyddiaeth,adnabəðjɛθ
oes,oːs
cwmnïau,kʊmniːai̯
ffuglen,fɪɡlɛn
cnofil,knɔvɪl
ffotograff,fɔtɔɡraf
chwch,χʊχ
sadwrn,sadʊrn
arnom,arnɔm
galluog,ɡaɬiɔɡ
castanwydden,kasdanwiːðɛn
bola,bɔla
treigl,trei̯ɡl
swoleg,zʊɔlɛɡ
llen,ɬɛn
cymedrolwr,kəmɛdroːlʊr
brawychiaeth,brau̯əχjɛθ
rhawn,r̥au̯n
dewin,dɛu̯ɪn
tenantiaethau,tɛnantjei̯θai̯
anheddau,anhɛðai̯
gornestau,ɡɔrnɛsdai̯
thal,θal
pryfyn,prəvɪn
dyrysgoed,dərəsɡɔi̯d
atalnodau,atalnɔdai̯
mab,maːb
geri,ɡeːrɪ
jam,d͡ʒam
muchudd,miːχɪð
nghlywed,ŋ̊ləu̯ɛd
pharhau,farhai̯
ynys,ənɪs
anghlodwiw,aŋhlɔdwɪu̯
ymrwymo,əmrʊi̯mɔ
ffugenwau,fɪɡɛnwɛ
chot,χɔt
adfeiliadau,advei̯ljaːdai̯
peth,peːθ
mosg,mɔsɡ
dewed,dɛu̯ɛd
cyfundrefnol,kəvɪndrɛvnɔl
pader,paːdɛr
cacennau,kakɛnɛ
garem,ɡarɛm
cymylog,kəməlɔɡ
aweddyfroedd,au̯ɛðəvrɔi̯ð
faneg,vanɛɡ
digidol,dɪɡiːdɔl
ddarllenais,ðarɬeːnɛs
aethoch,ɛθɔχ
eisteddfodau,ei̯sdɛðvɔdai̯
portiwgaleg,pɔrtɪu̯ɡaːlɛɡ
gorfod,ɡɔrfɔd
uchel,ɪχɛl
chrac,χrak
morgeisio,mɔrɡei̯ʃɔ
theisen,θei̯ʃɛn
nghyfreithiwr,ŋ̊əvrei̯θjʊr
chariad,χarjad
wylanod,ʊi̯laːnɔd
gẃraidd,ɡʊrai̯ð
eraill,eːrɪɬ
araf,aːrav
arglwyddesau,arɡlʊi̯ðɛsai̯
angharad,aŋhaːrad
cywiro,kəu̯ɪrɔ
wybr,ʊi̯br
cydweithiwr,kiːdwei̯θjʊr
caerwynt,kai̯rwɪnt
nghadair,ŋ̊adɛr
ysmygon,əsməɡɔn
conwydden,kɔnwɪðɛn
rhagorsaf,r̩aɡɔrsav
ddeiliaid,ðei̯ljai̯d
diweddaraf,dɪu̯ɛðaːrav
theimlo,θei̯mlɔ
niweidio,nɪu̯ei̯djɔ
heuldro,hei̯ldrɔ
dalan,daːlan
treiswyr,trei̯swɪr
llywy,ɬəʊ̯i
cododd,koːdɔð
sgwlio,sɡʊljɔ
caredig,kareːdɪɡ
greda,ɡrɛda
asesiadau,asɛʃadɛ
eisteddfodwr,ei̯sdɛðvɔdʊr
cefnwyrdd,kɛvnwɪrð
trybedd,trəbɛð
sgôr,sɡoːr
enwog,ɛnwɔɡ
lywyddiaeth,ləu̯əðjɛθ
gwrthryfelgar,ɡʊrθrəvɛlɡar
gyfnither,ɡəvniːθɛr
llestair,ɬɛsdai̯r
anawsterau,anau̯sdeːrai̯
aeres,ei̯rɛs
cudyll,kɪdɪɬ
dafodau,davɔdai̯
tanwydd,tanwɪð
cycyllau,kəkəɬɛ
nglaned,ŋlanɛd
cynaeafu,knei̯aːvi
nhîm,n̥iːm
echdoe,ɛχðɔ
tharianau,θarjanɛ
thywyll,θəu̯ɪɬ
cantores,kantɔrɛs
adfeilion,advei̯ljɔn
adargi,adarɡi
lluosogi,ɬiɔsɔɡi
mhrifddinas,m̥rɪvðiːnas
golau,ɡɔlɛ
foes,vɔi̯s
profi,proːvi
iet,jɛt
cyfannu,kəvani
phrydain,frədɛn
agen,aːɡɛn
cyhyr,kəhɪr
lwcsembwrg,lʊksɛmbʊrɡ
cyfrifydd,kəvrɪvɪð
pyjamas,pəd͡ʒamaz
llwydaidd,ɬʊi̯dai̯ð
tafodieithol,tavɔdjei̯θɔl
ngadael,ŋaːdɛl
coed,kɔi̯d
dala,daːla
neidiau,nei̯djɛ
ŵyl,ʊi̯l
afles,avlɛs
melynion,mɛlənjɔn
caerdydd,kai̯rdiːð
teisennau,tei̯ʃɛnɛ
photel,fɔtal
fewnblyg,vɛu̯nblɪɡ
croatia,krɔaʃa
mhris,m̥riːʃ
olew,ɔlɛu̯
hyrwyddwr,hərʊi̯ðʊr
amcanu,amkaːni
nwy,nʊi̯
deisen,dei̯ʃɛn
allant,aɬant
phroblem,frɔblɛm
nghwpwrdd,ŋ̊ʊpʊrð
ngharcharu,ŋ̊arχaːri
trefn,trɛvɛn
nafad,navad
gwchi,ɡʊχi
adegau,adeːɡɛ
argrafiadau,arɡrafjadai̯
twyll,tʊi̯ɬ
gefnau,ɡɛvnai̯
yfed,ɪvɛd
milodfa,milɔdva
cwestiynau,kwɛsdənɛ
athref,aθrɛv
dylunio,dəlɪnjɔ
lluniau,ɬɪnjɛ
enillion,ɛnɪɬjɔn
mhigynnau,m̥ɪɡənai̯
elor,eːlɔr
adferol,adveːrɔl
siopwr,ʃɔpʊr
ngwybodaeth,ŋwɪboːdɛθ
y,ə
ngharreg,ŋ̊arɛɡ
biwi,bɪu̯i
nalen,nalɛn
ysgubor,əsɡiːbɔr
talai,taːlai̯
nglanaf,ŋlana
diffodd,dɪfɔð
rai,rai̯
pheiriannwyr,fei̯rjanwɪr
afreidiau,avrei̯djai̯
sunthesis,sɪnθɛsɪs
nghanolbarth,ŋ̊anɔlbarθ
adnabyddi,adnabəði
cymro,kəmrɔ
ddest,ðeːsd
rech,reːχ
papur,papɪr
chytganau,χətɡaːnai̯
olygu,ɔləɡi
sgriniau,sɡrɪnjɛ
fflyd,fliːd
actiniwm,aktɪnjʊm
wybodaeth,ʊi̯bɔdɛθ
wy,wiː
wennol,wɛnɔl
offerennau,ɔfɛrɛnɛ
wybod,uːbɔd
menig,mɛnɪɡ
sgwrsio,sɡʊrsjo
byddai,bəðɛ
boeth,boːθ
cynhesu,knɛsi
datblygiad,datbləɡjad
addurnol,aðɪrnɔl
mhlu,m̥liː
lorïau,lɔriːai̯
fodur,voːdɪr
mhastai,m̥asdai̯
mis,miːʃ
darianau,darjaːnai̯
sebraod,zebraːɔd
gwlychu,ɡwləχi
cyfrinach,kəvriːnaχ
mronnau,mrɔnai̯
ÿ,ɪ
chut,χɪt
canslo,kanslɔ
rhywun,rɪu̯ɪn
caerliwelydd,kai̯rlɪu̯ɛlɪð
crydiau,krədjɛ
ymbelydredd,əmbɛlədrɛð
nghlefyd,ŋ̊lɛvɪd
perthi,pɛrθi
nghoronafeirws,ŋ̊ɔroːnavei̯rʊs
degan,dɛɡan
toddi,tɔði
afradloni,avradlɔni
ngwyliau,ŋwɪljai̯
gwybodus,ɡʊi̯bɔdɪs
nhadau,n̥aːdɛ
rhwyll,r̥ʊi̯ɬ
arosfeydd,arɔsvei̯ð
bysedd,bəsɛð
ngoleuadau,ŋɔljadɛ
nadolig,dɔlɪɡ
coginiodd,kɔɡɪnjɔð
adflasau,advlasɛ
barnu,barni
partïon,partiːɔn
corryn,kɔrɪn
moliannau,mɔljanɛ
digynnwrf,diːɡənʊrv
llansamlet,ɬansamlɛt
archfarchnad,arχvarχnad
magnelau,maɡnɛlɛ
brenhinol,brɛnhɪnɔl
cyfogi,kəvoːɡi
noli,nɔli
gweiriau,ɡwei̯rjai̯
corhedydd,kɔrhɛdɪð
eiddgar,ei̯ðɡar
abadau,abaːai̯
canet,kaːnɛt
cydweithredu,kiːdwei̯θreːdi
gweled,ɡwɛlɛd
drysgoed,drəsɡɔi̯d
baet,bai̯t
terfysgoedd,tɛrvəsɡɔi̯ð
gorweiddiog,ɡɔrwei̯ðjɔɡ
theledu,θɛlɛdi
cryddiaeth,krəðjɛθ
mlodau,mloːdɛ
blogiau,blɔɡjɛ
achydd,aχɪð
heno,heːnɔ
iseldiraidd,ɪsɛldɪrai̯ð
ddesgiau,ðɛsɡjɛ
pigwrn,piːɡʊrn
habadesau,habadɛsai̯
adref,adrɛ
nraenog,nrai̯nɔɡ
anghywir,aŋ̊həwɪr
nafad,naːvad
nhalent,n̥aːlɛnt
annedd,anað
rheoliadur,r̥ɛɔljadɪr
cyfryngiad,kəvrəŋjad
ddannoedd,ðanɔi̯ð
swistir,əswɪsdɪr
mwydyn,mʊi̯dɪn
gwyntyll,ɡwɪntɪɬ
ddŵad,ðuːad
teth,teːθ
llediaith,ɬɛdjai̯θ
buddugwyr,bɪðɪɡwɪr
digartref,dɪɡartrɛv
aduniad,adɪnjad
achubiaeth,aχɪbjɛθ
dales,dalɛs
phaith,fai̯θ
hachubwyr,haχɪbwɪr
denmarc,dɛnmark
ganol,ɡaːnɔl
llychlynnwr,ɬəχlənʊr
agerfad,aɡɛrvad
siaradwr,ʃaradʊr
deallus,dɛaːɬɪs
anghyflogaeth,aŋhəvlɔɡɛθ
nghefn,ŋ̊ɛvn
talet,talɛt
tewed,tɛu̯ɛd
carco,karkɔ
dynesolyn,dənɛsɔlɪn
nâd,naːd
brown,brou̯n
ffrancwr,fraŋkʊr
angylaidd,aŋəlɛð
llith,ɬiːθ
deildai,dei̯ldai̯
fochlwyd,vɔχlʊi̯d
arddel,arðɛl
meddylgar,mɛðəlɡar
cwffio,kʊfjɔ
bartner,bartnar
canmoliaethau,kanmɔljei̯θai̯
arloesi,arlɔi̯si
ffensiau,fɛnsjai̯
adferiadau,advɛrjadɛ
pechod,peːχɔd
ddefaid,ðɛvɛd
model,mɔdɛl
cucumer,kɪkɪmɛr
chwannog,χwanɔɡ
còd,kɔd
hiraeth,hɪrai̯θ
dryswch,drəsʊχ
ceni,kɛni
anaml,aːnaml
charai,χarɛ
rhyw,r̥ɪu̯
darllena,darɬɛna
baledi,balɛdi
morwyn,moːrʊi̯n
atelid,ateːlɪd
dechreuol,dɛχrei̯ɔl
euro,ei̯rɔ
agwedd,aɡwɛð
wedyn,wɛdɪn
arddodiaid,arðɔdjɛd
dair,dai̯r
gusan,ɡɪsan
mesa,meːsa
ap,ap
mhiwïaid,m̥ɪu̯iːɛd
genhinen,ɡɛnhɪnɛn
nglanach,ŋlaːnaχ
teithiau,tei̯θjɛ
daliaf,daljav
brysio,brəsjɔ
padarn,padəɹn
alaw,alau̯
rheolaidd,r̥ɛoːlɛð
tîm,tiːm
praseodymiwm,prasɛɔdɪmjʊm
plymwr,pləmʊr
thad,θaːd
dysg,dɪsɡ
argyfwng,arɡəvʊŋ
spleinsio,sblei̯nsjɔ
gwasanaethau,ɡwasanei̯θɛ
taeog,tei̯ɔɡ
chithau,χɪθɛ
canhwyllbren,kanhʊi̯ɬbrɛn
baris,baːrɪs
chwarren,χwarɛn
marnau,marnai̯
nghacen,ŋ̊akɛn
mrenhines,mrɛnhiːnɛs
gwylio,ɡwɪljɔ
bachwr,baːχʊr
gwybodaeth,ɡʊi̯boːdai̯θ
neges,nɛɡɛs
gruffudd,ɡrɪfɪð
gwiber,ɡwɪbɛr
adarydda,adarəða
stwrsiynod,sdʊrʃənɔd
garanod,ɡaranɔd
pŵer,puɛr
clodforedd,klɔdvoːrɛð
ngwrando,ŋrɪndɔ
adnabod,adnaːbɔd
innau,ɪnɛ
ewch,ɛu̯χ
einsteiniwm,ai̯nsdai̯njʊm
pabyddiaeth,pabəðjɛθ
diwrnod,dʊrnɔd
sanctaidd,saŋktai̯ð
arlwy,arlui̯
gwell,ɡweːɬ
adnabyddus,adnabəðɪs
mae,ma
negesfwrdd,nɛɡɛsvʊrð
pajamas,pad͡ʒamaz
siopau,ʃɔpɛ
archdeyrniaeth,arχdei̯rnjai̯θ
challio,χaɬjɔ
hawstralia,hau̯sdralja
chwest,χwɛsd
garej,ɡarɛdʒ
helmedau,hɛlmeːdɛ
canen,kaːnɛn
abostol,abɔsdɔl
peryglus,pɛrəɡlɪs
fynwent,vənwɛnt
gorgyhyrog,ɡɔrɡəhərɔɡ
drennydd,drɛnɪð
phiws,fɪu̯s
nghawod,ŋ̊au̯ɔd
gleiniau,ɡlei̯njɛ
unais,ɪnɛs
annwyl,anʊi̯l
cyfnodolion,kəvnɔdɔljɔn
eirth,ei̯rθ
ddafad,ðaːvad
dosbarthu,dɔsbarθi
salamandr,salamandr
nghefnfor,ŋ̊ɛvɛnvɔr
meddwi,mɛðwi
ble,bleː
rheiddiau,r̥ei̯ðjɛ
unigrywiaeth,ɪnɪɡrɪu̯jai̯θ
golwg,ɡoːlʊɡ
gelet,ɡeːlɛt
unigolyn,ɪnɪɡoːlɪn
hymasiad,həmaʃad
nigon,niːɡɔn
sglodyn,sɡlɔdɪn
leihau,lei̯hai̯
di,diː
taw,tə
elwn,eːlʊn
bechgyn,bɛχɡɪn
tolio,tɔljɔ
nharw,n̥aːru
mham,m̥am
gweithluoedd,ɡwei̯θliːɔi̯ð
cytrefi,kətrɛvi
ffrithiolyn,frɪθjɔlɪn
gweu,ɡwei̯
stemio,sdɛmjɔ
hysbysiad,həsbəʃad
galwyn,ɡalʊi̯n
trigeiniau,trɪɡei̯njai̯
rhain,r̥ai̯n
llwythydd,ɬʊi̯θɪð
hugain,hiːɡɛn
ia,ja
adweitheg,adwei̯θɛɡ
gwilym,ɡwɪlɪm
claddu,klaːði
rosynnau,rɔsənai̯
mhobloedd,m̥ɔblɔi̯ð
mhriodas,m̥rɪoːdas
damweiniau,damwei̯njɛ
hances,hankɛs
colofn,kɔlɔvɔn
fys,viːs
treisiwr,trei̯sjʊr
arwel,arwɛl
terfynu,tɛrvəni
llyfrgell,ɬəvrɡɛɬ
llais,ɬai̯ʃ
ecs,ɛks
lorris,lɔriz
ymgynnull,əmɡənɪɬ
frest,vrɛsd
bioleg,biɔlɛɡ
potel,pɔtɛl
iro,ɪrɔ
dur,diːr
ifan,ɪvan
lludw,ɬɪdu
ymdraidd,əmdrai̯ð
melys,meːlɪs
ngwely,ŋwɛli
gêm,ɡeːm
hydrogen,hədrɔɡɛn
ionawr,joːnau̯r
iasoer,jasɔi̯r
offrymwr,ɔfrəmʊr
lerpwl,lɛrpʊl
adaregol,adarɛɡɔl
arolygwr,arɔləɡʊr
olifs,ɔlɪvz
adfeiliedig,advei̯ljɛdɪɡ
treisiol,trei̯sjɔl
cymhlethdodau,kəmlɛθdɔdɛ
cyfenw,kəveːnu
maen,maːn
crwban,krʊban
crynwyr,krənwɪr
bŵt,buːt
penderfynol,pɛndɛrvənɔl
timau,tiːmai̯
bila,biːla
rheolaidd,r̥ɛoːlai̯ð
ngolygfa,ŋɔləɡva
rhwystrau,r̥ʊi̯sdrai̯
brwshys,brʊʃɪz
canadiad,kanadjad
asidaidd,asiːdɛð
ddarllenais,ðarɬɛnɛs
sero,zeːrɔ
brasterog,brasdeːrɔɡ
ddechrau,ðaχrɛ
adweinir,adwei̯nɪr
carafáns,karavanz
tlodaidd,tlɔdai̯ð
agoraf,aɡɔrav
cristionogion,krɪsdjɔnɔɡjɔn
brecwast,brɛkwast
thafod,θaːvɔd
gwrthryfela,ɡʊrθrəveːla
atelid,atɛlɪd
mhont,m̥ɔnt
nghusanau,ŋ̊ɪsaːnɛ
cymysglyd,kəməsɡlɪd
gwympo,ɡwɪmpɔ
theulu,θiːli
cyfrinach,kəvrɪnaχ
iâr,jaːr
seirff,sei̯rf
try,triː
moldofa,mɔldɔva
crwm,krʊm
galennig,ɡalɛnɪɡ
pibau,piːbai̯
talaist,taːlɛsd
caen,kai̯n
siâp,ʃaːp
gwall,ɡwaːɬ
troedfedd,trɔdvɛð
ffionau,fɪɔnɛ
achwyniadau,aχʊi̯njadɛ
llyfrgellydd,ɬəvrɡɛɬɪð
fenywaidd,vɛnəu̯ai̯ð
pedronglau,pɛdrɔŋlai̯
ecogyfeillgar,ɛkɔɡəvei̯ɬɡar
cwerylwr,kwɛrəlʊr
ymeifl,əmei̯vl
phartïon,fartiːɔn
adwaith,adwai̯θ
molifia,mɔlɪvja
braw,brau̯
dis,diːs
dyfarnwr,dəvarnʊr
teli,teːli
rediadau,rɛdjaːdai̯
weddi,wɛði
atynt,atɪnt
nghwrw,ŋ̊ʊru
nhwthau,nuːθɛ
ffyrnau,fərnɛ
iorwg,joːrʊɡ
rhagluniau,r̥aɡlɨ̞njai̯
chwerw,χwɛru
ŷd,iːd
hemisfferau,hɛmɪsfɛrai̯
cyfrin,kəvrɪn
golli,ɡɔɬi
aceniadau,akɛnjaːdɛ
cystal,kɪsdɛl
protestaniaeth,prɔtɛsdanjɛθ
effeithiau,ɛfei̯θjɛ
cystadleuydd,kəsdadlei̯ɪð
bleiddiau,blei̯ðjai̯
chwilio,wɪlɔ
amserau,amseːrai̯
pin,pɪn
aberafan,abɛravan
meddai,meːðɛ
carai,karai̯
marw,maːru
bipi,bɪpi
tonnau,tɔnɛ
amgylchedd,amɡəlχɛð
mela,meːla
blog,blɔɡ
cenedl,keːnɛdl
pensiliau,pɛnsɪljai̯
wawr,wau̯r
rhisgl,r̥ɪʃɡɪl
rhaglenni,r̥aɡlɛni
eisteddfodwr,ei̯sdɛðvoːdʊr
poeth,poːθ
crib,kriːb
prynhawn,prənau̯n
ysmygu,əsməɡi
rhannu,r̥ani
taith,tai̯θ
seicloch,sei̯klɔχ
llawes,ɬau̯as
sirol,sɪrɔl
dalu,daːli
cribfelyn,krɪbvɛlɪn
hiliaeth,hɪljɛθ
erioed,rjoːd
amgáu,amɡai̯
larwm,laːrʊm
gwsberen,ɡʊsbeːrɛn
rhewi,r̥ɛu̯i
darmstadtiwm,darmsdatjʊm
wal,wal
fadagasgar,vadaɡasɡar
gloset,ɡlɔsɛt
talais,talai̯s
sgri,sɡriː
storïau,sdɔriːɛ
bencampwr,bɛŋkampʊr
cant,kant
gaffed,ɡafɛd
trigeiniau,trɪɡei̯njɛ
creisionen,krei̯sjoːnɛn
cerais,keːrai̯s
lonciwr,lɔŋkjʊr
pleidleisiau,plei̯dlei̯ʃai̯
arnaf,arnav
bedwar,bɛdwar
eilir,ei̯lɪr
adarydd,adaːrɪð
gae,ɡaː
gweinyddesau,ɡwei̯nəðɛsɛ
cyflafaredd,kəvlavarɛð
credant,kreːdant
archolli,arχɔɬi
wy,ʊi̯
adardai,adardai̯
laned,laːnɛd
iasau,jasɛ
sidan,sɪdan
erw,eːru
meidrol,mei̯drɔl
gwybodaeth,ɡʊi̯bɔdɛθ
canit,kaːnɪt
chardinaliaid,χardɪnaljɛd
niwlog,nɪu̯lɔɡ
tarianau,tarjaːnai̯
neb,neːb
ngherrig,ŋ̊ɛrɪɡ
bysgota,bəsɡɔta
adolygu,adɔləɡi
wicipedia,wɪkɪpɛdja
unwaith,ɪnwɛθ
chwe,χweː
athrodwyr,aθrɔdwɪr
afocados,avɔkadɔz
arennau,arɛnai̯
cynnig,kənɪɡ
ffenast,fɛnasd
ngelyn,ŋeːlɪn
betysau,bɛtəsɛ
mynachaeth,mənaːχɛθ
cliff,kliːf
byns,bənz
awyrgylchoedd,au̯ərɡəlχɔi̯ð
bortiwgaleg,bɔrtɪu̯ɡaːlɛɡ
chythreuliaid,χəθrei̯ljai̯d
sodro,sɔdrɔ
noswaith,nɔswai̯θ
munud,mɪnɛd
senon,zeːnɔn
paratoi,paratɔi̯
cymedrolwr,kəmɛdrɔlʊr
ieithyddiaeth,jei̯θəðjai̯θ
gylfinau,ɡəlvɪnɛ
dros,drɔs
llaw,ɬau̯
goleuad,ɡɔlei̯ad
bigan,biːɡan
mynyddoedd,mənəðɔi̯ð
cyffrous,kəfrɔi̯s
putain,pɪtɛn
chyfaredd,χəvarɛð
thrigain,θrɪɡai̯n
brifddinas,briːvðiːnas
cythreuliaid,kəθrei̯ljɛd
deunyddiau,dei̯nəðjai̯
mharti,m̥arti
anghytuno,aŋətɪnɔ
abaty,abati
gnei,ɡnei̯
bwletinau,bʊlɛtiːnɛ
acen,akɛn
siafio,ʃaːvɔ
mwnt,mʊnt
