görülmeyen,ɡœɾylmejen
kafamızı,kafamɯzɯ
söylendiği,sœjlendiɰi
yansıtamayabilirler,jansɯtamajabiliɾleɾ
kullanılmadığı,kullanɯlmadɯɰɯ
yenilikleri,jenilikleɾi
kapasiteye,kapasiteje
çıkmasına,t͡ʃɯkmasɯna
birleşecek,biɾleʃed͡ʒek
nda,nda
örgütün,œɾɡytyn
saygı,sajɡɯ
sıcaktı,sɯd͡ʒaktɯ
iddialarla,iddialaɾla
gelmiştir,ɡelmiʃtiɾ
atarken,ataɾken
yargıçları,jaɾɡɯt͡ʃlaɾɯ
daktilo,daktilo
kucaklayabilecek,kud͡ʒaklajabiled͡ʒek
zirvesinden,ziɾvesinden
vermiştik,veɾmiʃtik
gecesi,ɡed͡ʒesi
eşimdir,eʃimdiɾ
getirebilir,ɡetiɾebiliɾ
ürünleri,yɾynleɾi
birden,biɾden
yaptılar,japtɯlaɾ
koridorlarında,koɾidoɾlaɾɯnda
gerideki,ɡeɾideki
gelmenin,ɡelmenin
gidiniz,ɡidiniz
doprak,dopɾak
oluyoruz,olujoɾuz
içimiz,it͡ʃimiz
bezelye,bezelje
i,i
çıkmayan,t͡ʃɯkmajan
yöntemlerle,jœntemleɾle
beşimde,beʃimde
adımın,adɯmɯn
ulularının,ululaɾɯnɯn
okuyorlar,okujoɾlaɾ
satıldığını,satɯldɯɰɯnɯ
şikâyetleri,ʃikâjetleɾi
sahillerime,sahilleɾime
tutmaya,tutmaja
normal,noɾmal
hâlim,hâlim
yenidoğan,jenidoɰan
anlamına,anlamɯna
hakemin,hakemin
donanımları,donanɯmlaɾɯ
yürütme,jyɾytme
sıradışı,sɯɾadɯʃɯ
karşılığı,kaɾʃɯlɯɰɯ
derimi,deɾimi
bildirdiler,bildiɾdileɾ
değindim,deɰindim
birkaçına,biɾkat͡ʃɯna
düşünme,dyʃynme
yerelleşmiş,jeɾelleʃmiʃ
vurmaz,vuɾmaz
örtülmüş,œɾtylmyʃ
öper,œpeɾ
taşıyan,taʃɯjan
hislerle,hisleɾle
tekerlemeler,tekeɾlemeleɾ
edebiyatçı,edebijatt͡ʃɯ
yüzgeçlerinin,jyzɡet͡ʃleɾinin
beklememiz,beklememiz
punk,punk
okuduğumda,okuduɰumda
deniliyordu,denilijoɾdu
konsantrasyona,konsantɾasjona
listeye,listeje
yapmayan,japmajan
fıkır,fɯkɯɾ
hekimi,hekimi
yenilikçi,jenilikt͡ʃi
göndermişler,ɡœndeɾmiʃleɾ
ölümle,œlymle
kapatılarak,kapatɯlaɾak
argo,aɾɡo
muhafız,muhafɯz
açık,at͡ʃɯk
otellerde,otelleɾde
yazdıkları,jazdɯklaɾɯ
haklardan,haklaɾdan
merkezine,meɾkezine
hüznüyle,hyznyjle
medyasında,medjasɯnda
dilerim,dileɾim
ayrılacak,ajɾɯlad͡ʒak
harita,haɾita
eşitliğe,eʃitliɰe
konvansiyonel,konvansijonel
düşürmüştü,dyʃyɾmyʃty
itirazın,itiɾazɯn
nineler,nineleɾ
tı,tɯ
mümkün,mymkyn
dede,dede
aşksızlığını,aʃksɯzlɯɰɯnɯ
gibiyim,ɡibijim
yüzleşme,jyzleʃme
kavuracaksın,kavuɾad͡ʒaksɯn
göremiyor,ɡœɾemijoɾ
yaylada,jajlada
tuttuktan,tuttuktan
depremdeki,depɾemdeki
çağrıştıran,t͡ʃaɰɾɯʃtɯɾan
gerilerde,ɡeɾileɾde
piyasasına,pijasasɯna
mucize,mud͡ʒize
öğrenirken,œɰɾeniɾken
yetiştirilmemiştir,jetiʃtiɾilmemiʃtiɾ
kekik,kekik
varılır,vaɾɯlɯɾ
yoklar,joklaɾ
aşaması,aʃamasɯ
atıyor,atɯjoɾ
verenlerin,veɾenleɾin
yetkilendirmesi,jetkilendiɾmesi
elimize,elimize
likör,likœɾ
vardı,vaɾdɯ
antiemetik,antiemetik
anahtar,anahtaɾ
insanlar,insanlaɾ
akıntısının,akɯntɯsɯnɯn
müslümanlara,myslymanlaɾa
yakınında,jakɯnɯnda
hazırlanmış,hazɯɾlanmɯʃ
alımı,alɯmɯ
bahseden,bahseden
kâr,kâɾ
tepsilerde,tepsileɾde
koluna,koluna
indirildiği,indiɾildiɰi
araştırmalarda,aɾaʃtɯɾmalaɾda
an,an
roket,ɾoket
imzaladım,imzaladɯm
ayrılmasıdır,ajɾɯlmasɯdɯɾ
burcunda,buɾd͡ʒunda
kocasının,kod͡ʒasɯnɯn
sarsmış,saɾsmɯʃ
durduramıyordu,duɾduɾamɯjoɾdu
taşıyor,taʃɯjoɾ
atak,atak
ağzımızdadır,aɰzɯmɯzdadɯɾ
şayanı,ʃajanɯ
ret,ɾet
planın,planɯn
yaktığını,jaktɯɰɯnɯ
çıkabilmiştir,t͡ʃɯkabilmiʃtiɾ
başar,baʃaɾ
boyutluluğunu,bojutluluɰunu
aynısını,ajnɯsɯnɯ
tezat,tezat
fotoğrafçı,fotoɰɾaft͡ʃɯ
üstesinden,ystesinden
kisel,kisel
karizması,kaɾizmasɯ
yitirmeksizin,jitiɾmeksizin
duruşmasında,duɾuʃmasɯnda
olanlardan,olanlaɾdan
oynamasından,ojnamasɯndan
durağının,duɾaɰɯnɯn
birleşme,biɾleʃme
isimle,isimle
bakımına,bakɯmɯna
hakkınızda,hakkɯnɯzda
diyabetin,dijabetin
saklanılan,saklanɯlan
beşeriyetin,beʃeɾijetin
yığından,jɯɰɯndan
göçebe,ɡœt͡ʃebe
azaltın,azaltɯn
oturduğunda,otuɾduɰunda
gerektiği,ɡeɾektiɰi
birleşen,biɾleʃen
muhalif,muhalif
çevreler,t͡ʃevɾeleɾ
yüce,jyd͡ʒe
çarliston,t͡ʃaɾliston
imkanları,imkanlaɾɯ
tepelerindeki,tepeleɾindeki
durduracak,duɾduɾad͡ʒak
denir,deniɾ
taşımalı,taʃɯmalɯ
ulaşılabilir,ulaʃɯlabiliɾ
ilişkilerde,iliʃkileɾde
başköşesine,baʃkœʃesine
yolcuları,jold͡ʒulaɾɯ
kimliğini,kimliɰini
bunlar,bunlaɾ
gerçekleşmediği,ɡeɾt͡ʃekleʃmediɰi
komada,komada
hafiftir,hafiftiɾ
yarılarına,jaɾɯlaɾɯna
büyütüyor,byjytyjoɾ
partili,paɾtili
libre,libɾe
kraliçesi,kɾalit͡ʃesi
olanlarla,olanlaɾla
açıklanışıdır,at͡ʃɯklanɯʃɯdɯɾ
ucuna,ud͡ʒuna
kapladığı,kapladɯɰɯ
gül,ɡyl
hafifletmek,hafifletmek
televizyona,televizjona
sergiyle,seɾɡijle
art,aɾt
yaşanmamış,jaʃanmamɯʃ
girebiliyor,ɡiɾebilijoɾ
süresince,syɾesind͡ʒe
farkettim,faɾkettim
me,me
koymuştur,kojmuʃtuɾ
neyse,nejse
yazardı,jazaɾdɯ
kerpiç,keɾpit͡ʃ
kongrede,konɡɾede
gazetecileri,ɡazeted͡ʒileɾi
mutfaklar,mutfaklaɾ
dünyanın,dynjanɯn
şerefle,ʃeɾefle
bırakılmalı,bɯɾakɯlmalɯ
ayır,ajɯɾ
taşırmıştı,taʃɯɾmɯʃtɯ
düzelterek,dyzelteɾek
etkinliğini,etkinliɰini
edilmesinin,edilmesinin
başlangıç,baʃlanɡɯt͡ʃ
algıladım,alɡɯladɯm
yaratılıyor,jaɾatɯlɯjoɾ
ateşten,ateʃten
çalıştırılan,t͡ʃalɯʃtɯɾɯlan
kalitesiz,kalitesiz
sancak,sand͡ʒak
sin,sin
duyduğum,dujduɰum
bakmıyordum,bakmɯjoɾdum
hiddetlendi,hiddetlendi
rastlandığı,ɾastlandɯɰɯ
araştırmalarının,aɾaʃtɯɾmalaɾɯnɯn
mişim,miʃim
köpeğe,kœpeɰe
dille,dille
kadeh,kadeh
hakikaten,hakikaten
uyandırmışım,ujandɯɾmɯʃɯm
mihnet,mihnet
özlemde,œzlemde
bilgileriyle,bilɡileɾijle
duyurmasıyla,dujuɾmasɯjla
tavukları,tavuklaɾɯ
hizmeti,hizmeti
solda,solda
doğruları,doɰɾulaɾɯ
görmediğim,ɡœɾmediɰim
verimsiz,veɾimsiz
yazık,jazɯk
ezip,ezip
sarfetmez,saɾfetmez
dövülmüş,dœvylmyʃ
bin,bin
bitirdiğimde,bitiɾdiɰimde
tarafından,taɾafɯndan
vadide,vadide
çıplaklıktan,t͡ʃɯplaklɯktan
güzelim,ɡyzelim
yenilgiyi,jenilɡiji
bakarlar,bakaɾlaɾ
algılayacaktır,alɡɯlajad͡ʒaktɯɾ
lezzetsiz,lezzetsiz
göstereceğim,ɡœsteɾed͡ʒeɰim
darbecilik,daɾbed͡ʒilik
olmasıdır,olmasɯdɯɾ
dikkatle,dikkatle
otlar,otlaɾ
aracılığı,aɾad͡ʒɯlɯɰɯ
patatesleri,patatesleɾi
yularsız,julaɾsɯz
dikiz,dikiz
nedenli,nedenli
noktaları,noktalaɾɯ
üzerimdeydi,yzeɾimdejdi
dünyasına,dynjasɯna
bölmüştü,bœlmyʃty
kalabiliriz,kalabiliɾiz
koşu,koʃu
konuğu,konuɰu
kıyıları,kɯjɯlaɾɯ
unutmuş,unutmuʃ
şöhret,ʃœhɾet
titriyor,titɾijoɾ
gülüşen,ɡylyʃen
basıp,basɯp
kırlangıçları,kɯɾlanɡɯt͡ʃlaɾɯ
kazandığı,kazandɯɰɯ
düzeyindeki,dyzejindeki
seçmenlere,set͡ʃmenleɾe
usanmadan,usanmadan
bakılan,bakɯlan
birdenbire,biɾdenbiɾe
çalıştığım,t͡ʃalɯʃtɯɰɯm
sulatan,sulatan
geliştirmek,ɡeliʃtiɾmek
edildiğine,edildiɰine
silaha,silaha
kavramak,kavɾamak
anlamamak,anlamamak
çıkarılması,t͡ʃɯkaɾɯlmasɯ
vesileyle,vesilejle
fıstık,fɯstɯk
çiftkültürlülüğünü,t͡ʃiftkyltyɾlylyɰyny
etmede,etmede
sınıflar,sɯnɯflaɾ
büyükbaşlara,byjykbaʃlaɾa
orası,oɾasɯ
kabaklı,kabaklɯ
geçmesine,ɡet͡ʃmesine
mayın,majɯn
takvimin,takvimin
hacmine,had͡ʒmine
sanki,sanki
doluyordu,dolujoɾdu
ununu,ununu
otoriter,otoɾiteɾ
utandım,utandɯm
âlem,âlem
kadınlarının,kadɯnlaɾɯnɯn
ayların,ajlaɾɯn
kaçırır,kat͡ʃɯɾɯɾ
kullanıp,kullanɯp
ulaşımına,ulaʃɯmɯna
vasküler,vaskyleɾ
toplanıp,toplanɯp
midibüs,midibys
hareketiydi,haɾeketijdi
zordur,zoɾduɾ
radyum,ɾadjum
hatırlatarak,hatɯɾlataɾak
kanıtlaması,kanɯtlamasɯ
gövdesinden,ɡœvdesinden
yukarısında,jukaɾɯsɯnda
güle,ɡyle
fiyatının,fijatɯnɯn
huzurlarını,huzuɾlaɾɯnɯ
anayur,anajuɾ
köşesi,kœʃesi
hacca,had͡ʒd͡ʒa
sus,sus
acının,ad͡ʒɯnɯn
üzüm,yzym
gücünüz,ɡyd͡ʒynyz
olimpiyatlar,olimpijatlaɾ
değişmiş,deɰiʃmiʃ
çaremiz,t͡ʃaɾemiz
hissetmeli,hissetmeli
ilgilenmemle,ilɡilenmemle
etkileyeceği,etkilejed͡ʒeɰi
takılması,takɯlmasɯ
aranızda,aɾanɯzda
çizildikten,t͡ʃizildikten
kararlıydı,kaɾaɾlɯjdɯ
çoğunluğunun,t͡ʃoɰunluɰunun
yapıyormuşum,japɯjoɾmuʃum
hayrete,hajɾete
ülkesi,ylkesi
açın,at͡ʃɯn
gülüşlü,ɡylyʃly
görmeyeceğim,ɡœɾmejed͡ʒeɰim
dönmeyi,dœnmeji
rolünün,ɾolynyn
anlaması,anlamasɯ
tutumu,tutumu
sürdüremeyeceğinden,syɾdyɾemejed͡ʒeɰinden
yarısına,jaɾɯsɯna
belirtti,beliɾtti
satırda,satɯɾda
silinip,silinip
böylelikle,bœjlelikle
çıkarıyordu,t͡ʃɯkaɾɯjoɾdu
fırında,fɯɾɯnda
evrendi,evɾendi
demokrat,demokɾat
hazırlanmasında,hazɯɾlanmasɯnda
önlenmiştir,œnlenmiʃtiɾ
efsaneyle,efsanejle
oynardı,ojnaɾdɯ
proletarya,pɾoletaɾja
ticarette,tid͡ʒaɾette
ince,ind͡ʒe
oldunuz,oldunuz
kullanışlı,kullanɯʃlɯ
yetkin,jetkin
iplerini,ipleɾini
figan,fiɡan
baktığını,baktɯɰɯnɯ
tüketicilerde,tyketid͡ʒileɾde
aşağıya,aʃaɰɯja
seyredeceklerini,sejɾeded͡ʒekleɾini
kadroları,kadɾolaɾɯ
ceberrut,d͡ʒebeɾɾut
cenazelerine,d͡ʒenazeleɾine
yansıtmaktayım,jansɯtmaktajɯm
işkenceyi,iʃkend͡ʒeji
suçlama,sut͡ʃlama
hazırladığınız,hazɯɾladɯɰɯnɯz
ölçer,œlt͡ʃeɾ
gözümüzü,ɡœzymyzy
maaşı,maaʃɯ
gündüzleri,ɡyndyzleɾi
asillerin,asilleɾin
benimle,benimle
beşik,beʃik
tekini,tekini
seyrettim,sejɾettim
ezilişini,eziliʃini
çoğunuzun,t͡ʃoɰunuzun
sonrasına,sonɾasɯna
yaptığımızda,japtɯɰɯmɯzda
bordaya,boɾdaja
enjeksiyonlu,enʒeksijonlu
sayısının,sajɯsɯnɯn
şekle,ʃekle
içerdiğini,it͡ʃeɾdiɰini
çekiştirmekle,t͡ʃekiʃtiɾmekle
güldü,ɡyldy
ekonomi,ekonomi
belli,belli
adil,adil
ödemeleri,œdemeleɾi
iktisâdi,iktisâdi
boyunca,bojund͡ʒa
renkli,ɾenkli
çekmek,t͡ʃekmek
heyetin,hejetin
partileri,paɾtileɾi
yolundan,jolundan
ezilmemekte,ezilmemekte
kâğıtları,kâɰɯtlaɾɯ
acil,ad͡ʒil
muktedir,muktediɾ
atılım,atɯlɯm
neyi,neji
yoksul,joksul
ninenin,ninenin
beklenmeyen,beklenmejen
girintileri,ɡiɾintileɾi
yürütüyor,jyɾytyjoɾ
hedeflediklerini,hedefledikleɾini
haftasından,haftasɯndan
yetiştirilebilir,jetiʃtiɾilebiliɾ
yaratılışına,jaɾatɯlɯʃɯna
cinselliğin,d͡ʒinselliɰin
nitelerken,niteleɾken
evlenen,evlenen
muhafazasında,muhafazasɯnda
indiği,indiɰi
teşkilatının,teʃkilatɯnɯn
şehircilik,ʃehiɾd͡ʒilik
kâbuslarla,kâbuslaɾla
dan,dan
eşim,eʃim
bitecek,bited͡ʒek
avlularından,avlulaɾɯndan
yayınlanan,jajɯnlanan
bebeğinizin,bebeɰinizin
veriyorsunuz,veɾijoɾsunuz
fesh,fesh
ilahi,ilahi
masraflı,masɾaflɯ
tatlılarını,tatlɯlaɾɯnɯ
formandaki,foɾmandaki
arkasında,aɾkasɯnda
arar,aɾaɾ
beraberken,beɾabeɾken
uzanan,uzanan
düşünüyorsun,dyʃynyjoɾsun
acayip,ad͡ʒajip
arada,aɾada
oynadığımız,ojnadɯɰɯmɯz
dev,dev
ciltlettirdim,d͡ʒiltlettiɾdim
şiirde,ʃiiɾde
hastanenin,hastanenin
sallayabilir,sallajabiliɾ
bekleyişin,beklejiʃin
kurtar,kuɾtaɾ
cinayetle,d͡ʒinajetle
fen,fen
hafızanızın,hafɯzanɯzɯn
deyimimle,dejimimle
doymak,dojmak
isteğimi,isteɰimi
görünür,ɡœɾynyɾ
dediğini,dediɰini
etmemi,etmemi
belirli,beliɾli
okuldan,okuldan
ölmesin,œlmesin
geldiğine,ɡeldiɰine
arkadaşlıkları,aɾkadaʃlɯklaɾɯ
ulaştığını,ulaʃtɯɰɯnɯ
sınıfların,sɯnɯflaɾɯn
etkendi,etkendi
tanış,tanɯʃ
şeyde,ʃejde
bademleri,bademleɾi
kavga,kavɡa
gösteren,ɡœsteɾen
gürzler,ɡyɾzleɾ
düşeceği,dyʃed͡ʒeɰi
maddeler,maddeleɾ
karanlıkların,kaɾanlɯklaɾɯn
röportajlara,ɾœpoɾtaʒlaɾa
kademeli,kademeli
kaldırsın,kaldɯɾsɯn
sunan,sunan
sevinemez,sevinemez
anahtarla,anahtaɾla
kaldırmak,kaldɯɾmak
fikirlerinin,fikiɾleɾinin
paneller,panelleɾ
kurtardık,kuɾtaɾdɯk
daldırdı,daldɯɾdɯ
balinalar,balinalaɾ
performansı,peɾfoɾmansɯ
yasak,jasak
okuru,okuɾu
yaşına,jaʃɯna
nesillere,nesilleɾe
ülkemize,ylkemize
lüksümüzdü,lyksymyzdy
bilemek,bilemek
kullanıldığı,kullanɯldɯɰɯ
sevgiye,sevɡije
ekşimelerine,ekʃimeleɾine
getirmiyoruz,ɡetiɾmijoɾuz
bölüştürün,bœlyʃtyɾyn
oyunun,ojunun
kurtarılmasına,kuɾtaɾɯlmasɯna
vecdlerin,ved͡ʒdleɾin
adli,adli
mesleğe,mesleɰe
saygının,sajɡɯnɯn
bulabiliriz,bulabiliɾiz
konumu,konumu
birisiyle,biɾisijle
dolabımda,dolabɯmda
iletecek,ileted͡ʒek
çağıra,t͡ʃaɰɯɾa
kömürleri,kœmyɾleɾi
yörüktü,jœɾykty
düzenli,dyzenli
çalıştırırdı,t͡ʃalɯʃtɯɾɯɾdɯ
kastettiklerini,kastettikleɾini
aydınlattı,ajdɯnlattɯ
bas,bas
çıkmadı,t͡ʃɯkmadɯ
eğilmiş,eɰilmiʃ
yetinmeme,jetinmeme
üzerindeki,yzeɾindeki
edemeyeceğinden,edemejed͡ʒeɰinden
bölgelerine,bœlɡeleɾine
bekleme,bekleme
hattı,hattɯ
konumlandırılıyor,konumlandɯɾɯlɯjoɾ
mücadele,myd͡ʒadele
açılsın,at͡ʃɯlsɯn
salmış,salmɯʃ
uyum,ujum
marklık,maɾklɯk
taktım,taktɯm
benimsemiş,benimsemiʃ
şaşkınlıkla,ʃaʃkɯnlɯkla
politikası,politikasɯ
intiharı,intihaɾɯ
alev,alev
ağaçlarının,aɰat͡ʃlaɾɯnɯn
ayin,ajin
kıpırdayamıyordu,kɯpɯɾdajamɯjoɾdu
kanundur,kanunduɾ
yüksek,jyksek
yıkanır,jɯkanɯɾ
sahtesi,sahtesi
tayfaya,tajfaja
sözleşmişim,sœzleʃmiʃim
yaşarsa,jaʃaɾsa
alçılayarak,alt͡ʃɯlajaɾak
dönüştürdü,dœnyʃtyɾdy
gerçekleştirmişim,ɡeɾt͡ʃekleʃtiɾmiʃim
konusu,konusu
genelinde,ɡenelinde
gözlerimi,ɡœzleɾimi
zamanlarını,zamanlaɾɯnɯ
şoförlerin,ʃofœɾleɾin
tık,tɯk
gerçeğin,ɡeɾt͡ʃeɰin
sanaldaki,sanaldaki
tutturabilmesini,tuttuɾabilmesini
tanrılara,tanɾɯlaɾa
yönleri,jœnleɾi
inanmaz,inanmaz
makosenlere,makosenleɾe
biriktirmek,biɾiktiɾmek
yazma,jazma
getirenler,ɡetiɾenleɾ
ilaçları,ilat͡ʃlaɾɯ
yaptırdığım,japtɯɾdɯɰɯm
ilde,ilde
batmamış,batmamɯʃ
vahy,vahj
olsaydı,olsajdɯ
paylaşırsa,pajlaʃɯɾsa
okullar,okullaɾ
lüzumsuz,lyzumsuz
kavram,kavɾam
sarkınca,saɾkɯnd͡ʒa
talebelerinden,talebeleɾinden
sudan,sudan
yaşıyorsunuz,jaʃɯjoɾsunuz
yağmur,jaɰmuɾ
sazlık,sazlɯk
doğumlu,doɰumlu
yakınındaki,jakɯnɯndaki
almışında,almɯʃɯnda
teselli,teselli
başarısının,baʃaɾɯsɯnɯn
tümüne,tymyne
atletinden,atletinden
anonsunu,anonsunu
çıkarılmasın,t͡ʃɯkaɾɯlmasɯn
nüfusu,nyfusu
kendilerine,kendileɾine
dönebilir,dœnebiliɾ
parlayan,paɾlajan
kızlarını,kɯzlaɾɯnɯ
sahibi,sahibi
sonucu,sonud͡ʒu
hazırlandı,hazɯɾlandɯ
yaktır,jaktɯɾ
bulun,bulun
verdikleri,veɾdikleɾi
hapsedilişi,hapsediliʃi
kurşun,kuɾʃun
reaksiyonu,ɾeaksijonu
sallantıda,sallantɯda
ağacı,aɰad͡ʒɯ
kelebekler,kelebekleɾ
vefatından,vefatɯndan
toplara,toplaɾa
noktalara,noktalaɾa
dondurmayı,donduɾmajɯ
sızması,sɯzmasɯ
apaydınlık,apajdɯnlɯk
ispirto,ispiɾto
iniyorum,inijoɾum
şiş,ʃiʃ
angarya,anɡaɾja
bağlatır,baɰlatɯɾ
değerlerinde,deɰeɾleɾinde
gönderilebiliyor,ɡœndeɾilebilijoɾ
istemiyoruz,istemijoɾuz
alanına,alanɯna
broşür,bɾoʃyɾ
arşivlerde,aɾʃivleɾde
kiliseye,kiliseje
bacağına,bad͡ʒaɰɯna
bozulmaz,bozulmaz
kitaplıklar,kitaplɯklaɾ
yönetiyorsunuz,jœnetijoɾsunuz
muhafazakâr,muhafazakâɾ
suçlamasıyla,sut͡ʃlamasɯjla
koyduk,kojduk
yiyemiyor,jijemijoɾ
bilinmemektedir,bilinmemektediɾ
partinin,paɾtinin
prensip,pɾensip
belirleyici,beliɾlejid͡ʒi
inancına,inand͡ʒɯna
market,maɾket
salladı,salladɯ
demeliyim,demelijim
paylaşırlar,pajlaʃɯɾlaɾ
çarçur,t͡ʃaɾt͡ʃuɾ
üyeliğinin,yjeliɰinin
ünitesinde,ynitesinde
bulmaya,bulmaja
toplamışlar,toplamɯʃlaɾ
saatlerinde,saatleɾinde
unuttum,unuttum
modelini,modelini
çocukluğumdan,t͡ʃod͡ʒukluɰumdan
bulamamıştı,bulamamɯʃtɯ
komşuluk,komʃuluk
memurlar,memuɾlaɾ
amigo,amiɡo
görmemiştim,ɡœɾmemiʃtim
gereklidir,ɡeɾeklidiɾ
çizerdi,t͡ʃizeɾdi
sorunlarının,soɾunlaɾɯnɯn
kurucusu,kuɾud͡ʒusu
serisinin,seɾisinin
gelişir,ɡeliʃiɾ
kötüleşmemesi,kœtyleʃmemesi
dediğin,dediɰin
işbirliğinin,iʃbiɾliɰinin
müzelerinden,myzeleɾinden
faciasına,fad͡ʒiasɯna
trafiğe,tɾafiɰe
kişiydik,kiʃijdik
satır,satɯɾ
erlerin,eɾleɾin
şairleriydi,ʃaiɾleɾijdi
emellerine,emelleɾine
sümük,symyk
sürecidir,syɾed͡ʒidiɾ
komisyon,komisjon
tanrısına,tanɾɯsɯna
sağanağıyla,saɰanaɰɯjla
bırakamazdık,bɯɾakamazdɯk
omuza,omuza
yürütmeyi,jyɾytmeji
yaşa,jaʃa
nihai,nihai
üzerinde,yzeɾinde
razı,ɾazɯ
görüşmek,ɡœɾyʃmek
verileceğini,veɾiled͡ʒeɰini
tutan,tutan
yöneticilerinin,jœnetid͡ʒileɾinin
gösterilebiliyor,ɡœsteɾilebilijoɾ
filizlenmiş,filizlenmiʃ
bıçakla,bɯt͡ʃakla
mide,mide
kabullendi,kabullendi
sektördeki,sektœɾdeki
kullanılmış,kullanɯlmɯʃ
artırıyordu,aɾtɯɾɯjoɾdu
seferinden,sefeɾinden
pazarlama,pazaɾlama
ortalıklara,oɾtalɯklaɾa
geçmenin,ɡet͡ʃmenin
obezite,obezite
gerçekleşir,ɡeɾt͡ʃekleʃiɾ
baktığım,baktɯɰɯm
bulunduğunuz,bulunduɰunuz
edilmesinde,edilmesinde
internetin,inteɾnetin
ydık,jdɯk
binenler,binenleɾ
loca,lod͡ʒa
yurduna,juɾduna
çıkarırsınız,t͡ʃɯkaɾɯɾsɯnɯz
hastalanmamıza,hastalanmamɯza
kımız,kɯmɯz
dolup,dolup
yapılmaz,japɯlmaz
derine,deɾine
doyurmak,dojuɾmak
kelimelerle,kelimeleɾle
paslar,paslaɾ
hizmetimize,hizmetimize
değerlendirin,deɰeɾlendiɾin
vasıta,vasɯta
insani,insani
çirkin,t͡ʃiɾkin
gelecekten,ɡeled͡ʒekten
uzaklaşıyorlar,uzaklaʃɯjoɾlaɾ
hep,hep
temizleyip,temizlejip
gelişte,ɡeliʃte
çay,t͡ʃaj
şuursuzluğun,ʃuuɾsuzluɰun
atılımı,atɯlɯmɯ
kaybolan,kajbolan
delirtip,deliɾtip
korumak,koɾumak
lezzetinden,lezzetinden
sunduklarını,sunduklaɾɯnɯ
zeytinyağında,zejtinjaɰɯnda
uyruk,ujɾuk
yaratması,jaɾatmasɯ
yıldızlığını,jɯldɯzlɯɰɯnɯ
seçimleri,set͡ʃimleɾi
bağlamış,baɰlamɯʃ
serilmiş,seɾilmiʃ
sıkıp,sɯkɯp
tutamazlardı,tutamazlaɾdɯ
hatırladın,hatɯɾladɯn
olmayacak,olmajad͡ʒak
noktalarından,noktalaɾɯndan
verişini,veɾiʃini
yapıya,japɯja
devam,devam
yapıyorum,japɯjoɾum
bambaşka,bambaʃka
kulüpten,kulypten
sinsice,sinsid͡ʒe
devrinde,devɾinde
dilenir,dileniɾ
çağırır,t͡ʃaɰɯɾɯɾ
tamamlaması,tamamlamasɯ
hissederek,hissedeɾek
ise,ise
seksen,seksen
hattından,hattɯndan
sahnelemek,sahnelemek
kaybolur,kajboluɾ
kapsam,kapsam
alıyoruz,alɯjoɾuz
bakışla,bakɯʃla
dinlenmesine,dinlenmesine
usûle,usûle
dönmediğinden,dœnmediɰinden
bozulmuştu,bozulmuʃtu
ölümünün,œlymynyn
düzenlenmesi,dyzenlenmesi
oldukça,oldukt͡ʃa
yaşadıklarınız,jaʃadɯklaɾɯnɯz
loş,loʃ
millileştirmeyi,millileʃtiɾmeji
katılacakları,katɯlad͡ʒaklaɾɯ
birimlerinde,biɾimleɾinde
rahatsızlığa,ɾahatsɯzlɯɰa
mağazasına,maɰazasɯna
sistemimiz,sistemimiz
esere,eseɾe
uyaran,ujaɾan
yıllarındaki,jɯllaɾɯndaki
heba,heba
öneren,œneɾen
serbesttir,seɾbesttiɾ
oluşmaya,oluʃmaja
yanmamış,janmamɯʃ
piyasasını,pijasasɯnɯ
bırakan,bɯɾakan
kabiliyetleri,kabilijetleɾi
yapar,japaɾ
aklımın,aklɯmɯn
kapıcıya,kapɯd͡ʒɯja
doğanın,doɰanɯn
alıkoyuyorsunuz,alɯkojujoɾsunuz
maddi,maddi
çeken,t͡ʃeken
konulan,konulan
oluncaya,olund͡ʒaja
yönüne,jœnyne
çevrem,t͡ʃevɾem
parçacıkları,paɾt͡ʃad͡ʒɯklaɾɯ
vericiydi,veɾid͡ʒijdi
dönüşü,dœnyʃy
tutam,tutam
kurabilir,kuɾabiliɾ
okumuş,okumuʃ
yetişmiş,jetiʃmiʃ
dolaştırılmak,dolaʃtɯɾɯlmak
kapatacağımız,kapatad͡ʒaɰɯmɯz
gülecek,ɡyled͡ʒek
birbirlerini,biɾbiɾleɾini
dallarıma,dallaɾɯma
değişimleri,deɰiʃimleɾi
umudun,umudun
taleplerimizi,talepleɾimizi
ödediğimiz,œdediɰimiz
herkeste,heɾkeste
kıvrandırılmaz,kɯvɾandɯɾɯlmaz
etten,etten
nerelere,neɾeleɾe
evvelki,evvelki
danışmanı,danɯʃmanɯ
biteceği,bited͡ʒeɰi
önemlidirler,œnemlidiɾleɾ
getirdiği,ɡetiɾdiɰi
yargılandığı,jaɾɡɯlandɯɰɯ
rağbetlere,ɾaɰbetleɾe
deneme,deneme
rüya,ɾyja
doğal,doɰal
prezervatif,pɾezeɾvatif
dostumuz,dostumuz
ışığın,ɯʃɯɰɯn
kişiliğinde,kiʃiliɰinde
hazırlayınız,hazɯɾlajɯnɯz
hüznü,hyzny
nur,nuɾ
belgeyle,belɡejle
filtre,filtɾe
gideni,ɡideni
açıklaması,at͡ʃɯklamasɯ
fırsatçı,fɯɾsatt͡ʃɯ
göçtü,ɡœt͡ʃty
stereotipik,steɾeotipik
sabretmek,sabɾetmek
hamursuz,hamuɾsuz
girerdi,ɡiɾeɾdi
