interpretares,intərpɾətaɾəs
negués,nəɡes
botifarró,botifəro
congelares,koɲʒəlaɾəs
raonar,rəona
abastades,abastades
alimentarem,əliməntəɾəm
memorístiques,məmuɾistikəs
caramell,kaɾameʎ
ploriquejar,ploɾikəʒa
fascinar,fasinaɾ
expressió,espɾesio
tisores,tizoɾes
dessagnats,desaɡnats
acidular,asidulaɾ
exacerbat,eɡzaseɾbat
reprendre,rəpɾəndɾə
clava,klavə
batejarien,bətəʒəɾiən
via,viə
oblidadissos,ublidədisus
lliscar,ʎiskaɾ
vaguista,bəɡistə
dansades,dənsadəs
consternats,kunstərnats
esbombades,əzbombadəs
xiuxiuejat,ʃiwʃiwəʒat
caironada,kəjɾonadə
rebobinada,rəbobinadə
embarbussament,embaɾbusament
ministre,ministɾə
emprenyament,əmpɾəɲəmen
avortament,əburtəmen
vistaire,vistajɾe
plataforma,plətəformə
denota,denɔta
commoció,kommosio
provinguda,pɾovinɡuda
capficades,kəpfikadəs
marfil,məɾfil
coster,kosteɾ
contraermini,kɔntɾəeɾmini
topologia,tupuluʒiə
limburgués,limburɡɛs
regenerat,red͡ʒeneɾat
compulsiu,kompulsiw
impossibilitats,impusibilitats
qualificacions,kwəlifikəsions
bruta,bɾutə
tirares,tiɾaɾes
candau,kəndaw
felló,feʎo
abreviats,əbɾəviats
copejares,kupəʒaɾəs
fumigats,fumiɡats
infraestructura,imfɾaestɾuktuɾa
esperares,əspəɾaɾəs
bobinat,bubinat
acabaria,akabaɾia
espiada,espiada
seduir,seduiɾ
acordares,akoɾdaɾes
dissenyada,disəɲadə
espaiadora,espajadoɾa
penúltim,penultim
contravinguda,kontɾavinɡuda
minvar,mimba
vibres,vibɾes
agredit,əɡɾədit
renou,rənɔw
civilitats,sibilitats
termal,teɾmal
baqueta,bəkɛtə
finlandeses,finləndɛzəs
estiracordetes,əstiɾəkoɾdətəs
benaurada,benawɾada
renyada,reɲada
expandides,əkspəndidəs
meninge,məniɲʒə
dosímetre,dozimetɾe
plantatge,pləntad͡ʒə
suspendre,suspəndɾə
gosar,ɡozaɾ
masclet,məsklət
xalana,ʃəlanə
estomacar,əstoməka
eclipsares,əklipsaɾəs
dimitir,dimitiɾ
créixer,kɾejʃeɾ
bufó,bufo
bojament,bɔd͡ʒament
punxó,puɲt͡ʃo
convocatori,komvokatɔɾi
desbordada,dezboɾdada
respectada,rəspəktadə
campanar,kəmpəna
cautelós,kawtelos
fariner,fəɾine
barba,barbə
guapo,ɡwapo
adquisició,ətkizisio
verdosa,bərdozə
exclusivitat,əkskluzibitat
debatut,dəbətut
vira,viɾa
visual,vizual
barbat,bərbat
hemoglobina,əmoɡlubinə
restoblar,rəstobla
subcutani,supkutani
afilava,əfilavə
recomanades,rəkumənadəs
global,ɡlobal
sadollar,səduʎa
lucífer,lusifə
alarma,alaɾma
fidúcia,fidusia
rebutjos,rebud͡ʒos
emparat,empaɾat
balena,bəlɛnə
agermanades,əʒərmənadəs
agroalimentaris,əɡɾuəliməntaɾis
vacu,vaku
gradual,ɡɾadual
entendrir,əntəndɾi
afavorir,afavoɾiɾ
plagiats,pləʒiats
manada,mənadə
embolic,embolik
rosbif,rɔzbif
huna,una
xifra,ʃifɾə
servissis,sərbisis
retirança,retiɾansa
degeneratives,dəʒənəɾətibəs
udolar,udolaɾ
tatuats,tatuats
morera,moɾeɾə
armari,ərmaɾi
habilitades,abilitades
petonejada,pətunəʒadə
tibant,tiban
invertida,imvəɾtidə
tantalitzat,tantalizat
digitalitzat,did͡ʒitalizat
sobreescalfat,sobɾeeskalfat
obtús,optus
greda,ɡɾeda
passerella,pəsəɾeʎə
volum,vulum
considerada,konsideɾada
esternudat,əstəɾnudat
avaluació,əbəluəsio
tupada,tupadə
pedal,pədal
minúscul,minuskul
somer,some
falconet,fəlkonət
guardades,ɡwərdadəs
topants,topans
bonic,bunik
parricidi,parisidi
calculares,kalkulaɾes
garsa,ɡaɾsə
barcelonista,baɾselonista
constatada,konstətadə
sorpreses,soɾpɾezes
pastissera,pastiseɾa
manuella,mənueʎə
contagi,kontad͡ʒi
ullerós,uʎəɾos
triant,tɾiant
acotxaneta,əkut͡ʃənɛtə
dimensionals,dimensionals
brollador,bɾoʎadoɾ
nauseabund,nəwzeəbun
rejovenits,rəʒovənits
lúcida,lusida
esvarats,əzbəɾats
arauac,əɾəwak
quantificar,kwəntifika
emportats,empoɾtats
algonquí,alɡonki
botzinar,bod͡zinaɾ
memoritzats,memoɾizats
casarem,kəzəɾəm
abandonares,əbəndonaɾəs
assedegat,əsədəɡat
humanitarisme,umanitaɾizme
calamarses,kalamaɾses
modelats,modelats
furgada,fuɾɡadə
escandallar,əskəndəʎa
sintonitzades,sintunid͡zadəs
protegits,pɾoted͡ʒits
broida,bɾɔjdə
emprova,əmpɾɔvə
botonades,botonadəs
restoble,rəstoblə
regulades,reɡulades
preposició,pɾepozisio
cirera,siɾeɾa
motivades,mutibadəs
quilohertz,kiluɛrt͡s
indocumentat,indukuməntat
satura,satuɾa
escandalitzar,əskəndəlid͡za
dinamitada,dinəmitadə
manumetre,manumetɾe
adonada,adonada
sifilític,sifilitik
qualificades,kwəlifikadəs
crostó,kɾusto
quallats,kwaʎats
difuminar,difuminaɾ
nogat,noɡat
sida,sidə
enterbolit,əntəɾbulit
cançó,kanso
sentenciades,səntənsiadəs
barbat,baɾbat
maltractat,məltɾəktat
agost,əɡost
paralítica,pəɾəlitikə
foradades,foɾədadəs
palaia,palaja
sincronitzades,sinkɾonizades
votis,bɔtis
enllustrar,eɲʎustɾaɾ
incrementar,inkɾementaɾ
condensades,kundənsadəs
alacant,ələkan
preventiu,pɾəvəntiw
formulades,foɾmuladəs
solsoní,sulsuni
localitzar,lokalizaɾ
ferm,fɛrm
mineral,mineɾal
argumentat,aɾɡumentat
colorímetres,kuluɾimətɾəs
envoltades,emvoltades
usada,uzadə
aflorats,afloɾats
autisme,awtizme
patolla,patoʎa
obsolet,upsulɛt
galvanitzades,ɡalvanizades
llatinitzada,ʎətinid͡zadə
esfinx,esfiŋs
immortal,immurtal
distendre,distendɾe
sensitiu,sənsitiw
desfigurades,dəsfiɡuɾadəs
duplicada,duplikadə
imitar,imitaɾ
fullet,fuʎɛt
brocada,bɾukadə
predicació,pɾedikasio
catalítiques,kətəlitikəs
brisa,bɾiza
glanera,ɡləneɾə
declarava,deklaɾava
cadenats,kədənats
rebotuts,rəbututs
cerebroespinal,səɾəbɾoespinal
picornell,pikoɾneʎ
hematúric,ematuɾik
ridiculitzats,ridikulizats
diplococs,diplokɔks
saturi,sətuɾi
respirades,respiɾades
promoguda,pɾomuɡudə
negligent,nəɡliʒen
desfets,dəsfəts
basalt,bazalt
respiri,respiɾi
contrastada,kontɾəstadə
reben,rəbən
xavi,ʃavi
etiquetat,etiketat
trinxeraire,tɾiɲʃəɾajɾə
escocesos,eskosezos
inesperada,inəspəɾadə
víctor,biktu
multar,multaɾ
proper,pɾope
gírgola,ʒiɾɡolə
enginyós,eɲd͡ʒiɲos
fullaca,fuʎakə
porter,poɾteɾ
negant,neɡant
pipada,pipadə
pissarra,pisara
eixut,ejʃut
coincidit,kojnsidit
estrafer,estɾafeɾ
gasiveria,ɡəzibəɾiə
flirtejades,flirtəʒadəs
ingratitud,inɡɾətitut
arrestaria,arestaɾia
parell,pəɾɛʎ
femar,fəma
plorar,ploɾaɾ
dodecaedres,dodəkəedɾəs
xaropós,ʃəɾupos
reiterar,rəitəɾa
modernitzat,mudərnid͡zat
admissibles,admisibles
cobria,kubɾiə
operar,opəɾa
tes,tɛs
repapiejar,rəpəpiəʒa
birmana,biɾmanə
indistint,indistint
perfeccionades,pəɾfəksionadəs
vaginal,bəʒinal
atavismes,ətəvizməs
costejades,kustəʒadəs
imantada,iməntadə
refractar,refɾaktaɾ
portaveu,pɔɾtavew
vicenç,bisɛns
vampira,vampiɾa
titubada,titubada
tebana,tebana
aportats,apoɾtats
olivaci,ulibasi
closa,klɔzə
saquejades,səkəʒadəs
sobtar,supta
recolzat,rəkolzat
somic,sumik
espigava,espiɡava
vetllat,vellat
talaia,təlajə
orgullosament,oɾɡuʎozəment
manats,manats
mondongo,mondonɡo
folgar,folɡa
fornicació,furnikəsio
destacats,destakats
ruta,rutə
gravetats,ɡɾavetats
cantades,kəntadəs
evadits,evadits
violació,biuləsio
cabana,kəbanə
urgent,uɾʒent
civilitzacions,sibilid͡zəsions
comptatge,kumtad͡ʒə
cicutes,sikutes
remarcats,rəməɾkats
subratllar,subrəʎʎa
fugitiva,fuʒitivə
orenola,uɾənɔlə
curatives,kuɾətivəs
rasca,raska
llimaga,ʎimaɡa
debato,dəbato
antecedits,əntəsədits
xunga,t͡ʃunɡa
anant,ənant
abraços,əbɾasus
furga,fuɾɡa
llambrar,ʎəmbɾa
orientació,oɾientasio
finalitzar,finəlid͡za
bigoti,biɡɔti
excisió,eksizio
recorreguts,rekoreɡuts
esquitx,eskit͡ʃ
convençudes,komvənsudəs
coagulant,kuəɡulan
avalat,avalat
desblocar,dəzbloka
comprava,kumpɾabə
telefonia,telefonia
urbanes,uɾbanəs
mística,mistika
arqueoastronomia,əɾkəoəstɾonumiə
cerimonial,seɾimonial
destrossades,dəstɾosadəs
comprimits,kumpɾimits
fotesa,fotəzə
festera,fəsteɾə
vicent,visɛnt
manyuclar,məɲukla
amonestament,əmonəstəment
astigmatisme,əstiɡmətizmə
sostenidors,sostənidos
angúnies,ənɡuniəs
trobar,tɾoba
tantost,təntɔst
cucuts,kukuts
aquosa,akwoza
públic,publik
fraternitzar,fɾətərnid͡za
sofre,sofɾə
elegíacs,ələʒiəks
motoritzades,motoɾid͡zadəs
ajornis,əʒɔrnis
enjardinats,əɲʒərdinats
tirat,tiɾat
masculina,maskulina
berenats,beɾenats
accidenti,əksidɛnti
condimentar,kundimənta
nevada,nəbadə
tendencioses,tendensiozes
papereta,papeɾeta
blanquí,blanki
seva,sevə
esclavitzada,əskləvid͡zadə
romeu,romɛw
cardenals,kaɾdenals
moralitzat,muɾəlid͡zat
consol,kunsɔl
sagetera,səʒəteɾə
rematar,remataɾ
números,numeɾos
umbra,umbɾa
ictus,iktus
embocar,embokaɾ
integritat,inteɡɾitat
estúpids,əstupits
beatificacions,beatifikasions
guisa,ɡizə
senyors,səɲos
normalitzat,nurməlid͡zat
renyina,rəɲinə
ratificada,rətifikadə
agenollats,əʒənuʎats
contada,kuntadə
cert,sɛɾt
retrospectiva,retɾospektiva
fallides,fəʎidəs
tenyir,teɲiɾ
hibridar,ibɾida
desordenar,dəzurdəna
adorar,əduɾa
córner,kornə
autosuggestió,əwtusud͡ʒəstio
a,ə
expliques,eksplikes
gorjal,ɡoɾd͡ʒal
subtítol,suptitol
contagiat,kuntəʒiat
trotllo,tɾɔʎʎu
frase,fɾaze
logarítmica,loɡaɾimmika
emigri,emiɡɾi
sensefeina,sɛnsəfɛjnə
hipergegant,ipeɾd͡ʒeɡant
germanastre,ʒərmənastɾə
extraordinaris,əkstɾəurdinaɾis
bismut,bizmut
dominiquesa,duminikɛzə
esperat,əspəɾat
inestable,inəstablə
informativa,imfoɾmativa
adonats,ədonats
congregacions,konɡɾeɡasions
varia,vəɾiə
canvia,kəmviə
agitant,ad͡ʒitant
guixera,ɡiʃeɾa
franquejable,fɾanked͡ʒable
vocalitzada,bukəlid͡zadə
xinxa,t͡ʃiɲt͡ʃa
metilació,metilasio
verbalitzada,bərbəlid͡zadə
insostenible,insustəniblə
investigat,imvəstiɡat
bibliografia,biblioɡɾəfiə
aguda,əɡudə
fatxada,fət͡ʃadə
tronc,tɾoŋ
fortificar,foɾtifikaɾ
germanofília,ʒərmənufiliə
somrís,somɾis
siamés,siəmɛs
fallades,faʎades
animant,əniman
comprimir,kompɾimi
invisible,imbiziblə
nomenades,numənadəs
zelanda,zelanda
buba,buba
citarista,sitaɾista
verals,vəɾals
adjurar,ad͡ʒuɾaɾ
conversats,komvəɾsats
meditar,mədita
cobrir,kobɾiɾ
occit,oksit
encarnar,enkaɾnaɾ
carnut,kərnut
associació,asosiasio
allaus,əʎaws
paralítica,paɾalitika
desencallades,dezenkaʎades
boicotejades,bujkutəʒadəs
preciso,pɾəsizu
divisori,dibizɔɾi
pistatxo,pistat͡ʃo
radi,radi
trapezi,tɾəpɛzi
baca,baka
acampat,akampat
treslliures,tɾezʎiwɾes
alienava,əliənavə
fluvial,flubial
embarcats,əmbəɾkats
compra,kompɾa
pareguts,paɾeɡuts
afinades,əfinadəs
travessada,tɾəbəsadə
ensumar,ensumaɾ
enemigues,enemiɡes
arrencant,arenkant
epitafi,epitafi
clandestí,klandesti
repetitiva,rəpətitivə
enregistrats,enred͡ʒistɾats
absenta,apsenta
batutes,batutes
ciclismes,siklizmes
guarnir,ɡwaɾniɾ
reproductius,rəpɾuduktiws
sota,sotə
individualitzades,individuəlid͡zadəs
apagats,apaɡats
siseta,sizɛtə
tadjikistan,tad͡ʒikistan
embriagades,embɾiaɡades
allotjats,əʎud͡ʒats
humiliar,umilia
anotació,anotasio
estrafer,əstɾəfe
polaritzats,poləɾid͡zats
carbasses,kərbasəs
poetastre,poetastɾe
previstos,pɾəbistus
fesomia,fezomia
llenya,ʎeɲə
frenat,fɾenat
encapsular,ənkəpsula
colló,kuʎo
impetuós,impətuos
alimentis,alimentis
febril,febɾil
cosir,koziɾ
confrontació,komfɾontəsio
procurem,pɾukuɾɛm
absenta,əpsentə
cibulet,sibulɛt
penalitzar,pənəlid͡za
correlacions,korələsions
assessorats,əsəsoɾats
verificats,veɾifikats
berruga,bəruɡə
final,final
superposats,supərpuzats
laberíntiques,ləbəɾintikəs
nevera,nəbeɾə
epifania,əpifəniə
favorites,favoɾites
acotades,əkutadəs
extrema,ekstɾema
encarnats,ənkərnats
alfarda,əlfardə
cautelar,kəwtəla
sicília,sisiliə
inventor,imbənto
guinder,ɡindeɾ
percentatge,pərsəntad͡ʒə
estrellat,əstɾəʎat
acariciades,əkəɾisiadəs
distingit,distiɲd͡ʒit
soscaire,soskajɾə
engrescador,enɡɾeskadoɾ
consolidacions,konsolidasions
iva,ivə
xipollejada,t͡ʃipoʎed͡ʒada
circumnavegada,sirkumnəbəɡadə
masia,mazia
interrogada,interoɡada
encomanat,enkomanat
aloc,alɔk
gratinada,ɡɾətinadə
fracassat,fɾakasat
comores,komoɾəs
meditares,meditaɾes
tenaços,tenasos
vers,bers
accidentar,əksidənta
desorganitzar,dezoɾɡanizaɾ
proliferar,pɾolifeɾaɾ
equidistant,ekidistan
morella,moɾeʎə
involucrats,imbulukɾats
cooperar,kuupəɾa
enverinat,emveɾinat
notaria,nutəɾiə
gotet,ɡotet
cent,sen
circs,siɾks
casades,kəzadəs
vocals,bukals
inflamada,imfləmadə
amenaçat,amenasat
villancet,viʎanset
abatut,abatut
transitiu,tɾənzitiw
cardó,kəɾdo
poblada,publadə
branquillons,bɾənkiʎons
diferenciades,difeɾensiades
gustosament,ɡustozəment
investigadores,imvestiɡadoɾes
nipó,nipo
indico,indiko
excitant,eksitant
improvisar,impɾoviza
emmarcades,əmmərkadəs
fecundat,fəkundat
plana,plana
agradant,əɡɾədan
secallós,sekaʎos
esglaiar,əzɡləja
imaginada,iməʒinadə
aranyetes,əɾəɲɛtəs
marcívol,mərsibul
confecció,komfəksio
vehicle,bəiklə
naltros,naltɾos
foner,foneɾ
defoliats,defoliats
tonga,tonɡə
garrova,ɡarɔva
tacarem,təkəɾəm
perseguit,pərsəɡit
visat,vizat
partida,pəɾtidə
sarró,səro
etrusc,ətɾusk
discurs,diskuɾs
forqueta,foɾkətə
vigoritzades,viɡoɾid͡zadəs
pur,pur
mosques,moskes
sorollar,soɾoʎaɾ
triomfador,tɾiomfədo
bombejades,bombəʒadəs
additiu,ədditiw
terminat,təɾminat
amnisties,amnisties
mineralogia,minəɾəluʒiə
topall,topaʎ
ofeguem,ufəɡɛm
laberint,ləbəɾint
compensaria,kumpənsəɾiə
tipografia,tipoɡɾafia
abusat,abuzat
gustoses,ɡustozes
pelegrinatge,pələɡɾinad͡ʒə
amarrar,əməra
per,pəɾ
jardineria,ʒərdinəɾiə
gloriosos,ɡluɾiozus
moltes,moltes
tarda,taɾdə
mossegades,moseɡades
important,impoɾtant
nafrada,nəfɾadə
ronquera,ronkeɾə
xativines,t͡ʃativines
atabalar,atabalaɾ
comptador,komtadoɾ
arbustos,əɾbustos
escorares,eskoɾaɾes
instintiva,instintivə
afanar,əfəna
estropio,əstɾupio
casual,kazual
ostatge,ostad͡ʒe
optat,optat
aglutinada,əɡlutinadə
enrossiment,ənrosiment
ajornada,ad͡ʒoɾnada
congregació,kunɡɾəɡəsio
encarnació,ənkəɾnəsio
emmalaltides,emmalaltides
recomanat,rəkomənat
impurs,impus
sedant,sedant
plata,plata
adoracions,əduɾəsions
farsi,farsi
bloquejada,blukəʒadə
sagacitats,saɡasitats
dauradura,dawɾaduɾa
socialitzades,susiəlid͡zadəs
menut,menut
elusius,eluziws
positivament,puzitibəmen
deriva,dəɾivə
corredissa,korədisə
cavilat,kəvilat
contaminants,kontaminans
emulem,əmulɛm
caritatius,kaɾitatiws
depilades,dəpiladəs
concisos,kunsizos
jaca,ʒakə
intacte,intakte
copenhaguen,kopenaɡen
pollina,puʎinə
anhelat,ənəlat
fenar,fəna
ciclista,siklista
rejovenides,red͡ʒovenides
explorades,eksploɾades
quasianterior,kwazianteɾioɾ
reparades,repaɾades
intubades,intubadəs
animarem,əniməɾɛm
establert,əstəblɛɾt
glutamat,ɡlutamat
verificar,veɾifikaɾ
agressiva,əɡɾəsibə
apunt,apunt
baluma,baluma
consumició,konsumisio
clandestinament,kləndəstinəment
intensificar,intənsifika
brega,bɾeɡa
aguilenc,əɡilɛŋ
reviscolat,rəbiskulat
conta,kontə
pastera,pasteɾa
niciesa,nisiɛzə
fotosintetitzades,fotosintetizades
condensada,kondənsadə
xiva,ʃivə
empassar,empasaɾ
foragitades,foɾad͡ʒitades
finançar,finansaɾ
contendre,kontendɾə
antonímies,antonimies
barallada,bəɾəʎadə
racial,rasial
reverberava,rəvəɾbəɾavə
gonfanoner,ɡomfanoneɾ
adorables,adoɾables
xampurrejar,t͡ʃampured͡ʒaɾ
administraria,administɾaɾia
escapava,əskəpabə
gavarrot,ɡəvərɔt
ensenyat,ənsəɲat
picardona,pikərdonə
senyora,seɲoɾa
estaques,estakes
antropologia,antɾopolod͡ʒia
deprimits,depɾimits
virtut,viɾtut
contraplacat,kontɾəpləkat
auscultaria,əwskultəɾiə
deixadesa,dejʃadeza
directori,diɾektɔɾi
pinyoca,piɲɔka
agressiva,aɡɾesiva
passament,pəsəmen
ventruda,bəntɾudə
calaixos,kəlaʃos
correspondre,korespɔndɾe
traginats,tɾəʒinats
vetlla,vella
arç,ars
necrologia,nəkɾuluʒiə
testó,testo
torrats,torats
sequedat,sekedat
foner,fune
espetec,espetek
gaia,ɡaja
rebobinades,rəbobinadəs
perenne,pəɾɛnnə
barrejar,bərəʒa
jaguts,ʒəɡuts
kanat,kanat
diplococ,diplukɔk
barnilles,bərniʎəs
suturada,sutuɾada
rabejar,rəbəʒa
arpejats,aɾped͡ʒats
salami,salami
farcir,fərsi
dosímetres,dozimetɾes
atribuir,ətɾibui
aconseguit,əkunsəɡit
afrontar,əfɾunta
foto,fotu
deixondit,dejʃondit
basculada,bəskuladə
andola,əndɔlə
partia,paɾtia
decorativa,dəkoɾətivə
apostrofada,əpostɾofadə
demandat,dəməndat
martorelles,maɾtoɾeʎes
metzina,med͡zina
diferenciat,difəɾənsiat
riuada,riwada
fallits,faʎits
entusiasmades,əntuziəzmadəs
maliciosa,malisioza
enderrocar,enderokaɾ
descendida,desendida
montferrer,mumfəre
consecutiva,konsekutiva
ionitzar,iunid͡za
auscultada,əwskultadə
rosella,rozeʎə
pigmentat,piɡmentat
americans,əməɾikans
tossits,tusits
sobreestimades,subɾəəstimadəs
datxa,dat͡ʃa
albins,albins
alliçonar,əʎisuna
girar,ʒiɾa
caduquejar,kədukəʒa
lligacama,ʎiɡakama
barbacana,bərbəkanə
sumari,sumaɾi
severes,seveɾes
sancionat,sənsiunat
horaris,oɾaɾis
estabilitzat,əstəbilid͡zat
acumulacions,akumulasions
olier,ulie
administrava,ədministɾavə
ocupa,ukupə
formada,foɾmadə
desodorats,dəzuduɾats
retrat,retɾat
bíceps,bisəps
esquerda,əskɛɾdə
junc,ʒuŋ
garric,ɡərik
analitzades,analizades
catalític,kətəlitik
afectats,əfəktats
rendida,rendida
faltar,faltaɾ
paisatge,pəjzad͡ʒə
balustrada,balustɾada
escarxofada,əskəɾʃofadə
besada,bəzadə
baríton,bəɾitun
corbata,kurbatə
compulsiva,kumpulsibə
imitar,imita
grapejat,ɡɾaped͡ʒat
herculi,eɾkuli
capficat,kəpfikat
fraternes,fɾətɛrnəs
giragonsar,ʒiɾəɡunsa
usat,uzat
constatar,kunstəta
corporacions,kurpuɾəsions
socors,sukos
polit,polit
encantat,enkantat
rieral,rieɾal
orientalitzades,oɾiəntəlid͡zadəs
persuadida,pəɾsuədidə
lunar,lunaɾ
conquerides,konkəɾidəs
algebrista,əʎʒəbɾistə
localitzat,lokəlid͡zat
fira,fiɾə
flairós,flajɾos
alleugerit,əʎəwʒəɾit
percolació,pərkuləsio
quita,kita
reparo,rəpaɾo
renyaire,reɲajɾe
ferrís,fəris
falset,fəlsət
impetigen,impetid͡ʒen
model,modɛl
colgar,kolɡa
consolar,kunsula
reconquerides,rekonkeɾides
estacar,əstəka
contagiares,kontəʒiaɾəs
abadessa,abadesa
adormides,əduɾmidəs
valorant,valoɾant
colonització,kolonid͡zəsio
ploguts,pluɡuts
munyir,muɲi
assolint,əsulint
cansada,kənsadə
inexacte,ineɡzakte
engrillonar,ənɡɾiʎona
vagis,vaʒis
salutacions,salutasions
agenciar,ad͡ʒensiaɾ
assassinant,əsəsinan
contenció,kontənsio
alcaldies,əlkəldiəs
amorós,əmuɾos
verinós,vəɾinos
acceptacions,əksəptəsions
buidesa,bujdeza
sírmia,siɾmiə
avorrits,əburits
afinades,afinades
apetitosos,əpətitozos
verna,bɛrnə
balca,balkə
categoritzades,kətəɡoɾid͡zadəs
atorgable,əturɡablə
baia,baja
individualista,individualista
enriquida,ənrikidə
íctic,iktik
curtmetratge,kuɾmmetɾad͡ʒe
abordar,aboɾdaɾ
dramatitzades,dɾəmətid͡zadəs
somriguts,sumɾiɡuts
amarant,amaɾant
personificar,pəɾsonifika
marge,marʒə
olier,olieɾ
portable,poɾtable
florides,floɾides
engolidor,enɡolidoɾ
enfonsar,əmfunza
fabra,fabɾa
vinculades,vinkuladəs
victimisme,viktimizmə
separares,sepaɾaɾes
abstractes,əpstɾaktəs
avellanes,aveʎanes
traiguera,tɾajɡeɾa
llimonada,ʎimunadə
trompeter,tɾumpəte
reconquerir,rekonkeɾiɾ
aptitud,əptitut
compostar,kompostaɾ
perfeccionada,pəɾfəksionadə
restoblar,rəstubla
temporer,təmpuɾe
enfocar,əmfuka
xuta,t͡ʃuta
penalitzada,pənəlid͡zadə
ensordides,ensoɾdides
brillat,bɾiʎat
cub,kup
bari,baɾi
aprofitats,əpɾofitats
vocalitzades,vokalizades
balins,bəlins
ufana,ufana
comuniquí,kumuniki
fantasia,fəntəziə
persona,pərsonə
encomanat,ənkumənat
emancipar,əmənsipa
divertides,dibərtidəs
gandalla,ɡandaʎa
rumorejada,rumuɾəʒadə
tortera,turteɾə
sagristia,səɡɾistiə
contricions,kontɾisions
premies,pɾemies
beatificats,beətifikats
faringitis,faɾiɲd͡ʒitis
beure,bewɾe
intestí,intəsti
ofegada,ofeɡada
abasts,əbasts
somrigudes,sumɾiɡudəs
arítjol,əɾid͡ʒol
armilla,aɾmiʎa
clandestina,klandestina
cuca,kukə
trencadissa,tɾənkədisə
sagnats,səɡnats
apaivagant,əpəjbəɡan
protestat,pɾutəstat
botavant,botafánt
maleta,maleta
escaramussades,əskəɾəmusadəs
nascut,nəskut
toralla,toɾaʎa
cuirassa,kujɾasə
ambigú,ambiɡu
escrutats,əskɾutats
olímpic,olimpik
puntades,puntadəs
costoses,kostozəs
exasperades,əɡzəspəɾadəs
resseguits,reseɡits
alcalins,alkalins
entapissar,əntəpisa
exprimida,ekspɾimida
caquis,kakis
acreditaria,əkɾəditəɾiə
rodamón,rodəmon
captivat,kəptivat
abaixaven,əbəʃavən
combinació,kumbinəsio
despatxades,despat͡ʃades
plantejament,pləntəʒəmen
camperol,kəmpəɾɔl
nacionalitzada,nəsiunəlid͡zadə
afalacs,əfəlaks
poguer,poɡeɾ
falset,fəlsɛt
pelleter,pəʎəte
apta,aptə
esser,əsɛ
insurreccionar,insurəksiona
defoliat,defoliat
hevea,evɛa
fracassades,fɾəkəsadəs
generadora,ʒənəɾədoɾə
interjecció,intəɾʒəksio
batlle,ballə
nariu,naɾiw
colís,kolis
seguits,səɡits
embriago,əmbɾiaɡu
esmenat,əzmənat
altes,altes
fossilitzar,fosilid͡za
explicaré,eksplikaɾe
ceret,səɾɛt
suplia,suplia
guaiaba,ɡwəjabə
duríssimes,duɾisiməs
uniformitzar,unifoɾmizaɾ
canadenca,kənədənkə
retornats,rətoɾnats
aparatós,apaɾatos
tustar,tustaɾ
coordenades,kuurdənadəs
capturar,kəptuɾa
comerç,kumɛrs
convocar,komvoka
fonamental,fonəməntal
xicalla,t͡ʃikaʎa
començades,komənsadəs
arrossegades,aroseɡades
follats,foʎats
finir,finiɾ
patilla,patiʎa
barricades,bərikadəs
puntuar,puntua
amargor,əməɾɡo
demanar,dəməna
navegat,naveɡat
elevats,ələbats
retrunyit,retɾuɲit
emulem,emulem
meningitis,meniɲd͡ʒitis
corpulent,koɾpulent
servicis,səɾvisis
apropiat,əpɾopiat
catió,katio
escapem,əskəpəm
molleric,muʎəɾik
agermanar,əʒərməna
promiscu,pɾomisku
vacar,bəka
encarnat,ənkəɾnat
tiranitzar,tiɾənid͡za
albacetenya,əlbəsəteɲə
assessorar,əsəsuɾa
gustar,ɡustaɾ
vestimenta,vəstimentə
cuides,kujdəs
divo,divo
antiimmigració,əntiimmiɡɾəsio
infiltrat,imfiltɾat
basca,baska
sobrancer,subɾənse
nauseabunda,nəwzeəbundə
cofoi,kofɔj
castanya,kastaɲa
llémena,ʎemənə
originada,oɾiʒinadə
gaia,ɡajə
bombolla,bumboʎə
pelat,pəlat
digerir,did͡ʒeɾiɾ
zona,zona
digestiva,did͡ʒestiva
decidu,desidu
crims,kɾims
corporal,kurpuɾal
quilocaloria,kilokaloɾia
furtius,fuɾtiws
adoracions,ədoɾəsions
deessa,dəəsə
motivar,mutiba
regular,rəɡula
consagrats,kunsəɡɾats
jaguda,d͡ʒaɡuda
mulasses,mulases
alpí,əlpi
encantar,ənkənta
atrofiares,ətɾufiaɾəs
cançoner,kənsone
remei,rəməj
destinat,destinat
maçola,masɔla
vigorosa,biɡuɾozə
façanes,fasanes
vegetal,vəʒətal
delmar,dəlma
desmuntats,dezmuntats
llinatge,ʎinad͡ʒə
gandula,ɡandula
numeraris,numeɾaɾis
virilitat,biɾilitat
musicalment,muzikəlmen
aviso,əbizu
coordenades,kooɾdenades
cobria,kobɾia
trascolar,tɾaskolaɾ
arriscada,ariskada
patufet,patufet
fumades,fumades
diagrama,diəɡɾamə
derrotista,derotista
emancipats,əmənsipats
sindhi,sindi
compartides,kumpərtidəs
carter,kəɾte
associatiu,əsusiətiw
batracis,bətɾasis
tramús,tɾəmus
gastritis,ɡəstɾitis
habitatge,əbitad͡ʒə
reparat,rəpəɾat
marsella,məɾseʎə
llorer,ʎoɾe
revitalitzada,rəbitəlid͡zadə
hesitar,ezitaɾ
maltractat,maltɾaktat
secessió,səsəsio
escopeta,əskupɛtə
bocudes,bukudəs
temperats,təmpəɾats
musculars,muskulas
